plntname,centralwavelng,bandwidth,plntransdep,plnradj,plnratror,plntranmid
HD 189733 b,0.6320,0.0060,,,0.15610,
HD 189733 b,0.6750,0.0250,,,0.15585,
HD 189733 b,0.7250,0.0250,,,0.15572,
HD 189733 b,0.7750,0.0250,,,0.15586,
HD 189733 b,0.8250,0.0250,,,0.15552,
HD 189733 b,0.8750,0.0250,,,0.15553,
HD 189733 b,0.9250,0.0250,,,0.15546,
HD 189733 b,0.9750,0.0250,,,0.15552,
HD 189733 b,1.0850,0.0850,,,0.15512,
HD 189733 b,1.1279,0.0094,,,0.15469,
HD 189733 b,1.1467,0.0094,,,0.15497,
HD 189733 b,1.1655,0.0094,,,0.15507,
HD 189733 b,1.1843,0.0094,,,0.15493,
HD 189733 b,1.2031,0.0094,,,0.15469,
HD 189733 b,1.2218,0.0094,,,0.15467,
HD 189733 b,1.2406,0.0094,,,0.15444,
HD 189733 b,1.2594,0.0094,,,0.15482,
HD 189733 b,1.2782,0.0094,,,0.15437,
HD 189733 b,1.2970,0.0094,,,0.15477,
HD 189733 b,1.3157,0.0094,,,0.15469,
HD 189733 b,1.3345,0.0094,,,0.15476,
HD 189733 b,1.3533,0.0094,,,0.15525,
HD 189733 b,1.3721,0.0094,,,0.15530,
HD 189733 b,1.3909,0.0094,,,0.15511,
HD 189733 b,1.4096,0.0094,,,0.15551,
HD 189733 b,1.4284,0.0094,,,0.15546,
HD 189733 b,1.4472,0.0094,,,0.15516,
HD 189733 b,1.4660,0.0094,,,0.15487,
HD 189733 b,1.4847,0.0094,,,0.15542,
HD 189733 b,1.5035,0.0094,,,0.15463,
HD 189733 b,1.5223,0.0094,,,0.15513,
HD 189733 b,1.5411,0.0094,,,0.15482,
HD 189733 b,1.5599,0.0094,,,0.15485,
HD 189733 b,1.5786,0.0094,,,0.15514,
HD 189733 b,1.5974,0.0094,,,0.15470,
HD 189733 b,1.6000,0.1500,,,0.15476,
HD 189733 b,1.6162,0.0094,,,0.15454,
HD 189733 b,1.6350,0.0094,,,0.15502,
HD 189733 b,1.9250,0.1750,,,0.15474,
HD 189733 b,2.3000,0.2000,,,0.15447,
HD 189733 b,3.5500,0.3500,,,0.15507,
HD 189733 b,4.5000,0.5000,,,0.15542,
HAT-P-26 b,0.7188,0.0125,0.501000,,,2457129.722480
HAT-P-26 b,0.7313,0.0125,0.446000,,,2457129.722480
HAT-P-26 b,0.7437,0.0125,0.435000,,,2457129.722480
HAT-P-26 b,0.7563,0.0125,0.425000,,,2457129.722480
HAT-P-26 b,0.7687,0.0125,0.480000,,,2457129.722480
HAT-P-26 b,0.7812,0.0125,0.481000,,,2457129.722480
HAT-P-26 b,0.7938,0.0125,0.465000,,,2457129.722480
HAT-P-26 b,0.8062,0.0125,0.464000,,,2457129.722480
HAT-P-26 b,0.8188,0.0125,0.512000,,,2457129.722480
HAT-P-26 b,0.8312,0.0125,0.519000,,,2457129.722480
HAT-P-26 b,0.8438,0.0125,0.521000,,,2457129.722480
HAT-P-26 b,0.8563,0.0125,0.500000,,,2457129.722480
HAT-P-26 b,0.8687,0.0125,0.508000,,,2457129.722480
HAT-P-26 b,0.8813,0.0125,0.511000,,,2457129.722480
HAT-P-26 b,0.8937,0.0125,0.487000,,,2457129.722480
HAT-P-26 b,0.9062,0.0125,0.502000,,,2457129.722480
HAT-P-26 b,0.9188,0.0125,0.510000,,,2457129.722480
HAT-P-26 b,0.9312,0.0125,0.514000,,,2457129.722480
HAT-P-26 b,0.9438,0.0125,0.548000,,,2457129.722480
HAT-P-26 b,0.9562,0.0125,0.538000,,,2457129.722480
HAT-P-26 b,0.9688,0.0125,0.508000,,,2457129.722480
HAT-P-26 b,0.9813,0.0125,0.465000,,,2457129.722480
HAT-P-26 b,0.9937,0.0125,0.474000,,,2457129.722480
HAT-P-26 b,3.6000,,0.522000,,0.07250,2456545.362200
HAT-P-26 b,4.5000,,0.559000,,0.07480,2456405.623700
55 Cnc e,4.5000,,0.048400,,,2455567.500000
55 Cnc e,4.5000,,0.028700,,,2455732.500000
55 Cnc e,4.5000,,0.032500,,,2456464.500000
55 Cnc e,4.5000,,0.036500,,,2456476.500000
55 Cnc e,4.5000,,0.040600,,,2456481.500000
55 Cnc e,4.5000,,0.043300,,,2456484.500000
55 Cnc e,1.1320,0.0174,0.035800,,,
55 Cnc e,1.1495,0.0177,0.036100,,,
55 Cnc e,1.1674,0.0180,0.033700,,,
55 Cnc e,1.1855,0.0182,0.035200,,,
55 Cnc e,1.2039,0.0185,0.032900,,,
55 Cnc e,1.2225,0.0188,0.032600,,,
55 Cnc e,1.2415,0.0191,0.030200,,,
55 Cnc e,1.2607,0.0194,0.033800,,,
55 Cnc e,1.2803,0.0197,0.033300,,,
55 Cnc e,1.3001,0.0200,0.032800,,,
55 Cnc e,1.3203,0.0203,0.035100,,,
55 Cnc e,1.3407,0.0207,0.034800,,,
55 Cnc e,1.3615,0.0209,0.032700,,,
55 Cnc e,1.3827,0.0213,0.033800,,,
55 Cnc e,1.4041,0.0216,0.036300,,,
55 Cnc e,1.4258,0.0219,0.039100,,,
55 Cnc e,1.4480,0.0223,0.036500,,,
55 Cnc e,1.4704,0.0226,0.034800,,,
55 Cnc e,1.4932,0.0230,0.039400,,,
55 Cnc e,1.5164,0.0233,0.037800,,,
55 Cnc e,1.5398,0.0237,0.040500,,,
55 Cnc e,1.5638,0.0241,0.038800,,,
55 Cnc e,1.5880,0.0244,0.040200,,,
55 Cnc e,1.6126,0.0248,0.038800,,,
55 Cnc e,1.6376,0.0252,0.040400,,,
K2-26 b,0.6000,,,,0.04710,
K2-26 b,4.5000,,,,0.04120,
K2-3 b,0.6000,,,,0.03483,
K2-3 b,4.5000,,,,0.03530,
K2-3 c,0.6000,,,,0.02700,
K2-3 c,4.5000,,,,0.02705,
K2-3 d,0.6000,,,,0.02500,
K2-3 d,4.5000,,,,0.02545,
HAT-P-14 b,0.4790,,,,0.08170,
HAT-P-14 b,0.6160,,,,0.08600,
HAT-P-14 b,0.6290,,,,0.08170,
HAT-P-14 b,0.6480,,,,0.08460,
HAT-P-14 b,0.7730,,,,0.08290,
HAT-P-14 b,0.8690,,,,0.07800,
HAT-P-14 b,0.8700,,,,0.08220,
HAT-P-32 b,0.7825,0.4350,,,0.15050,2456245.803490
HAT-P-32 b,0.4475,0.2350,,,0.15150,2456245.803340
HAT-P-32 b,0.5280,0.0200,,,0.15063,
HAT-P-32 b,0.5480,0.0200,,,0.15173,
HAT-P-32 b,0.5680,0.0200,,,0.15193,
HAT-P-32 b,0.5880,0.0200,,,0.15252,
HAT-P-32 b,0.6080,0.0200,,,0.15189,
HAT-P-32 b,0.6280,0.0200,,,0.15191,
HAT-P-32 b,0.6480,0.0200,,,0.15159,
HAT-P-32 b,0.6680,0.0200,,,0.15213,
HAT-P-32 b,0.6880,0.0200,,,0.15063,
HAT-P-32 b,0.7080,0.0200,,,0.15079,
HAT-P-32 b,0.7280,0.0200,,,0.15187,
HAT-P-32 b,0.7480,0.0200,,,0.15196,
HAT-P-32 b,0.7705,0.0150,,,0.15272,
HAT-P-32 b,0.7880,0.0200,,,0.15169,
HAT-P-32 b,0.8080,0.0200,,,0.15262,
HAT-P-32 b,0.8280,0.0200,,,0.15055,
HAT-P-32 b,0.8480,0.0200,,,0.15186,
HAT-P-32 b,0.8680,0.0200,,,0.15235,
HAT-P-32 b,0.8880,0.0200,,,0.15275,
HAT-P-32 b,0.9080,0.0200,,,0.15139,
WASP-43 b,0.7545,0.1290,,,0.16130,2457423.450370
WASP-43 b,0.4770,0.1500,,,0.16050,2457064.707460
WASP-43 b,0.6273,0.1273,,,0.15950,2457144.428290
WASP-121 b,0.4365,0.0890,,,0.12375,
WASP-121 b,0.6125,0.1150,,,0.12521,
WASP-121 b,0.8895,0.1070,,,0.12298,
WASP-121 b,1.1300,0.0180,,,0.12033,
WASP-121 b,1.1485,0.0190,,,0.12107,
WASP-121 b,1.1675,0.0190,,,0.12122,
WASP-121 b,1.1860,0.0180,,,0.12149,
WASP-121 b,1.2045,0.0190,,,0.12116,
WASP-121 b,1.2230,0.0180,,,0.12113,
WASP-121 b,1.2415,0.0190,,,0.12143,
WASP-121 b,1.2600,0.0180,,,0.12070,
WASP-121 b,1.2785,0.0190,,,0.12036,
WASP-121 b,1.2975,0.0190,,,0.12033,
WASP-121 b,1.3160,0.0180,,,0.12035,
WASP-121 b,1.3345,0.0190,,,0.12118,
WASP-121 b,1.3530,0.0180,,,0.12201,
WASP-121 b,1.3715,0.0190,,,0.12193,
WASP-121 b,1.3900,0.0180,,,0.12138,
WASP-121 b,1.4085,0.0190,,,0.12118,
WASP-121 b,1.4275,0.0190,,,0.12156,
WASP-121 b,1.4460,0.0180,,,0.12164,
WASP-121 b,1.4645,0.0190,,,0.12167,
WASP-121 b,1.4830,0.0180,,,0.12088,
WASP-121 b,1.5015,0.0190,,,0.12160,
WASP-121 b,1.5200,0.0180,,,0.12101,
WASP-121 b,1.5385,0.0190,,,0.12053,
WASP-121 b,1.5575,0.0190,,,0.12123,
WASP-121 b,1.5760,0.0180,,,0.12057,
WASP-121 b,1.5945,0.0190,,,0.12030,
WASP-121 b,1.6130,0.0180,,,0.12071,
WASP-121 b,1.6315,0.0190,,,0.11954,
WASP-98 b,0.4590,0.1379,,,0.16150,2456943.696130
WASP-98 b,0.6220,0.1382,,,0.15900,2456943.696080
WASP-98 b,0.7640,0.1535,,,0.15990,2456943.696000
WASP-98 b,0.8989,0.1370,,,0.15830,2456943.695940
WASP-98 b,0.4590,0.1379,,,0.15630,2457029.612550
WASP-98 b,0.6220,0.1382,,,0.15700,2457029.612770
WASP-98 b,0.7640,0.1535,,,0.16020,2457029.612500
WASP-98 b,0.8989,0.1370,,,0.15710,2457029.612320
WASP-103 b,0.6589,0.1647,,,0.11600,
WASP-103 b,0.8200,0.1400,,,0.11570,
WASP-103 b,0.4770,0.1379,,,0.11960,
WASP-103 b,0.6231,0.1382,,,0.11770,
WASP-103 b,0.7625,0.1535,,,0.11260,
WASP-103 b,0.9134,0.1370,,,0.11530,
HAT-P-7 b,3.6000,,,1.491,0.07930,2455419.557430
HAT-P-7 b,4.5000,,,1.491,0.07769,2455430.582030
WASP-19 b,3.6000,,,1.392,0.13990,2455777.162890
WASP-19 b,4.5000,,,1.392,0.14270,2455787.417860
HD 189733 b,0.4100,0.0200,,,0.15677,2453988.803390
HD 189733 b,0.4450,0.0500,,,0.15653,2453988.803390
HD 189733 b,0.4950,0.0500,,,0.15598,2453988.803390
HD 189733 b,0.5450,0.0500,,,0.15548,2453988.803390
HD 189733 b,0.5750,0.0500,,,0.15594,2453988.803390
HD 189733 b,0.6250,0.0500,,,0.15501,2453988.803390
HD 189733 b,0.6750,0.0500,,,0.15460,2453988.803390
WASP-17 b,0.5750,0.0100,,,0.12120,2457192.697980
WASP-17 b,0.5800,0.0100,,,0.12290,2457192.697980
WASP-17 b,0.5850,0.0100,,,0.12230,2457192.697980
WASP-17 b,0.5900,0.0100,,,0.12100,2457192.697980
WASP-17 b,0.5950,0.0100,,,0.12260,2457192.697980
WASP-17 b,0.6000,0.0100,,,0.12350,2457192.697980
WASP-17 b,0.6050,0.0100,,,0.12420,2457192.697980
WASP-17 b,0.6100,0.0100,,,0.12470,2457192.697980
WASP-17 b,0.6150,0.0100,,,0.12500,2457192.697980
WASP-17 b,0.6200,0.0100,,,0.12360,2457192.697980
WASP-17 b,0.6250,0.0100,,,0.12460,2457192.697980
WASP-17 b,0.6300,0.0100,,,0.12290,2457192.697980
WASP-17 b,0.6350,0.0100,,,0.12190,2457192.697980
WASP-17 b,0.6400,0.0100,,,0.12280,2457192.697980
WASP-17 b,0.6450,0.0100,,,0.12440,2457192.697980
WASP-17 b,0.6500,0.0100,,,0.12430,2457192.697980
WASP-17 b,0.6600,0.0100,,,0.12290,2457192.697980
WASP-17 b,0.6650,0.0100,,,0.12290,2457192.697980
WASP-17 b,0.6700,0.0100,,,0.12300,2457192.697980
WASP-17 b,0.6750,0.0100,,,0.12230,2457192.697980
WASP-17 b,0.6800,0.0100,,,0.12240,2457192.697980
WASP-17 b,0.6850,0.0100,,,0.12240,2457192.697980
WASP-17 b,0.6900,0.0100,,,0.12240,2457192.697980
WASP-17 b,0.6950,0.0100,,,0.12260,2457192.697980
WASP-17 b,0.7000,0.0100,,,0.12300,2457192.697980
WASP-17 b,0.7050,0.0100,,,0.12170,2457192.697980
WASP-17 b,0.7100,0.0100,,,0.12320,2457192.697980
WASP-17 b,0.7150,0.0100,,,0.12380,2457192.697980
WASP-17 b,0.7200,0.0100,,,0.12380,2457192.697980
WASP-17 b,0.7250,0.0100,,,0.12320,2457192.697980
WASP-17 b,0.7300,0.0100,,,0.12230,2457192.697980
WASP-17 b,0.7350,0.0100,,,0.12250,2457192.697980
WASP-17 b,0.7400,0.0100,,,0.12220,2457192.697980
WASP-17 b,0.7450,0.0100,,,0.12330,2457192.697980
WASP-17 b,0.7500,0.0100,,,0.12400,2457192.697980
WASP-17 b,0.7700,0.0100,,,0.12440,2457192.697980
WASP-17 b,0.7750,0.0100,,,0.12310,2457192.697980
WASP-17 b,0.7800,0.0100,,,0.12250,2457192.697980
WASP-17 b,0.7850,0.0100,,,0.12220,2457192.697980
WASP-17 b,0.7900,0.0100,,,0.12270,2457192.697980
WASP-17 b,0.7950,0.0100,,,0.12450,2457192.697980
WASP-39 b,0.3300,0.0800,,,0.14429,
WASP-39 b,0.3800,0.0300,,,0.14408,
WASP-39 b,0.4000,0.0200,,,0.14467,
WASP-39 b,0.4200,0.0100,,,0.14500,
WASP-39 b,0.4300,0.0100,,,0.14653,
WASP-39 b,0.4500,0.0100,,,0.14491,
WASP-39 b,0.4600,0.0100,,,0.14396,
WASP-39 b,0.4700,0.0100,,,0.14376,
WASP-39 b,0.4700,0.0100,,,0.14447,
WASP-39 b,0.4800,0.0100,,,0.14461,
WASP-39 b,0.4900,0.0100,,,0.14381,
WASP-39 b,0.5100,0.0100,,,0.14301,
WASP-39 b,0.5200,0.0100,,,0.14361,
WASP-39 b,0.5300,0.0100,,,0.14541,
WASP-39 b,0.5400,0.0100,,,0.14330,
WASP-39 b,0.5500,0.0100,,,0.14309,
WASP-39 b,0.5600,0.0100,,,0.14437,
WASP-39 b,0.5600,0.0100,,,0.14558,
WASP-39 b,0.5600,0.0100,,,0.14381,
WASP-39 b,0.5800,0.0200,,,0.14550,
WASP-39 b,0.5900,0.0000,,,0.14890,
WASP-39 b,0.6000,0.0100,,,0.14496,
WASP-39 b,0.6200,0.0200,,,0.14531,
WASP-39 b,0.6400,0.0100,,,0.14491,
WASP-39 b,0.6500,0.0100,,,0.14520,
WASP-39 b,0.6700,0.0200,,,0.14315,
WASP-39 b,0.6900,0.0300,,,0.14301,
WASP-39 b,0.7400,0.0600,,,0.14423,
WASP-39 b,0.7700,0.0100,,,0.14532,
WASP-39 b,0.7900,0.0400,,,0.14604,
WASP-39 b,0.8300,0.0400,,,0.14451,
WASP-39 b,0.8800,0.0500,,,0.14425,
WASP-39 b,0.9600,0.1200,,,0.14179,
WASP-39 b,3.6000,0.7666,,,0.14513,2456401.397330
WASP-39 b,4.5000,1.0463,,,0.14591,2456575.774650
GJ 3470 b,0.9222,,,,0.07440,
GJ 3470 b,0.7706,,,,0.07850,
GJ 3470 b,0.6469,,,,0.07650,
GJ 3470 b,0.6290,,,,0.07870,
GJ 3470 b,0.4858,,,,0.08320,
HAT-P-32 b,0.3585,,,,0.15204,
HAT-P-32 b,0.4407,,,,0.15338,
HAT-P-32 b,0.4858,,,,0.15304,
HAT-P-32 b,0.5537,,,,0.15223,
HAT-P-32 b,0.5800,,,,0.15142,
HAT-P-32 b,0.6290,,,,0.15216,
HAT-P-32 b,0.6469,,,,0.15071,
HAT-P-32 b,0.7886,,,,0.15141,
HAT-P-32 b,0.9222,,,,0.15149,
WASP-101 b,1.1425,0.0350,1.173800,,,
WASP-101 b,1.1775,0.0350,1.181000,,,
WASP-101 b,1.2125,0.0350,1.171500,,,
WASP-101 b,1.2475,0.0350,1.187100,,,
WASP-101 b,1.2825,0.0350,1.185000,,,
WASP-101 b,1.3175,0.0350,1.180000,,,
WASP-101 b,1.3525,0.0350,1.178600,,,
WASP-101 b,1.3875,0.0350,1.180400,,,
WASP-101 b,1.4225,0.0350,1.199700,,,
WASP-101 b,1.4575,0.0350,1.165500,,,
WASP-101 b,1.4925,0.0350,1.193600,,,
WASP-101 b,1.5275,0.0350,1.185700,,,
WASP-101 b,1.5625,0.0350,1.157900,,,
WASP-101 b,1.5975,0.0350,1.167100,,,
WASP-101 b,1.6325,0.0350,1.170800,,,
HAT-P-19 b,0.6617,0.1999,,,0.13900,
HAT-P-19 b,0.5717,0.0199,,,0.14120,
HAT-P-19 b,0.5917,0.0199,,,0.13820,
HAT-P-19 b,0.6116,0.0199,,,0.13900,
HAT-P-19 b,0.6316,0.0199,,,0.13920,
HAT-P-19 b,0.6517,0.0199,,,0.13920,
HAT-P-19 b,0.6716,0.0199,,,0.13830,
HAT-P-19 b,0.6916,0.0199,,,0.13880,
HAT-P-19 b,0.7117,0.0199,,,0.13920,
HAT-P-19 b,0.7316,0.0199,,,0.14070,
HAT-P-19 b,0.7516,0.0199,,,0.14120,
HAT-P-19 b,0.5641,0.0049,,,0.14220,
HAT-P-19 b,0.5691,0.0049,,,0.14230,
HAT-P-19 b,0.5742,0.0049,,,0.14080,
HAT-P-19 b,0.5792,0.0049,,,0.13800,
HAT-P-19 b,0.5842,0.0049,,,0.13580,
HAT-P-19 b,0.5892,0.0049,,,0.13940,
HAT-P-19 b,0.5942,0.0049,,,0.13590,
HAT-P-19 b,0.5992,0.0049,,,0.13790,
HAT-P-19 b,0.6041,0.0049,,,0.13770,
HAT-P-19 b,0.6091,0.0049,,,0.13450,
HAT-P-19 b,0.6141,0.0049,,,0.14140,
HAT-P-19 b,0.6191,0.0049,,,0.13890,
HAT-P-19 b,0.6241,0.0049,,,0.13970,
HAT-P-19 b,0.6291,0.0049,,,0.13840,
HAT-P-19 b,0.6342,0.0049,,,0.13780,
HAT-P-19 b,0.6392,0.0049,,,0.13930,
HAT-P-19 b,0.6442,0.0049,,,0.14010,
HAT-P-19 b,0.6492,0.0049,,,0.13810,
HAT-P-19 b,0.6542,0.0049,,,0.14020,
HAT-P-19 b,0.6592,0.0049,,,0.13790,
HAT-P-19 b,0.6641,0.0049,,,0.13910,
HAT-P-19 b,0.6691,0.0049,,,0.13640,
HAT-P-19 b,0.6741,0.0049,,,0.13860,
HAT-P-19 b,0.6791,0.0049,,,0.13830,
HAT-P-19 b,0.6841,0.0049,,,0.13940,
HAT-P-19 b,0.6891,0.0049,,,0.13900,
HAT-P-19 b,0.6941,0.0049,,,0.13750,
HAT-P-19 b,0.6992,0.0049,,,0.13910,
HAT-P-19 b,0.7042,0.0049,,,0.13690,
HAT-P-19 b,0.7092,0.0049,,,0.13920,
HAT-P-19 b,0.7142,0.0049,,,0.13930,
HAT-P-19 b,0.7192,0.0049,,,0.13850,
HAT-P-19 b,0.7242,0.0049,,,0.14040,
HAT-P-19 b,0.7291,0.0049,,,0.14180,
HAT-P-19 b,0.7341,0.0049,,,0.14030,
HAT-P-19 b,0.7391,0.0049,,,0.13820,
HAT-P-19 b,0.7441,0.0049,,,0.14060,
HAT-P-19 b,0.7491,0.0049,,,0.13990,
HAT-P-19 b,0.7541,0.0049,,,0.13940,
HAT-P-19 b,0.7592,0.0049,,,0.14320,
HAT-P-19 b,0.7642,0.0049,,,0.13940,
HAT-P-19 b,0.5767,0.0199,,,0.13950,
HAT-P-19 b,0.5892,0.0049,,,0.13940,
HAT-P-19 b,0.6216,0.0599,,,0.13860,
HAT-P-19 b,0.6562,0.0050,,,0.13970,
HAT-P-19 b,0.7127,0.1079,,,0.13910,
WASP-39 b,0.4180,0.0140,,,0.14673,
WASP-39 b,0.4330,0.0150,,,0.14578,
WASP-39 b,0.4450,0.0100,,,0.14648,
WASP-39 b,0.4550,0.0100,,,0.14454,
WASP-39 b,0.4650,0.0100,,,0.14554,
WASP-39 b,0.4750,0.0100,,,0.14459,
HD 189733 b,0.6563,0.6000,1.240000,,,
WASP-39 b,0.4850,0.0100,,,0.14449,
HD 189733 b,0.6563,0.7000,1.220000,,,
WASP-39 b,0.4950,0.0100,,,0.14560,
HD 189733 b,0.6563,0.8000,1.110000,,,
WASP-39 b,0.5050,0.0100,,,0.14453,
HD 189733 b,0.6563,1.0000,1.030000,,,
WASP-39 b,0.5150,0.0100,,,0.14403,
HD 189733 b,0.6563,1.3000,0.790000,,,
WASP-39 b,0.5250,0.0100,,,0.14339,
HD 189733 b,0.3968,0.3000,2.760000,,,
WASP-39 b,0.5350,0.0100,,,0.14501,
HD 189733 b,0.3968,0.4000,2.310000,,,
WASP-39 b,0.5450,0.0100,,,0.14523,
HD 189733 b,0.3968,0.4000,2.260000,,,
WASP-39 b,0.5580,0.0150,,,0.14617,
HD 189733 b,0.3968,0.6000,1.880000,,,
WASP-39 b,0.5760,0.0220,,,0.14641,
HD 189733 b,0.3968,0.8000,1.720000,,,
WASP-39 b,0.5890,0.0030,,,0.15026,
HD 189733 b,0.3934,0.3000,2.760000,,,
WASP-39 b,0.5990,0.0170,,,0.14634,
HD 189733 b,0.3934,0.4000,2.310000,,,
WASP-39 b,0.5760,0.0220,,,0.14479,
HD 189733 b,0.3934,0.6000,2.260000,,,
WASP-39 b,0.5890,0.0030,,,0.14951,
HD 189733 b,0.3934,0.6000,1.880000,,,
WASP-39 b,0.5990,0.0170,,,0.14389,
HD 189733 b,0.3934,0.8000,1.720000,,,
WASP-39 b,0.6180,0.0230,,,0.14516,
GJ 1132 b,0.4770,0.1379,,,0.05350,
WASP-39 b,0.6370,0.0150,,,0.14440,
GJ 1132 b,0.6231,0.1382,,,0.05170,
WASP-39 b,0.6530,0.0150,,,0.14520,
GJ 1132 b,0.7625,0.1535,,,0.05140,
WASP-39 b,0.6700,0.0200,,,0.14446,
GJ 1132 b,0.9134,0.1370,,,0.06110,
WASP-39 b,0.6950,0.0300,,,0.14414,
GJ 1132 b,0.4750,0.1500,,,0.06330,
WASP-39 b,0.7370,0.0550,,,0.14459,
GJ 1132 b,0.7750,0.1500,,,0.05410,
WASP-39 b,0.7670,0.0050,,,0.14742,
WASP-39 b,0.7900,0.0400,,,0.14643,
GJ 1214 b,0.5078,0.1157,,,0.11360,
GJ 1214 b,0.5926,0.0539,,,0.11320,
GJ 1214 b,0.6351,0.0310,,,0.11470,
GJ 1214 b,0.6825,0.0458,,,0.11330,
GJ 1214 b,0.7369,0.0231,,,0.11420,
GJ 1214 b,0.7606,0.0243,,,0.11460,
GJ 1214 b,0.7847,0.0239,,,0.11480,
GJ 1214 b,0.8055,0.0175,,,0.11530,
GJ 1214 b,0.8229,0.0174,,,0.11520,
GJ 1214 b,0.8409,0.0186,,,0.11480,
GJ 1214 b,0.8597,0.0190,,,0.11590,
GJ 1214 b,0.8780,0.0176,,,0.11380,
GJ 1214 b,0.8967,0.0197,,,0.11550,
GJ 1214 b,0.9162,0.0195,,,0.11530,
WASP-52 b,0.5306,0.0165,,,0.16240,
WASP-52 b,0.5471,0.0165,,,0.16240,
WASP-52 b,0.5636,0.0165,,,0.16080,
WASP-52 b,0.5800,0.0165,,,0.15880,
WASP-52 b,0.5891,0.0016,,,0.17170,
WASP-52 b,0.5981,0.0165,,,0.15960,
WASP-52 b,0.6147,0.0165,,,0.16100,
WASP-52 b,0.6312,0.0165,,,0.16110,
WASP-52 b,0.6477,0.0165,,,0.16040,
WASP-52 b,0.6642,0.0165,,,0.16160,
WASP-52 b,0.6807,0.0165,,,0.16170,
WASP-52 b,0.6972,0.0165,,,0.16350,
WASP-52 b,0.7137,0.0165,,,0.16130,
WASP-52 b,0.7302,0.0165,,,0.16140,
WASP-52 b,0.7467,0.0165,,,0.16080,
WASP-52 b,0.7665,0.0016,,,0.16510,
WASP-52 b,0.7682,0.0018,,,0.16080,
WASP-52 b,0.7699,0.0016,,,0.16260,
WASP-52 b,0.7790,0.0165,,,0.16230,
WASP-52 b,0.7955,0.0165,,,0.15950,
WASP-52 b,0.8120,0.0165,,,0.16090,
WASP-52 b,0.8285,0.0165,,,0.15980,
WASP-52 b,0.8450,0.0165,,,0.16090,
WASP-52 b,0.8615,0.0165,,,0.15990,
WASP-52 b,0.8780,0.0165,,,0.16120,
WASP-52 b,0.8945,0.0165,,,0.16060,
HAT-P-18 b,0.4874,0.0249,,,0.14048,
HAT-P-18 b,0.5124,0.0249,,,0.13970,
HAT-P-18 b,0.5374,0.0249,,,0.13999,
HAT-P-18 b,0.5625,0.0249,,,0.13898,
HAT-P-18 b,0.5875,0.0249,,,0.14023,
HAT-P-18 b,0.6125,0.0249,,,0.13771,
HAT-P-18 b,0.6374,0.0249,,,0.13862,
HAT-P-18 b,0.6624,0.0249,,,0.13870,
HAT-P-18 b,0.6875,0.0249,,,0.13817,
HAT-P-18 b,0.7125,0.0249,,,0.13787,
HAT-P-18 b,0.7375,0.0249,,,0.13863,
HAT-P-18 b,0.7874,0.0249,,,0.13676,
HAT-P-18 b,0.8125,0.0249,,,0.13769,
HAT-P-18 b,0.8375,0.0249,,,0.13895,
HAT-P-18 b,0.8625,0.0249,,,0.13858,
HAT-P-18 b,0.8874,0.0249,,,0.13722,
HAT-P-18 b,0.9124,0.0249,,,0.13680,
WASP-127 b,0.4250,0.0200,,,0.09770,
WASP-127 b,0.4450,0.0200,,,0.09840,
WASP-127 b,0.4650,0.0200,,,0.10220,
WASP-127 b,0.4850,0.0200,,,0.10110,
WASP-127 b,0.5050,0.0200,,,0.09860,
WASP-127 b,0.5250,0.0200,,,0.09960,
WASP-127 b,0.5450,0.0200,,,0.09760,
WASP-127 b,0.5650,0.0200,,,0.09500,
WASP-127 b,0.5850,0.0200,,,0.09900,
WASP-127 b,0.6050,0.0200,,,0.09710,
WASP-127 b,0.6250,0.0200,,,0.09550,
WASP-127 b,0.6450,0.0200,,,0.09700,
WASP-127 b,0.6650,0.0200,,,0.09910,
WASP-127 b,0.6850,0.0200,,,0.10060,
WASP-127 b,0.7050,0.0200,,,0.10020,
WASP-127 b,0.7250,0.0200,,,0.10180,
WASP-127 b,0.7450,0.0200,,,0.10060,
WASP-127 b,0.7750,0.0200,,,0.09730,
WASP-127 b,0.7950,0.0200,,,0.10000,
WASP-127 b,0.8150,0.0200,,,0.09400,
WASP-127 b,0.8350,0.0200,,,0.09460,
WASP-127 b,0.8550,0.0200,,,0.09480,
WASP-127 b,0.8750,0.0200,,,0.09710,
HAT-P-3 b,0.4407,,,,0.11120,
HAT-P-3 b,0.5380,0.0980,,,0.11110,
HAT-P-3 b,0.6300,0.1180,,,0.10790,
HAT-P-3 b,0.8940,0.3370,,,0.10830,
HAT-P-3 b,0.7886,,,,0.10940,
HAT-P-3 b,0.9222,,,,0.11290,
HAT-P-3 b,1.4085,0.9230,,,0.10840,
TrES-3 b,0.5537,,,,0.15980,
TrES-3 b,0.6300,,,,0.17150,
TrES-3 b,0.6469,,,,0.16160,
TrES-3 b,0.8940,0.3370,,,0.16100,
TrES-3 b,0.7886,,,,0.16670,
TrES-3 b,0.9222,,,,0.17870,
WASP-52 b,0.4125,0.0250,,,0.16430,
WASP-52 b,0.4375,0.0250,,,0.16320,
WASP-52 b,0.4625,0.0250,,,0.16560,
WASP-52 b,0.4875,0.0250,,,0.16410,
WASP-52 b,0.5125,0.0250,,,0.16290,
WASP-52 b,0.5375,0.0250,,,0.16190,
WASP-52 b,0.5625,0.0250,,,0.16410,
WASP-52 b,0.5875,0.0250,,,0.16390,
WASP-52 b,0.6125,0.0250,,,0.16380,
WASP-52 b,0.6375,0.0250,,,0.16400,
WASP-52 b,0.6625,0.0250,,,0.16300,
