plntname,centralwavelng,bandwidth,plntransdep,plnradj,plnratror,plntranmid
HAT-P-1 b,0.7550,0.0500,,,0.11825,
HAT-P-1 b,0.8150,0.0700,,,0.11817,
HAT-P-1 b,0.8850,0.0700,,,0.11868,
HAT-P-1 b,0.9700,0.1000,,,0.11988,
HAT-P-32 b,0.5276,,,,0.15031,
HAT-P-32 b,0.5413,,,,0.15233,
HAT-P-32 b,0.5551,,,,0.15212,
HAT-P-32 b,0.5688,,,,0.15164,
HAT-P-32 b,0.5825,,,,0.15188,
HAT-P-32 b,0.5962,,,,0.15202,
HAT-P-32 b,0.6099,,,,0.15072,
HAT-P-32 b,0.6236,,,,0.15108,
HAT-P-32 b,0.6374,,,,0.15083,
HAT-P-32 b,0.6546,,,,0.15035,
HAT-P-32 b,0.6686,,,,0.15200,
HAT-P-32 b,0.6825,,,,0.15151,
HAT-P-32 b,0.6965,,,,0.15145,
HAT-P-32 b,0.7105,,,,0.15203,
HAT-P-32 b,0.7245,,,,0.15157,
HAT-P-32 b,0.7385,,,,0.15132,
HAT-P-32 b,0.7525,,,,0.15105,
HAT-P-32 b,0.7664,,,,0.15156,
HAT-P-32 b,0.7806,,,,0.15072,
HAT-P-32 b,0.7979,,,,0.15263,
HAT-P-32 b,0.8120,,,,0.15144,
HAT-P-32 b,0.8261,,,,0.15103,
HAT-P-32 b,0.8403,,,,0.15083,
HAT-P-32 b,0.8544,,,,0.15041,
HAT-P-32 b,0.8685,,,,0.15291,
HAT-P-32 b,0.8826,,,,0.15218,
HAT-P-32 b,0.8967,,,,0.15064,
HAT-P-32 b,0.9109,,,,0.15042,
HAT-P-32 b,0.9255,,,,0.15060,
GJ 1214 b,1.1230,,,,0.11641,
GJ 1214 b,1.1460,,,,0.11707,
GJ 1214 b,1.1690,,,,0.11526,
GJ 1214 b,1.1920,,,,0.11589,
GJ 1214 b,1.2150,,,,0.11537,
GJ 1214 b,1.2390,,,,0.11574,
GJ 1214 b,1.2620,,,,0.11662,
GJ 1214 b,1.2850,,,,0.11565,
GJ 1214 b,1.3080,,,,0.11674,
GJ 1214 b,1.3310,,,,0.11595,
GJ 1214 b,1.3550,,,,0.11705,
GJ 1214 b,1.3780,,,,0.11664,
GJ 1214 b,1.4010,,,,0.11778,
GJ 1214 b,1.4250,,,,0.11693,
GJ 1214 b,1.4480,,,,0.11772,
GJ 1214 b,1.4710,,,,0.11663,
GJ 1214 b,1.4960,,,,0.11509,
GJ 1214 b,1.5170,,,,0.11635,
GJ 1214 b,1.5410,,,,0.11626,
GJ 1214 b,1.5640,,,,0.11681,
GJ 1214 b,1.5870,,,,0.11443,
GJ 1214 b,1.6100,,,,0.11631,
GJ 1214 b,1.6330,,,,0.11620,
GJ 1214 b,1.6560,,,,0.11581,
WASP-12 b,0.3557,0.0599,1.420000,,,2454836.403260
WASP-12 b,0.4169,0.0052,1.460000,,,2454836.403260
WASP-12 b,0.6010,0.0118,1.430000,,,2454836.403260
WASP-19 b,0.5800,0.1000,,,0.14070,
WASP-19 b,0.6800,0.1000,,,0.13950,
WASP-19 b,0.7795,0.0990,,,0.14060,
WASP-19 b,0.9295,0.2010,,,0.14030,
WASP-19 b,1.1370,0.1000,,,0.14060,
WASP-19 b,1.2370,0.1000,,,0.14010,
WASP-19 b,1.3370,0.1000,,,0.14080,
WASP-19 b,1.4370,0.1000,,,0.14210,
WASP-19 b,1.5370,0.1000,,,0.14170,
WASP-19 b,1.6370,0.1000,,,0.14100,
WASP-19 b,1.2900,0.0800,2.060000,,,
WASP-19 b,1.4500,0.1000,2.117000,,,
WASP-19 b,1.5500,0.1000,2.106000,,,
WASP-19 b,1.6500,0.1000,2.056000,,,
WASP-19 b,1.7500,0.1000,2.030000,,,
WASP-19 b,2.0000,0.1000,2.060000,,,
WASP-19 b,2.1000,0.1000,2.089000,,,
WASP-19 b,2.2000,0.1000,2.070000,,,
WASP-19 b,2.3000,0.1000,2.048000,,,
GJ 1214 b,0.7300,0.2400,,,0.11780,
GJ 1214 b,0.6200,0.0200,,,0.11730,
GJ 1214 b,0.6400,0.0200,,,0.11950,
GJ 1214 b,0.6600,0.0200,,,0.11670,
GJ 1214 b,0.6800,0.0200,,,0.11940,
GJ 1214 b,0.7000,0.0200,,,0.11690,
GJ 1214 b,0.7200,0.0200,,,0.11640,
GJ 1214 b,0.7400,0.0200,,,0.11820,
GJ 1214 b,0.7600,0.0200,,,0.11870,
GJ 1214 b,0.7800,0.0200,,,0.11720,
GJ 1214 b,0.8000,0.0200,,,0.11720,
GJ 1214 b,0.8200,0.0200,,,0.11830,
GJ 1214 b,0.8400,0.0200,,,0.11680,
GJ 1214 b,0.8900,0.2200,,,0.11680,
GJ 1214 b,0.7850,0.0100,,,0.11670,
GJ 1214 b,0.7950,0.0100,,,0.11600,
GJ 1214 b,0.8050,0.0100,,,0.11560,
GJ 1214 b,0.8150,0.0100,,,0.11760,
GJ 1214 b,0.8250,0.0100,,,0.11760,
GJ 1214 b,0.8350,0.0100,,,0.11620,
GJ 1214 b,0.8450,0.0100,,,0.11720,
GJ 1214 b,0.8550,0.0100,,,0.11510,
GJ 1214 b,0.8650,0.0100,,,0.11680,
GJ 1214 b,0.8750,0.0100,,,0.11710,
GJ 1214 b,0.8850,0.0100,,,0.11710,
GJ 1214 b,0.8950,0.0100,,,0.11590,
GJ 1214 b,0.9050,0.0100,,,0.11670,
GJ 1214 b,0.9150,0.0100,,,0.11750,
GJ 1214 b,0.9250,0.0100,,,0.11780,
GJ 1214 b,0.9350,0.0100,,,0.11650,
GJ 1214 b,0.9450,0.0100,,,0.11680,
GJ 1214 b,0.9550,0.0100,,,0.11760,
GJ 1214 b,0.9650,0.0100,,,0.11720,
GJ 1214 b,0.9750,0.0100,,,0.11610,
GJ 1214 b,0.9850,0.0100,,,0.11650,
GJ 1214 b,0.9950,0.0100,,,0.11680,
CoRoT-1 b,1.1440,0.0520,,,0.13800,
CoRoT-1 b,1.1940,0.0480,,,0.14100,
CoRoT-1 b,1.2410,0.0460,,,0.13840,
CoRoT-1 b,1.2875,0.0470,,,0.14100,
CoRoT-1 b,1.3340,0.0460,,,0.13890,
CoRoT-1 b,1.3810,0.0480,,,0.14100,
CoRoT-1 b,1.4300,0.0500,,,0.13960,
CoRoT-1 b,1.4810,0.0520,,,0.13700,
CoRoT-1 b,1.5340,0.0540,,,0.13070,
CoRoT-1 b,1.5900,0.0580,,,0.13190,
TrES-2 b,1.0965,0.1050,,,0.12850,
TrES-2 b,1.1770,0.0560,,,0.12947,
TrES-2 b,1.2310,0.0520,,,0.12763,
TrES-2 b,1.2830,0.0520,,,0.12881,
TrES-2 b,1.3350,0.0520,,,0.12997,
TrES-2 b,1.3880,0.0540,,,0.12855,
TrES-2 b,1.4435,0.0570,,,0.13000,
TrES-2 b,1.5035,0.0630,,,0.12955,
TrES-2 b,1.5690,0.0680,,,0.12885,
TrES-2 b,1.6535,0.1010,,,0.12847,
TrES-4 b,1.1225,0.0630,,,0.09320,
TrES-4 b,1.1805,0.0530,,,0.09500,
TrES-4 b,1.2320,0.0500,,,0.09150,
TrES-4 b,1.2825,0.0510,,,0.09390,
TrES-4 b,1.3330,0.0500,,,0.09670,
TrES-4 b,1.3855,0.0550,,,0.09430,
TrES-4 b,1.4410,0.0560,,,0.09420,
TrES-4 b,1.4990,0.0600,,,0.09540,
TrES-4 b,1.5625,0.0670,,,0.09150,
TrES-4 b,1.6380,0.0840,,,0.10080,
HD 209458 b,3.6000,,,,0.12077,2454465.637110
HD 209458 b,3.6000,,,,0.12220,2454666.547420
HD 209458 b,4.5000,,,,0.12199,2454670.072900
HD 209458 b,4.5000,,,,0.12099,2455216.405640
HD 209458 b,5.8000,,,,0.12007,2454465.636630
HD 209458 b,5.8000,,,,0.11880,2454666.547440
HD 209458 b,8.0000,,,,0.12007,2454458.587300
HD 209458 b,8.0000,,,,0.11991,2454670.072430
GJ 1214 b,3.6000,,,,0.11638,
GJ 1214 b,4.5000,,,,0.11694,
GJ 1214 b,0.8380,,,,0.11735,
GJ 1214 b,1.2500,,1.334000,,,2455375.850000
GJ 1214 b,2.1500,,1.459000,,,2455375.850000
GJ 1214 b,1.2500,,1.302000,,,2455416.940400
GJ 1214 b,1.6900,,1.290000,,,2455416.940200
GJ 1214 b,1.2500,,1.368000,,,2455424.842400
GJ 1214 b,2.1500,,1.422000,,,2455424.842300
GJ 1214 b,1.2500,,1.307000,,,2455462.772200
GJ 1214 b,2.1500,,1.424000,,,2455462.772200
GJ 1214 b,1.1465,0.0230,1.345100,,,
GJ 1214 b,1.1695,0.0230,1.346200,,,
GJ 1214 b,1.1925,0.0230,1.352400,,,
GJ 1214 b,1.2165,0.0230,1.344200,,,
GJ 1214 b,1.2395,0.0230,1.351700,,,
GJ 1214 b,1.2625,0.0230,1.349500,,,
GJ 1214 b,1.2855,0.0230,1.350300,,,
GJ 1214 b,1.3085,0.0230,1.350400,,,
GJ 1214 b,1.3315,0.0230,1.351900,,,
GJ 1214 b,1.3545,0.0230,1.348800,,,
GJ 1214 b,1.3775,0.0230,1.352200,,,
GJ 1214 b,1.4005,0.0230,1.352100,,,
GJ 1214 b,1.4235,0.0230,1.348500,,,
GJ 1214 b,1.4465,0.0230,1.351900,,,
GJ 1214 b,1.4695,0.0230,1.348200,,,
GJ 1214 b,1.4925,0.0230,1.351700,,,
GJ 1214 b,1.5155,0.0230,1.347900,,,
GJ 1214 b,1.5385,0.0230,1.351000,,,
GJ 1214 b,1.5615,0.0230,1.346900,,,
GJ 1214 b,1.5845,0.0230,1.342500,,,
GJ 1214 b,1.6075,0.0230,1.347300,,,
GJ 1214 b,1.6305,0.0230,1.347300,,,
GJ 436 b,8.0000,,0.692600,,0.08322,2454280.781930
GJ 436 b,8.0000,,0.680100,,0.08247,2454661.503140
GJ 436 b,3.6000,,0.669400,,0.08182,2454841.288210
GJ 436 b,4.5000,,0.686500,,0.08286,2454849.219850
GJ 436 b,8.0000,,0.676300,,0.08224,2454857.151550
GJ 436 b,3.6000,,0.721600,,0.08495,2454859.795040
GJ 436 b,4.5000,,0.722700,,0.08502,2454862.439700
GJ 436 b,8.0000,,0.709600,,0.08424,2454865.083450
HD 189733 b,0.3300,0.0400,,,0.15866,2455155.124900
HD 189733 b,0.3300,0.0400,,,0.15734,2455334.809770
HD 189733 b,0.3950,0.0250,,,0.15762,2455155.124900
HD 189733 b,0.3950,0.0250,,,0.15732,2455334.809770
HD 189733 b,0.4450,0.0250,,,0.15701,2455155.124900
HD 189733 b,0.4450,0.0250,,,0.15728,2455334.809770
HD 189733 b,0.4950,0.0250,,,0.15669,2455155.124900
HD 189733 b,0.4950,0.0250,,,0.15706,2455334.809770
HD 189733 b,0.5450,0.0250,,,0.15654,2455155.124900
HD 189733 b,0.5450,0.0250,,,0.15672,2455334.809770
HD 189733 b,0.5750,0.0250,,,0.15644,2453877.208960
HD 189733 b,0.5865,0.0057,,,0.15638,2455148.468210
HD 189733 b,0.5895,0.0011,,,0.15703,2455148.468210
HD 189733 b,0.5980,0.0057,,,0.15631,2455148.468210
HD 189733 b,0.6095,0.0055,,,0.15617,2455148.468210
HD 189733 b,0.6207,0.0057,,,0.15600,2455148.468210
HD 189733 b,0.6321,0.0057,,,0.15611,2455148.468210
HD 189733 b,0.6250,0.0250,,,0.15610,2453877.208960
HD 189733 b,0.6750,0.0250,,,0.15585,2453877.208960
HD 189733 b,0.7250,0.0250,,,0.15572,2453877.208960
HD 189733 b,0.7750,0.0250,,,0.15586,2453877.208960
HD 189733 b,0.8250,0.0250,,,0.15552,2453877.208960
HD 189733 b,0.8750,0.0250,,,0.15553,2453877.208960
HD 189733 b,0.9250,0.0250,,,0.15546,2453877.208960
HD 189733 b,0.9750,0.0250,,,0.15552,2453877.208960
HD 189733 b,1.0250,0.0250,,,0.15496,2453877.208960
HD 189733 b,1.1050,0.0230,,,0.15671,2455510.098300
HD 189733 b,1.1335,0.0345,,,0.15549,2455443.523700
HD 189733 b,1.4920,0.0285,,,0.15335,2454219.981780
HD 189733 b,1.5500,0.0285,,,0.15330,2454219.981780
HD 189733 b,1.5925,0.0785,,,0.15608,2455510.098300
HD 189733 b,1.6070,0.0860,,,0.15543,2455443.523700
HD 189733 b,1.6070,0.0285,,,0.15241,2454219.981780
HD 189733 b,1.6580,0.0090,,,0.15516,2454589.368940
HD 189733 b,1.6580,0.0090,,,0.15582,2454611.606560
HD 189733 b,1.6650,0.0285,,,0.15405,2454219.981780
HD 189733 b,1.7220,0.0285,,,0.15424,2454219.981780
HD 189733 b,1.7790,0.0285,,,0.15511,2454219.981780
HD 189733 b,1.8370,0.0285,,,0.15490,2454219.981780
HD 189733 b,1.8740,0.0100,,,0.15459,2454571.650620
HD 189733 b,1.8740,0.0100,,,0.15456,2454689.267210
HD 189733 b,1.8940,0.0285,,,0.15572,2454219.981780
HD 189733 b,1.9510,0.0285,,,0.15525,2454219.981780
HD 189733 b,2.0090,0.0285,,,0.15370,2454219.981780
HD 189733 b,2.0660,0.0285,,,0.15486,2454219.981780
HD 189733 b,2.1240,0.0285,,,0.15395,2454219.981780
HD 189733 b,2.1810,0.0285,,,0.15483,2454219.981780
HD 189733 b,2.2380,0.0285,,,0.15490,2454219.981780
HD 189733 b,2.2960,0.0285,,,0.15491,2454219.981780
HD 189733 b,2.3530,0.0285,,,0.15432,2454219.981780
HD 189733 b,2.4110,0.0285,,,0.15496,2454219.981780
HD 189733 b,2.4680,0.0285,,,0.15520,2454219.981780
HD 189733 b,3.6000,0.4000,,,0.15471,2454429.689780
HD 189733 b,3.6000,0.4000,,,0.15547,2454039.222780
HD 189733 b,3.6000,0.4000,,,0.15452,2455559.554550
HD 189733 b,4.5000,0.5000,,,0.15538,2454427.473010
HD 189733 b,4.5000,0.5000,,,0.15543,2455189.052490
HD 189733 b,5.8000,0.7000,,,0.15476,2454429.689780
HD 189733 b,7.8500,1.4500,,,0.15510,2454281.007010
HD 189733 b,24.0000,4.5500,,,0.15459,2454398.605600
HD 189733 b,1.1340,0.0690,,,0.15650,
HD 189733 b,1.1050,0.0460,,,0.15716,
HD 189733 b,1.6070,0.1720,,,0.15634,
HD 189733 b,1.5930,0.1570,,,0.15630,
HD 189733 b,0.3300,,,,0.15754,
HD 189733 b,0.3950,,,,0.15696,
HD 189733 b,0.4450,,,,0.15667,
HD 189733 b,0.4950,,,,0.15641,
HD 189733 b,0.5450,,,,0.15617,
HD 189733 b,0.5893,,0.320000,,,
HD 189733 b,0.3950,0.0500,,,0.16260,
HD 189733 b,0.4450,0.0500,,,0.16100,
HD 189733 b,0.4950,0.0500,,,0.16060,
HD 189733 b,0.5450,0.0500,,,0.15820,
HD 189733 b,0.5750,0.0500,,,0.15910,
HD 189733 b,0.6250,0.0500,,,0.15950,
HD 189733 b,0.6750,0.0500,,,0.16180,
HD 189733 b,2.4630,,2.419000,,,
HD 189733 b,2.4060,,2.403000,,,
HD 189733 b,2.3480,,2.406000,,,
HD 189733 b,2.2900,,2.417000,,,
HD 189733 b,2.2330,,2.413000,,,
HD 189733 b,2.1750,,2.420000,,,
HD 189733 b,2.1180,,2.389000,,,
HD 189733 b,2.0600,,2.371000,,,
HD 189733 b,2.0020,,2.411000,,,
HD 189733 b,1.9450,,2.412000,,,
HD 189733 b,1.8880,,2.421000,,,
HD 189733 b,1.8300,,2.397000,,,
HD 189733 b,1.7720,,2.400000,,,
HD 189733 b,1.7140,,2.394000,,,
HD 189733 b,1.6570,,2.349000,,,
HD 189733 b,1.5990,,2.359000,,,
HD 189733 b,1.5420,,2.365000,,,
HD 189733 b,1.4840,,2.416000,,,
WASP-31 b,0.3300,0.0800,,,0.12825,
WASP-31 b,0.3825,0.0250,,,0.12852,
WASP-31 b,0.4032,0.0163,,,0.12701,
WASP-31 b,0.4182,0.0137,,,0.12598,
WASP-31 b,0.4325,0.0150,,,0.12689,
WASP-31 b,0.4450,0.0100,,,0.12633,
WASP-31 b,0.4550,0.0100,,,0.12653,
WASP-31 b,0.4650,0.0100,,,0.12704,
WASP-31 b,0.4750,0.0100,,,0.12622,
WASP-31 b,0.4850,0.0100,,,0.12559,
WASP-31 b,0.4950,0.0100,,,0.12529,
WASP-31 b,0.5050,0.0100,,,0.12401,
WASP-31 b,0.5150,0.0100,,,0.12518,
WASP-31 b,0.5250,0.0100,,,0.12471,
WASP-31 b,0.5350,0.0100,,,0.12390,
WASP-31 b,0.5450,0.0100,,,0.12707,
WASP-31 b,0.5550,0.0100,,,0.12431,
WASP-31 b,0.5650,0.0100,,,0.12528,
WASP-31 b,0.5750,0.0100,,,0.12434,
WASP-31 b,0.5839,0.0078,,,0.12713,
WASP-31 b,0.5896,0.0035,,,0.12702,
WASP-31 b,0.5991,0.0157,,,0.12446,
WASP-31 b,0.6135,0.0130,,,0.12240,
WASP-31 b,0.6250,0.0100,,,0.12292,
WASP-31 b,0.6375,0.0150,,,0.12365,
WASP-31 b,0.6525,0.0150,,,0.12611,
WASP-31 b,0.6700,0.0200,,,0.12609,
WASP-31 b,0.6900,0.0200,,,0.12585,
WASP-31 b,0.7100,0.0200,,,0.12342,
WASP-31 b,0.7325,0.0250,,,0.12561,
WASP-31 b,0.7548,0.0195,,,0.12452,
WASP-31 b,0.7682,0.0075,,,0.13338,
WASP-31 b,0.7910,0.0380,,,0.12422,
WASP-31 b,0.8293,0.0385,,,0.12584,
WASP-31 b,0.8735,0.0500,,,0.12706,
WASP-31 b,0.9643,0.1315,,,0.12551,
WASP-31 b,1.1440,0.0200,,,0.12340,
WASP-31 b,1.1640,0.0200,,,0.12420,
WASP-31 b,1.1840,0.0200,,,0.12536,
WASP-31 b,1.2040,0.0200,,,0.12564,
WASP-31 b,1.2240,0.0200,,,0.12587,
WASP-31 b,1.2440,0.0200,,,0.12403,
WASP-31 b,1.2640,0.0200,,,0.12530,
WASP-31 b,1.2840,0.0200,,,0.12586,
WASP-31 b,1.3040,0.0200,,,0.12474,
WASP-31 b,1.3240,0.0200,,,0.12442,
WASP-31 b,1.3440,0.0200,,,0.12501,
WASP-31 b,1.3640,0.0200,,,0.12645,
WASP-31 b,1.3840,0.0200,,,0.12661,
WASP-31 b,1.4040,0.0200,,,0.12565,
WASP-31 b,1.4240,0.0200,,,0.12573,
WASP-31 b,1.4440,0.0200,,,0.12463,
WASP-31 b,1.4640,0.0200,,,0.12548,
WASP-31 b,1.4840,0.0200,,,0.12787,
WASP-31 b,1.5040,0.0200,,,0.12646,
WASP-31 b,1.5240,0.0200,,,0.12648,
WASP-31 b,1.5440,0.0200,,,0.12651,
WASP-31 b,1.5640,0.0200,,,0.12446,
WASP-31 b,1.5840,0.0200,,,0.12387,
WASP-31 b,1.6040,0.0200,,,0.12241,
WASP-31 b,1.6240,0.0200,,,0.12447,
WASP-31 b,3.6000,,,,0.12429,
WASP-31 b,4.5000,,,,0.12134,
WASP-39 b,0.3540,,,,0.14620,
WASP-39 b,0.6340,,,,0.14240,
WASP-39 b,0.8040,,,,0.14240,
WASP-43 b,0.5750,,,,0.16150,
WASP-43 b,0.6340,,,,0.15990,
WASP-43 b,0.8040,,,,0.16530,
WASP-43 b,0.7600,,,,0.17380,
WASP-43 b,1.1465,0.0230,2.553000,,,
WASP-43 b,1.1695,0.0230,2.542000,,,
WASP-43 b,1.1925,0.0230,2.541000,,,
WASP-43 b,1.2165,0.0230,2.530000,,,
WASP-43 b,1.2395,0.0230,2.549000,,,
WASP-43 b,1.2625,0.0230,2.542000,,,
WASP-43 b,1.2855,0.0230,2.541000,,,
WASP-43 b,1.3085,0.0230,2.542000,,,
WASP-43 b,1.3315,0.0230,2.544000,,,
WASP-43 b,1.3545,0.0230,2.559000,,,
WASP-43 b,1.3775,0.0230,2.556000,,,
WASP-43 b,1.4005,0.0230,2.555000,,,
WASP-43 b,1.4235,0.0230,2.547000,,,
WASP-43 b,1.4465,0.0230,2.540000,,,
WASP-43 b,1.4695,0.0230,2.535000,,,
WASP-43 b,1.4925,0.0230,2.539000,,,
WASP-43 b,1.5155,0.0230,2.544000,,,
WASP-43 b,1.5385,0.0230,2.544000,,,
WASP-43 b,1.5615,0.0230,2.542000,,,
WASP-43 b,1.5845,0.0230,2.538000,,,
WASP-43 b,1.6075,0.0230,2.536000,,,
WASP-43 b,1.6305,0.0230,2.536000,,,
WASP-80 b,0.4700,,,,0.17006,
WASP-80 b,0.6200,,,,0.17169,
WASP-80 b,0.7700,,,,0.17220,
WASP-80 b,0.8000,,,,0.17173,
WASP-80 b,0.9000,,,,0.17127,
WASP-80 b,3.6000,,,,0.17137,
WASP-80 b,4.5000,,,,0.17230,
WASP-80 b,1.2500,,,,0.16970,2456490.492507
WASP-80 b,1.6300,,,,0.16880,2456490.492507
WASP-80 b,2.1400,,,,0.17080,2456490.492507
WASP-80 b,0.4800,,,,0.17430,2456518.103350
WASP-80 b,0.6500,,,,0.17360,2456518.103350
WASP-80 b,0.8000,,,,0.17410,2456518.103350
WASP-80 b,1.2150,,,,0.17040,2456518.103350
WASP-80 b,1.2500,,,,0.16900,2456527.307580
WASP-80 b,1.6300,,,,0.17090,2456527.307580
WASP-80 b,2.1400,,,,0.16720,2456527.307580
WASP-80 b,0.4800,,,,0.17870,2456557.985850
WASP-80 b,0.6500,,,,0.17110,2456557.985850
WASP-80 b,0.8000,,,,0.17780,2456557.985850
WASP-80 b,1.2150,,,,0.16860,2456557.985850
WASP-80 b,1.2500,,,,0.17234,2456573.324680
WASP-80 b,1.6300,,,,0.17020,2456573.324680
WASP-80 b,2.1400,,,,0.16790,2456573.324680
GJ 1214 b,1.2500,,,,0.11833,
GJ 1214 b,1.6300,,,,0.11522,
GJ 1214 b,2.1400,,,,0.11459,
GJ 1214 b,0.4600,,,,0.11980,2455380.590490
GJ 1214 b,0.6200,,,,0.11680,2455380.590450
GJ 1214 b,0.6300,,,,0.11430,2455342.660810
GJ 1214 b,0.7600,,,,0.11620,2455380.590440
GJ 1214 b,0.8200,,,,0.11620,2455407.457540
GJ 1214 b,0.9000,,,,0.11650,2455380.590130
GJ 1214 b,2.1500,,,,0.11890,2455342.660570
GJ 1214 b,2.2700,,,,0.11620,2455426.422740
HAT-P-11 b,0.6420,0.2415,0.336500,,,
HAT-P-11 b,1.1530,0.0094,0.350200,,,
HAT-P-11 b,1.1720,0.0094,0.340700,,,
HAT-P-11 b,1.1900,0.0094,0.342100,,,
HAT-P-11 b,1.2090,0.0094,0.344500,,,
HAT-P-11 b,1.2280,0.0094,0.335000,,,
HAT-P-11 b,1.2470,0.0094,0.337700,,,
HAT-P-11 b,1.2660,0.0094,0.338000,,,
HAT-P-11 b,1.2840,0.0094,0.345700,,,
HAT-P-11 b,1.3030,0.0094,0.343600,,,
HAT-P-11 b,1.3220,0.0094,0.344800,,,
HAT-P-11 b,1.3410,0.0094,0.347600,,,
HAT-P-11 b,1.3600,0.0094,0.353600,,,
HAT-P-11 b,1.3790,0.0094,0.349900,,,
HAT-P-11 b,1.3970,0.0094,0.349800,,,
HAT-P-11 b,1.4160,0.0094,0.352400,,,
HAT-P-11 b,1.4350,0.0094,0.359100,,,
HAT-P-11 b,1.4540,0.0094,0.352400,,,
HAT-P-11 b,1.4730,0.0094,0.352000,,,
HAT-P-11 b,1.4920,0.0094,0.344700,,,
HAT-P-11 b,1.5100,0.0094,0.334400,,,
HAT-P-11 b,1.5290,0.0094,0.351300,,,
HAT-P-11 b,1.5480,0.0094,0.347100,,,
HAT-P-11 b,1.5670,0.0094,0.343800,,,
HAT-P-11 b,1.5860,0.0094,0.341400,,,
HAT-P-11 b,1.6040,0.0094,0.338300,,,
HAT-P-11 b,1.6230,0.0094,0.341500,,,
HAT-P-11 b,1.6420,0.0094,0.348000,,,
HAT-P-11 b,1.6610,0.0094,0.349800,,,
HAT-P-11 b,1.6800,0.0094,0.337600,,,
HAT-P-11 b,3.5210,0.3685,0.338400,,,
HAT-P-11 b,4.4710,0.5021,0.336300,,,
HAT-P-11 b,3.5210,0.3685,0.342100,,,
HAT-P-11 b,3.5210,0.3685,0.334700,,,
HAT-P-11 b,4.4710,0.5021,0.332100,,,
HAT-P-11 b,4.4710,0.5021,0.340700,,,
HAT-P-1 b,0.6792,0.0012,,,0.11760,2455127.515000
HAT-P-1 b,0.7582,0.0012,,,0.12470,2455520.456000
HAT-P-1 b,0.7582,0.0012,,,0.12480,2456623.387000
HAT-P-1 b,0.7665,0.0012,,,0.12800,2455520.456000
HAT-P-1 b,0.7665,0.0012,,,0.12660,2456623.386000
HAT-P-1 b,0.8844,0.0012,,,0.11680,2455761.585000
HD 209458 b,1.1190,,1.451270,,,2456196.289340
HD 209458 b,1.1380,,1.454650,,,2456196.289340
HD 209458 b,1.1570,,1.456630,,,2456196.289340
HD 209458 b,1.1750,,1.452310,,,2456196.289340
HD 209458 b,1.1940,,1.452870,,,2456196.289340
HD 209458 b,1.2130,,1.454990,,,2456196.289340
HD 209458 b,1.2320,,1.457180,,,2456196.289340
HD 209458 b,1.2510,,1.453860,,,2456196.289340
HD 209458 b,1.2700,,1.452220,,,2456196.289340
HD 209458 b,1.2880,,1.453840,,,2456196.289340
HD 209458 b,1.3070,,1.453590,,,2456196.289340
HD 209458 b,1.3260,,1.460450,,,2456196.289340
HD 209458 b,1.3450,,1.468500,,,2456196.289340
HD 209458 b,1.3640,,1.477900,,,2456196.289340
HD 209458 b,1.3830,,1.475210,,,2456196.289340
HD 209458 b,1.4010,,1.478880,,,2456196.289340
HD 209458 b,1.4200,,1.470520,,,2456196.289340
HD 209458 b,1.4390,,1.470170,,,2456196.289340
HD 209458 b,1.4580,,1.467770,,,2456196.289340
HD 209458 b,1.4770,,1.469510,,,2456196.289340
HD 209458 b,1.4960,,1.472230,,,2456196.289340
HD 209458 b,1.5150,,1.464140,,,2456196.289340
HD 209458 b,1.5330,,1.467680,,,2456196.289340
HD 209458 b,1.5520,,1.466620,,,2456196.289340
HD 209458 b,1.5710,,1.464250,,,2456196.289340
HD 209458 b,1.5900,,1.459410,,,2456196.289340
HD 209458 b,1.6090,,1.453010,,,2456196.289340
HD 209458 b,1.6280,,1.464210,,,2456196.289340
KOI-12 b,0.6000,,0.927100,,,
KOI-12 b,4.5000,,0.688000,,,
KOI-13 b,0.6000,,0.464600,,,
KOI-13 b,4.5000,,0.228000,,,
Kepler-410 A b,0.6000,,0.033400,,,
Kepler-410 A b,4.5000,,0.018000,,,
Kepler-93 b,0.6000,,0.027100,,,
Kepler-93 b,4.5000,,0.007000,,,
Kepler-93 b,4.5000,,0.009000,,,
Kepler-20 c,0.6000,,0.102800,,,
Kepler-20 c,4.5000,,0.057000,,,
Kepler-20 d,0.6000,,0.082900,,,
Kepler-20 d,4.5000,,0.055000,,,
Kepler-20 d,4.5000,,0.062000,,,
Kepler-10 c,0.6000,,0.049700,,,
Kepler-10 c,4.5000,,0.032000,,,
Kepler-10 c,4.5000,,0.033000,,,
Kepler-102 e,0.6000,,0.094900,,,
Kepler-102 e,4.5000,,0.056000,,,
Kepler-102 d,0.6000,,0.027100,,,
Kepler-102 d,4.5000,,0.038000,,,
Kepler-102 d,4.5000,,0.018000,,,
Kepler-19 b,0.6000,,0.069800,,,
Kepler-19 b,4.5000,,0.110000,,,
Kepler-19 b,4.5000,,0.016000,,,
Kepler-19 b,4.5000,,0.070000,,,
Kepler-22 b,0.6000,,0.049200,,,
Kepler-22 b,4.5000,,0.008000,,,
KOI-94 d,0.6000,,0.574500,,,
KOI-94 d,4.5000,,0.478000,,,
Kepler-14 b,0.6000,,0.227600,,,
Kepler-14 b,4.5000,,0.170000,,,
Kepler-94 b,0.6000,,0.150100,,,
Kepler-94 b,4.5000,,0.081000,,,
Kepler-94 b,4.5000,,0.154000,,,
Kepler-104 d,0.6000,,0.061600,,,
Kepler-104 d,4.5000,,0.094000,,,
