,ObjectOfInterest,Disposition,OrbitalPeriod,TransitDuration,TransitDepth,PlanetEarthRadius,PlanetEquilibriumTemperature,StellarEffectiveTemperature,StellarLogG,StellarSunRadius,RightAscension,Declination,PlanetType,PlanetName
11758,4297.01,CAND,16.5272651,3.5945709,1074.429751,2.9241556,581.4569608,5030.0,4.53132,0.821739,14.351872,-21.550474,TBD,
11759,4298.01,CAND,722.2619756,7.7126298,480.796335,2.7207078,231.3609161,5857.0,4.26578,1.22059,35.988175,-34.109932,TBD,
11760,4299.01,CAND,6.6019866,5.754,600.0,3.55715,1680.0,6758.0,4.28,1.45,182.100526,-55.047088,TBD,
11761,4301.01,CAND,6.5446289,2.306,710.0,3.43752,1448.0,5686.0,4.46,0.98,166.25097,-46.034539,TBD,
11762,4302.01,CAND,38.7617056,4.6125854,748.329209,2.7276166,492.9842774,5653.0,4.55306,0.876001,14.736175,-76.589893,TBD,
11763,4303.01,CAND,8.6110844,2.0181798,542.6102038,4.3063675,1319.743697,6908.0,4.12055,1.76524,72.356386,-43.353685,TBD,
11766,4306.01,CAND,2.7299049,0.8257288,7427.724966,1.3513606,362.1910146,2887.0,5.15917,0.155498,64.13091,-28.315791,TBD,
11767,4307.01,CAND,32.6972912,4.8615665,101.3420352,1.1224219,614.720424,6079.16,4.438,1.09843,81.327498,-75.693734,TBD,
11768,4307.02,CAND,4.654469,2.7229465,27.4724559,0.6077596,1177.311864,6079.16,4.438,1.09843,81.327498,-75.693734,TBD,
11769,4308.01,CAND,9.1511255,2.5336897,774.5148555,2.2056292,716.5461547,5015.0,4.47652,0.793449,327.753069,-43.562364,TBD,
11770,4309.01,CAND,87.22287,2.0379853,664.2309911,2.1317405,344.7646596,5220.0,4.54936,0.829943,158.578516,-9.162846,TBD,
11771,4310.01,CAND,739.1670007,5.7183604,1376.139505,2.6735992,132.3381364,4159.0,4.53501,0.721084,351.903531,-25.508462,TBD,
11772,4311.01,CAND,15.0700779,3.8675641,852.6165721,2.7293235,621.4981538,5159.0,4.519,0.850729,41.685522,-31.17932,TBD,
11773,4311.02,CAND,0.9902892,1.3567356,278.9096992,1.4156529,1540.131,5159.0,4.519,0.850729,41.685522,-31.17932,TBD,
11774,4312.01,CAND,80.6797247,2.2543368,1707.692781,2.4385296,228.0606305,3808.0,4.69366,0.55033,37.547588,-3.405125,TBD,
11775,4313.01,CAND,6.8229619,6.5008474,231.0142118,3.6469,1370.085253,5781.0,3.82788,2.0587699,108.884571,-55.555017,TBD,
11776,4315.01,CAND,8.2860468,3.4753488,540.5097415,2.329367,825.6029283,5809.0,4.56733,0.914215,344.622965,-44.716935,TBD,
11777,4317.01,CAND,238.8542072,4.121586,1942.542355,3.7779894,219.607722,4354.29,4.39555,0.865987,38.31042,1.69093,TBD,
11778,4318.01,CAND,1.1343824,1.4445,313.8458861,1.7532446,1578.353039,5683.0,4.58721,0.846842,59.771874,6.924473,TBD,
11779,4320.01,CAND,703.6156148,5.1339345,643.185497,2.9483243,209.7757615,5871.0,4.43296,1.03563,51.640345,-43.613665,TBD,
11780,4320.02,CAND,46.4093732,4.822337,435.7347505,2.1862997,519.1966657,5871.0,4.43296,1.03563,51.640345,-43.613665,TBD,
11781,4322.01,CAND,13.4190972,5.209244,348.2384065,2.4168515,850.6234364,5914.2,4.30929,1.20531,73.7411,-41.34421,TBD,
11782,4324.01,CAND,6.250999,1.1932357,799.7601398,1.3119877,438.8078978,3479.0,4.8309,0.395397,145.646473,-19.235699,TBD,
11783,4325.01,CAND,1.6500673,0.9198679,2709.534958,2.3990078,712.1282782,3896.0,4.70541,0.454049,101.848588,6.128717,TBD,
11784,4327.01,CAND,0.8303301,0.8685829,554.0353457,1.5591667,1020.687689,3672.0,4.68064,0.565454,73.206864,-76.339681,TBD,
11785,4328.01,CAND,703.79367,2.9297301,601.9566843,1.860295,189.7945133,4709.0,4.57486,0.739835,68.288836,-36.945858,TBD,
11787,4331.01,CAND,2.9034242,2.154,860.0,6.62177,1351.0,5992.0,3.77,2.25,231.248546,-40.216633,TBD,
11788,4332.01,CAND,5.4468433,3.5,540.0,4.10411,1411.0,6793.0,4.15,1.68,209.699173,-40.619073,TBD,
11789,4333.01,CAND,8.8998556,1.13,1220.0,6.71909,615.0,6606.0,4.09,1.75,229.730951,-44.500399,TBD,
11790,4334.01,CAND,8.2197647,1.673,1040.0,7.65998,806.0,6657.0,3.93,2.12,219.476976,-46.285122,TBD,
11791,4336.01,CAND,16.33603,1.9857452,4129.515943,2.111239,290.9418033,3365.0,4.89744,0.326568,206.107013,-40.337351,TBD,
11792,4337.01,CAND,2.2901818,4.5239814,2020.588494,2.7689842,804.8798671,3953.0,4.6489,0.617703,164.289787,-69.979379,TBD,
11793,4338.01,CAND,7.4997774,1.278,2050.0,10.1994,587.0,4979.2,3.92,1.91,196.73335,-58.110955,TBD,
11794,4339.01,CAND,1.2540806,1.3435517,66025.09943,10.3493319,746.8996014,3455.0,4.82691,0.399724,212.92874,-29.973981,TBD,
11795,4340.01,CAND,2.6680587,2.978,580.0,3.45609,1771.0,6406.0,4.23,1.44,175.66163,-40.060512,TBD,
11796,4342.01,CAND,5.538329,2.2263888,1407.111865,2.2721409,585.0169701,3883.0,4.65275,0.598175,324.38942,-77.979147,TBD,
11797,4342.02,CAND,10.6886084,2.6672245,1501.172634,2.4642245,469.8807571,3883.0,4.65275,0.598175,324.38942,-77.979147,TBD,
11798,4343.01,CAND,11.542128,2.9573632,466.4021117,2.2612576,791.2854254,6112.0,4.5884,0.901955,101.830564,-56.617503,TBD,
11799,4344.01,CAND,731.4808779,14.7095051,244.9088772,3.2537107,290.8264482,5854.0,3.83792,2.0546,69.651026,-61.343471,TBD,
11802,4348.01,CAND,602.8417036,8.9377225,221.4941804,2.8182375,383.8548952,6128.0,3.96225,1.8626699,83.90994,-57.13863,TBD,
11803,4349.01,CAND,749.1605231,4.9894211,1750.980169,2.343896,109.0750517,3851.0,4.71539,0.558169,0.129574,-26.231082,TBD,
11804,435.01,CAND,3.352907,2.3906731,4205.196102,5.2933196,753.6642219,3978.0,4.438,0.672832,59.410574,-25.189938,TBD,
11805,4350.01,CAND,4.875907,3.055303,161.5871353,1.5012269,1168.226711,5937.0,4.35104,1.1487499,32.883907,-76.107434,TBD,
11806,4351.01,CAND,20.1459393,4.7132863,660.8079291,2.7557566,588.5265082,5303.0,4.4996,0.888701,61.759269,-58.151013,TBD,
11807,4352.01,CAND,11.8918633,4.78248,362.6899452,1.692303,695.1290314,5461.0,4.57288,0.834552,346.832823,-60.084972,TBD,
11808,4353.01,CAND,718.1809317,2.9233151,973.6269156,1.3653089,206.6824792,3614.0,4.80335,0.425623,48.583356,-34.032804,TBD,
11809,4354.01,CAND,10.6306165,1.8847446,775.4826057,2.7943472,806.8992976,5737.0,4.47544,0.969791,32.671165,-0.678884,TBD,
11810,4355.01,CAND,674.2334716,12.22926,180.6354622,3.0105311,290.5779536,5423.0,3.73635,2.1748199,98.143838,-55.648969,TBD,
11811,4356.01,CAND,579.6488328,4.5712767,484.9996436,3.6066105,306.4733348,6855.0,4.20414,1.5925601,83.995969,-63.926388,TBD,
11812,4358.01,CAND,390.4585364,5.2893593,626.050026,2.0885799,398.1403006,5830.0,4.57203,0.823673,344.124307,-76.797679,TBD,
11813,4359.01,CAND,2.4360845,2.495,350.0,2.46916,1749.0,6529.0,4.33,1.32,149.731452,-53.301515,TBD,
11814,4360.01,CAND,3.0749338,1.3032724,1656.592049,1.294885,481.4476115,3246.0,4.91671,0.308247,21.71927,-68.634522,TBD,
11815,4361.01,CAND,741.4255896,5.2428848,498.0174143,2.7683483,225.5131964,5944.0,4.30249,1.22039,141.347664,-15.922146,TBD,
11816,4362.01,CAND,7.5480612,5.1850184,248.5318749,2.8270616,1271.932031,6688.0,4.19679,1.57319,106.396137,-51.38399,TBD,
11817,4363.01,CAND,2.118659,1.5585526,664.8120556,1.8325534,884.7099373,4002.0,4.5511,0.69132,37.110555,-12.549363,TBD,
11818,4364.01,CAND,5.4240691,1.6875037,1766.85893,2.093707,487.360439,3500.0,4.76752,0.465777,80.066927,-4.239248,TBD,
11819,4365.01,CAND,3.3784254,2.093,1000.0,4.57722,1302.0,6311.0,4.23,1.41,231.955685,-56.319054,TBD,
11820,4366.01,CAND,2.6374675,1.703,440.0,4.45268,1158.0,5355.0,3.82,1.96,180.29815,-67.760233,TBD,
11821,4367.01,CAND,2.5110467,2.973,410.0,1.5872395,1576.0,5603.0,4.49875,0.91,202.167147,-61.83472,TBD,
11824,4370.01,CAND,2.5610662,4.338,170.0,2.3454,2074.0,6161.0,3.95,1.9,201.461155,-16.428176,TBD,
11825,4371.01,CAND,1.0604139,2.084,1050.0,4.5487,2239.0,5801.2,4.22,1.62,186.900833,-60.163329,TBD,
11829,4378.01,CAND,1.0690773,1.4512518,3007.530437,10.3777286,1922.958589,5930.0,4.36195,1.13442,20.278556,-85.590652,TBD,
11830,4379.01,CAND,3.2532293,5.1476018,6232.495474,16.6046173,1869.436019,6368.0,3.91383,2.06072,252.047881,-32.433753,TBD,
11831,438.01,CAND,5.8123478,1.918,860.0,2.53963,958.0,5210.8,4.58,0.8,56.504694,9.990299,TBD,
11832,4381.01,CAND,1.4974223,2.2238426,39324.5082,16.7115651,1375.710989,5377.0,4.5569,0.841058,263.167427,-64.352997,TBD,
11833,4382.01,CAND,10.6895417,3.6496675,643.3958437,3.7848,1044.74933,6255.0,4.19885,1.45476,266.167558,-44.24599,TBD,
11834,4383.01,CAND,3.0421334,1.5964685,2054.305028,16.8899988,2109.000192,5715.4,3.92,2.40325,258.918826,-79.648182,TBD,
11839,4388.01,CAND,4.4751215,2.8830849,3015.75751,5.7006805,1041.1832,5225.05,4.35079,1.04312,302.582047,-78.726156,TBD,
11842,4393.01,CAND,2.2676081,1.671,880.0,6.4197,1344.0,5958.0,3.87,2.0,264.977797,-31.010482,TBD,
11845,4399.01,CAND,7.7121208,2.4343481,728.4849109,3.004038,981.4576128,5985.4,4.4,1.08958,287.741144,-60.272636,TBD,
11846,4400.01,CAND,7.0673086,3.7698984,11374.06757,19.861219,1189.990106,5478.8,4.4,1.63563,317.159425,-55.56516,TBD,
11847,4401.01,CAND,0.450264,1.1871566,331.3974583,1.7032799,2118.717907,5366.0,4.49884,0.898718,43.136576,-30.206588,TBD,
11848,4402.01,CAND,3.6989935,3.1714365,202.5887314,1.6638173,1262.418266,5811.0,4.33357,1.15018,53.504784,-54.36679,TBD,
11849,4403.01,CAND,4.4620771,4.5911335,273.3030516,2.957832,1456.0005,5515.2,3.91,1.72395,90.71014,-55.532931,TBD,
11850,4404.01,CAND,39.6246028,2.0733014,4475.017498,17.1801833,673.1736624,5869.0,4.07271,1.56795,123.724987,-57.433076,TBD,
11851,4405.01,CAND,5.9213859,2.0729197,1328.717781,2.6098734,671.8665052,4361.0,4.59663,0.687025,101.595337,-75.444127,TBD,
11852,4406.01,CAND,30.0817797,3.934256,5387.698778,12.0155026,703.874247,5906.5,4.16721,1.41293,18.048516,-56.925387,TBD,
11853,4407.01,CAND,7.1362966,1.9458943,826.1741694,2.9744554,921.6340387,5559.0,4.41401,1.01775,50.21978,-56.071719,TBD,
11854,4408.01,CAND,2.0541795,1.1965822,1979.096804,3.1167864,937.7735944,4389.0,4.64365,0.655595,93.180626,-57.314409,TBD,
11855,4412.01,CAND,2.0341258,3.658,1020.0,6.17442,2400.0,6849.0,3.99,2.05,249.808328,-52.099838,TBD,
11856,4413.01,CAND,4.4719451,2.515,110.0,1.05897,1076.0,5364.0,4.5,0.89,97.227889,-73.326667,TBD,
11857,4416.01,CAND,9.3305377,5.232,5610.0,15.2895,1158.0,6238.0,3.94,1.96,251.780014,-39.947307,TBD,
11858,4417.01,CAND,5.2574854,2.05,1250.0,2.88855,804.0,4846.0,4.57,0.76,244.467204,-54.166478,TBD,
11859,4418.01,CAND,7.6247981,1.938,610.0,2.09235,694.0,5343.0,4.58,0.82,273.846341,-68.595252,TBD,
11860,4419.01,CAND,16.155134,3.528,590.0,2.42196,696.0,5785.0,4.45,1.01,288.488957,-76.089319,TBD,
11861,4420.01,CAND,4.7259465,2.978,6650.0,19.3465,1700.0,6203.0,3.98,1.86,246.799613,-69.344037,TBD,
11862,4421.01,CAND,21.7008057,9.387,300.0,3.29698,1312.0,5788.7,4.22,1.78,84.237192,-75.611421,TBD,
11864,4424.01,CAND,17.7424733,3.082,880.0,2.00179,527.0,4926.2,4.67,0.69,268.24441,-48.563082,TBD,
11865,4425.01,CAND,5.412802,4.168,3860.0,9.28727,1419.0,6468.0,4.22,1.47,264.841449,-35.391821,TBD,
11866,4427.01,CAND,4.6182208,2.6614434,20224.42098,13.2704162,964.8504568,5328.0,4.50337,0.889218,135.049261,72.147747,TBD,
11867,4429.01,CAND,3.4505469,3.0620478,14990.4287,12.7899628,1163.190835,5402.0,4.37462,1.04301,225.589638,70.949594,TBD,
11868,4430.01,CAND,13.2852523,6.5846254,8427.102837,13.4288106,1119.408499,5490.0,4.09312,1.45751,286.680147,78.579143,TBD,
11871,4437.01,CAND,5.893173,3.9178325,16908.82189,15.4493187,1134.481826,6182.0,4.3753,1.16768,293.583219,76.661086,TBD,
11872,4438.01,CAND,7.4447733,1.953785,3778.541168,2.3349854,392.8708578,3353.0,4.84911,0.375859,270.317239,35.594899,TBD,
11873,4439.01,CAND,3.3792065,2.9518004,18137.93098,12.8331355,1137.350731,5529.0,4.47066,0.948617,284.280822,48.537916,TBD,
11874,444.01,CAND,17.9635083,4.4297958,1266.94519,3.2970197,561.3646044,5229.0,4.55429,0.794471,64.183998,-26.766407,TBD,
11876,4442.01,CAND,4.0431823,3.9038748,10969.1737,19.7987862,1631.911689,6557.0,4.08473,1.7516201,88.754704,82.889011,TBD,
11877,4443.01,CAND,1.8498638,1.952,210.0,1.48172,1590.0,5834.0,4.44433,1.02,274.268664,21.909546,TBD,
11878,4443.02,CAND,10.3139474,2.2386357,379.2425363,2.0015927,845.5273913,5834.0,4.44433,1.0173301,274.268664,21.909546,TBD,
11879,4444.01,CAND,5.2455025,3.1964873,9105.910971,12.7718449,1222.671697,6064.0,4.27292,1.28562,285.971768,42.545624,TBD,
11880,4447.01,CAND,4.1598856,2.6241305,17359.95558,9.9720841,749.4990718,4230.0,4.55383,0.711036,172.872285,71.081486,TBD,
