,PlanetName,HostName,PlanetLetter,NumberOfStars,NumberOfPlanets,NumberOfMoons,DiscoveryYear,OrbitalPeriod,OrbitSemiMajorAxis,PlanetEarthRadius,PlanetJupiterRadius,PlanetEarthMass,PlanetJupiterMass,PlanetProvenance,PlanetDensity,PlanetEquilibriumTemperature,StellarEffectiveTemperature,StellarRadius,StellarMass,StellarMetallicity,StellarMetallicityRatio,StellarLuminosity,StellarSurfaceGravity,StellarAge,StellarDensity,RA[sexagesimal],RA[deg],Dec[sexagesimal],Dec[deg],GalacticLatitude,GalacticLongitude,EclipticLatitude,EclipticLongitude,TotalProperMotion,ProperMotion(RA),ProperMotion(Dec),Distance,Parallax
1204,Kepler-1687 b,Kepler-1687,b,1,1,0,2020,5.77954,0.0532,1.656,0.148,3.38,0.0106,M-R relationship,4.09,598.0,4132.0,0.73,0.65,-0.14,[Fe/H],-0.859,4.53,13.8,2.39362,19h18m58.28s,289.7428363,+50d47m13.43s,50.7870626,16.61049,82.01382,71.36275,311.93258,5.0373948,4.21126,2.76417,417.014,2.36958
1205,Kepler-1688 b,Kepler-1688,b,1,1,0,2020,5.62012,0.0577,1.262,0.113,2.13,0.0067,M-R relationship,5.83,772.0,4632.11,0.75,0.81,-0.046,[M/H],-0.636,4.6,14.0,3.14359,19h18m12.72s,289.5530051,+41d17m52.27s,41.2978532,12.8854,72.98548,62.51424,303.011,3.4927396,1.68959,3.05688,567.4468709,1.7622795
1206,Kepler-1689 b,Kepler-1689,b,1,1,0,2020,8.483,0.0798,0.947,0.084,0.799,0.00251,M-R relationship,5.17,879.0,5731.43,1.0,1.02,-0.146,[M/H],-0.016,4.45,2.5,1.45879,19h26m17.80s,291.5741663,+38d39m21.40s,38.6559433,10.34205,71.24425,59.5379,304.49934,11.1225791,-11.1185,0.301202,294.122,3.37116
1207,Kepler-169 b,Kepler-169,b,1,5,0,2014,3.250619,0.04,1.13,0.101,1.51,0.00474,M-R relationship,5.75,962.0,4997.0,0.76,0.84,0.05,[Fe/H],-0.496,4.58,13.8,2.62345,19h03m59.98s,285.9999204,+40d55m09.78s,40.9193822,15.17842,71.50909,62.85779,297.16486,11.7271334,4.93372,10.6388,406.529,2.43105
1208,Kepler-169 c,Kepler-169,c,1,5,0,2014,6.195469,0.062,1.21,0.108,1.92,0.00606,M-R relationship,5.96,776.0,4997.0,0.76,0.84,0.05,[Fe/H],-0.496,4.58,13.8,2.61327,19h03m59.98s,285.9999204,+40d55m09.78s,40.9193822,15.17842,71.50909,62.85779,297.16486,11.7271334,4.93372,10.6388,406.529,2.43105
1209,Kepler-169 d,Kepler-169,d,1,5,0,2014,8.348125,0.075,1.25,0.112,2.1,0.0066,M-R relationship,5.91,702.0,4997.0,0.76,0.84,0.05,[Fe/H],-0.496,4.58,13.8,0.36492,19h03m59.98s,285.9999204,+40d55m09.78s,40.9193822,15.17842,71.50909,62.85779,297.16486,11.7271334,4.93372,10.6388,406.529,2.43105
1210,Kepler-169 e,Kepler-169,e,1,5,0,2014,13.767102,0.105,2.2,0.196,5.48,0.0172,M-R relationship,2.83,595.0,4997.0,0.76,0.84,0.05,[Fe/H],-0.496,4.58,13.8,0.96318,19h03m59.98s,285.9999204,+40d55m09.78s,40.9193822,15.17842,71.50909,62.85779,297.16486,11.7271334,4.93372,10.6388,406.529,2.43105
1211,Kepler-169 f,Kepler-169,f,1,5,0,2014,87.090195,0.359,2.58,0.23,7.18,0.0226,M-R relationship,2.3,321.0,4997.0,0.76,0.84,0.05,[Fe/H],-0.496,4.58,13.8,3.27495,19h03m59.98s,285.9999204,+40d55m09.78s,40.9193822,15.17842,71.50909,62.85779,297.16486,11.7271334,4.93372,10.6388,406.529,2.43105
1212,Kepler-1690 b,Kepler-1690,b,1,1,0,2020,234.636,0.7097,2.811,0.251,8.3,0.0261,M-R relationship,2.05,267.0,5404.0,0.86,0.94,0.0,[Fe/H],-0.243,4.54,8.5,2.06657,19h12m37.60s,288.1566649,+41d52m40.59s,41.8779417,14.07622,73.08366,63.36579,301.16893,7.513347,-6.67247,-3.45377,703.789,1.39218
1213,Kepler-1691 b,Kepler-1691,b,1,1,0,2020,3.8482,0.0495,1.835,0.164,4.02,0.0127,M-R relationship,3.58,1283.0,6000.0,1.13,1.11,0.16,[Fe/H],0.175,4.38,0.61,1.08021,19h05m01.06s,286.2543962,+41d01m18.61s,41.0218373,15.04164,71.6846,62.91061,297.62834,9.7300672,-3.85929,-8.93197,1267.67,0.760108
1214,Kepler-1692 b,Kepler-1692,b,1,1,0,2020,5.95966,0.0646,1.112,0.099,1.42,0.00447,M-R relationship,5.68,897.0,5146.0,0.87,0.87,0.36,[Fe/H],-0.324,4.5,6.1,1.88766,19h07m41.80s,286.9241804,+47d03m13.35s,47.0537092,16.90563,77.67308,68.5698,302.87684,19.8130856,-15.1871,-12.7244,591.019,1.66328
1215,Kepler-1693 b,Kepler-1693,b,1,2,0,2020,12.0999,0.1011,1.289,0.115,2.21,0.00695,M-R relationship,5.67,807.0,5432.34,0.88,0.95,0.026,[M/H],-0.218,4.53,0.8,1.97682,19h20m48.37s,290.2015581,+48d11m08.81s,48.1857799,15.30878,79.6509,68.85961,309.6709,3.28533,-0.869244,-3.16825,760.065,1.28713
1216,Kepler-1693 c,Kepler-1693,c,1,2,0,2021,5.36370993,0.0588,0.977,0.087,0.894,0.00281,M-R relationship,5.27,1059.0,5553.0,1.1,0.94,0.16,[Fe/H],-0.218,4.33,0.8,1.83604,19h20m48.37s,290.2015581,+48d11m08.81s,48.1857799,15.30878,79.6509,68.85961,309.6709,3.28533,-0.869244,-3.16825,760.065,1.28713
1217,Kepler-1694 b,Kepler-1694,b,1,1,0,2020,3.89526,0.0449,1.18,0.105,1.76,0.00553,M-R relationship,5.89,956.0,4954.0,0.76,0.82,0.14,[Fe/H],-0.508,4.59,0.7,2.67254,19h35m10.47s,293.7936339,+40d14m27.68s,40.241023,9.53827,73.46926,60.51986,308.73978,22.8514941,10.4956,20.2986,513.329,1.91937
1218,Kepler-1695 b,Kepler-1695,b,1,1,0,2020,4.7329,0.0529,1.119,0.1,1.46,0.00458,M-R relationship,5.72,957.0,5473.19,0.99,0.96,-0.035,[M/H],-0.104,4.43,0.5,1.40696,19h34m28.63s,293.6193001,+46d24m48.25s,46.4134015,12.45831,79.01123,66.3247,313.46515,17.1629283,5.66999,16.1993,791.175,1.23532
1219,Kepler-17 b,Kepler-17,b,1,1,0,2011,1.4857108,0.02591,14.68,1.31,778.65,2.45,Mass,1.35,1570.0,5781.0,1.01,1.04,0.26,[M/H],0.012,4.45,1.8,1.42165,19h53m34.86s,298.3952437,+47d48m53.95s,47.8149865,10.24166,81.82493,66.17969,322.25231,7.4018001,-3.7779,-6.36507,720.753,1.35886
1220,Kepler-170 b,Kepler-170,b,1,2,0,2014,7.930592,0.08,3.2,0.285,82.6,0.26,Mass,13.9,899.0,5679.0,1.03,1.09,0.31,[Fe/H],-0.055,4.45,1.8,0.91343,18h58m05.09s,284.5211975,+41d37m46.76s,41.6296562,16.47671,71.75047,63.8077,295.12581,12.3170313,2.42327,12.0763,738.657,1.32514
1221,Kepler-170 c,Kepler-170,c,1,2,0,2014,16.665863,0.131,2.86,0.255,8.55,0.0269,M-R relationship,2.01,702.0,5679.0,1.03,1.09,0.31,[Fe/H],-0.055,4.45,1.8,2.08535,18h58m05.09s,284.5211975,+41d37m46.76s,41.6296562,16.47671,71.75047,63.8077,295.12581,12.3170313,2.42327,12.0763,738.657,1.32514
1222,Kepler-1704 b,Kepler-1704,b,1,1,0,2013,988.88113,2.026,11.938,1.065,1318.98789,4.15,Mass,4.06,254.0,5745.0,1.7,1.13,0.196,[Fe/H],0.452,4.03,7.4,0.325,19h24m48.30s,291.2012559,+51d08m39.28s,51.1442437,15.90743,82.73316,71.28537,315.00096,8.382028,1.55879,-8.23581,835.455,1.16809
1223,Kepler-1705 b,Kepler-1705,b,1,2,0,2014,9.03502,0.08,2.03,0.181,4.47,0.01406,Mass,2.977353,789.0,6312.0,1.26,1.14,-0.2,[Fe/H],0.354,4.3,2.59,0.79655,20h06m18.85s,301.5785316,+44d18m43.79s,44.3121639,6.55518,79.9197,62.05567,323.09266,2.9896925,-1.07862,-2.78834,1633.49,0.584903
1224,Kepler-1709 b,Kepler-1709,b,1,1,0,2021,65.70459747,0.3192,3.124,0.279,9.93,0.0312,M-R relationship,1.79,472.0,5918.0,1.04,1.0,-0.04,[Fe/H],0.115,4.4,2.2,7.27164,18h53m29.97s,283.3748873,+43d47m18.13s,43.7883708,18.04476,73.53701,66.10109,294.34296,31.8710354,11.2215,29.8302,273.946,3.62163
1225,Kepler-171 b,Kepler-171,b,1,3,0,2014,4.166972,0.05,2.34,0.209,6.08,0.0191,M-R relationship,2.61,1053.0,5642.0,0.84,0.91,0.11,[M/H],-0.079,4.57,3.47,1.82708,19h47m05.26s,296.7719082,+41d45m20.14s,41.7555958,8.2812,75.89964,61.15542,314.14828,10.425309,3.01537,9.97971,863.855,1.1294
1226,Kepler-171 c,Kepler-171,c,1,3,0,2014,11.463462,0.098,2.56,0.228,7.08,0.0223,M-R relationship,2.32,752.0,5642.0,0.84,0.91,0.11,[M/H],-0.079,4.57,3.47,6.28804,19h47m05.26s,296.7719082,+41d45m20.14s,41.7555958,8.2812,75.89964,61.15542,314.14828,10.425309,3.01537,9.97971,863.855,1.1294
1227,Kepler-171 d,Kepler-171,d,1,3,0,2014,39.595519,0.223,1.89,0.169,4.23,0.0133,M-R relationship,3.44,497.0,5642.0,0.84,0.91,0.11,[M/H],-0.079,4.57,3.47,0.65169,19h47m05.26s,296.7719082,+41d45m20.14s,41.7555958,8.2812,75.89964,61.15542,314.14828,10.425309,3.01537,9.97971,863.855,1.1294
1228,Kepler-1710 b,Kepler-1710,b,1,1,0,2021,14.91110039,0.1159,3.197,0.285,10.3,0.0325,M-R relationship,1.73,694.0,5650.0,0.9,0.93,-0.04,[Fe/H],-0.143,4.5,9.1,3.70254,19h26m43.99s,291.6832878,+37d45m05.30s,37.7514726,9.85916,70.46256,58.64659,304.15664,25.4446212,-13.745,-21.4127,305.193,3.24797
1229,Kepler-1712 b,Kepler-1712,b,1,1,0,2021,13.81499958,0.0903,2.284,0.204,5.83,0.0184,M-R relationship,2.69,391.0,3732.0,0.51,0.52,0.02,[Fe/H],-1.179,4.74,13.8,1.66032,18h59m59.69s,284.998698,+50d08m48.09s,50.1466922,19.19378,80.2389,71.90828,302.27955,20.0934847,9.37989,-17.7698,156.264,6.37055
1230,Kepler-1713 b,Kepler-1713,b,1,1,0,2021,18.01160049,0.1469,1.717,0.153,3.59,0.0113,M-R relationship,3.9,900.0,6477.0,1.46,1.3,0.1,[Fe/H],0.486,4.22,1.45,0.03546,19h09m22.96s,287.3456737,+43d22m42.20s,43.3783894,15.22309,74.25854,64.97302,300.81233,12.1540246,-12.1503,-0.300873,295.293,3.35779
1231,Kepler-1714 b,Kepler-1714,b,1,1,0,2021,10.27530003,0.1047,3.264,0.291,10.7,0.0337,M-R relationship,1.69,1211.0,6150.0,2.09,1.45,0.22,[Fe/H],0.76,3.96,3.05,0.30955,19h34m51.95s,293.7164655,+46d13m36.08s,46.2266878,12.31498,78.87078,66.12668,313.43453,13.0541279,0.294744,13.0508,409.46,2.41366
1232,Kepler-1715 b,Kepler-1715,b,1,1,0,2021,35.59730148,0.2178,4.14,0.369,16.0,0.0504,M-R relationship,1.24,646.0,6212.0,1.21,1.08,-0.04,[Fe/H],0.417,4.31,0.82,0.13057,19h35m43.14s,293.9297337,+41d36m10.46s,41.6029048,10.07705,74.74287,61.76947,309.88209,11.1955025,3.15552,10.7416,522.605,1.88726
1233,Kepler-1716 b,Kepler-1716,b,1,1,0,2021,35.58100128,0.1916,2.425,0.216,6.46,0.0203,M-R relationship,2.49,408.0,4894.0,0.68,0.75,-0.24,[Fe/H],-0.624,4.64,7.9,5.12631,19h49m05.21s,297.2717207,+43d19m59.03s,43.3330644,8.73059,77.47324,62.47183,316.1473,61.6832683,-25.0899,-56.35,195.439,5.08792
1234,Kepler-1717 b,Kepler-1717,b,1,1,0,2021,30.65279961,0.2014,2.989,0.267,9.21,0.029,M-R relationship,1.89,780.0,6200.0,1.64,1.16,-0.06,[Fe/H],0.593,4.07,0.33,0.88951,19h40m51.04s,295.2126472,+49d33m43.78s,49.56216,12.91794,82.38598,68.70651,319.53935,7.8016952,0.323869,-7.79497,1008.79,0.962586
1235,Kepler-1718 b,Kepler-1718,b,1,1,0,2021,135.1880035,0.4878,2.569,0.229,7.12,0.0224,M-R relationship,2.31,345.0,5731.0,0.91,0.85,-0.32,[Fe/H],-0.04,4.45,10.4,1.78074,19h28m56.38s,292.2349191,+42d54m34.06s,42.9094618,11.7864,75.35266,63.42377,308.27938,8.007797,1.67564,7.83052,375.522,2.63424
1236,Kepler-1719 b,Kepler-1719,b,1,1,0,2021,6.14955997,0.0674,3.95,0.352,14.8,0.0465,M-R relationship,1.32,1287.0,5687.0,1.77,1.08,0.04,[Fe/H],0.526,3.97,7.7,0.25822,18h58m49.65s,284.7068546,+38d56m12.32s,38.9367566,15.3225,69.21634,61.14843,294.1568,18.9179764,-6.18227,-17.8793,905.406,1.07562
1237,Kepler-172 b,Kepler-172,b,1,4,0,2014,2.940309,0.04,2.35,0.21,6.12,0.0193,M-R relationship,2.59,1256.0,5526.0,1.08,1.0,0.23,[Fe/H],-0.032,4.38,6.46,1.58662,18h53m28.42s,283.3684093,+41d49m18.62s,41.821839,17.34751,71.60688,64.18333,293.30669,4.571919,0.841549,4.4938,828.592,1.17846
1238,Kepler-172 c,Kepler-172,c,1,4,0,2014,6.388996,0.068,2.86,0.255,8.55,0.0269,M-R relationship,2.01,970.0,5526.0,1.08,1.0,0.23,[Fe/H],-0.032,4.38,6.46,1.59738,18h53m28.42s,283.3684093,+41d49m18.62s,41.821839,17.34751,71.60688,64.18333,293.30669,4.571919,0.841549,4.4938,828.592,1.17846
1239,Kepler-172 d,Kepler-172,d,1,4,0,2014,14.627119,0.118,2.25,0.201,5.69,0.0179,M-R relationship,2.74,736.0,5526.0,1.08,1.0,0.23,[Fe/H],-0.032,4.38,6.46,1.98664,18h53m28.42s,283.3684093,+41d49m18.62s,41.821839,17.34751,71.60688,64.18333,293.30669,4.571919,0.841549,4.4938,828.592,1.17846
1240,Kepler-172 e,Kepler-172,e,1,4,0,2014,35.118736,0.211,2.76,0.246,8.05,0.0253,M-R relationship,2.1,550.0,5526.0,1.08,1.0,0.23,[Fe/H],-0.032,4.38,6.46,6.81939,18h53m28.42s,283.3684093,+41d49m18.62s,41.821839,17.34751,71.60688,64.18333,293.30669,4.571919,0.841549,4.4938,828.592,1.17846
1241,Kepler-1720 b,Kepler-1720,b,1,1,0,2021,12.70639992,0.1043,3.216,0.287,10.4,0.0328,M-R relationship,1.72,697.0,5573.0,0.84,0.94,-0.04,[Fe/H],-0.336,4.56,0.5,2.21624,19h47m14.08s,296.8086813,+47d10m18.68s,47.1718557,10.86939,80.72527,66.09561,319.16887,13.4575346,5.88019,-12.1049,629.445,1.56001
1242,Kepler-1721 b,Kepler-1721,b,1,1,0,2021,4.59238005,0.0519,3.119,0.278,9.9,0.0312,M-R relationship,1.79,924.0,5351.0,0.8,0.89,-0.04,[Fe/H],-0.407,4.58,0.7,3.58883,18h54m10.61s,283.5441984,+45d13m32.36s,45.2256548,18.43362,74.99943,67.46975,295.49806,23.015028,9.61405,20.9108,641.374,1.53046
1243,Kepler-1722 b,Kepler-1722,b,1,1,0,2021,9.17856979,0.0819,2.867,0.256,8.58,0.027,M-R relationship,2.0,753.0,5506.0,0.79,0.88,-0.2,[Fe/H],-0.17,4.58,1.4,4.44025,19h46m39.06s,296.6627402,+41d15m40.31s,41.2611985,8.11144,75.42329,60.72586,313.617,12.3014784,-4.44919,-11.4687,772.283,1.26663
1244,Kepler-1723 b,Kepler-1723,b,1,1,0,2021,39.75289917,0.2249,2.88,0.257,8.65,0.0272,M-R relationship,1.99,568.0,6072.0,1.01,0.96,-0.3,[Fe/H],0.034,4.41,3.3,2.91278,19h37m51.06s,294.4627362,+46d49m17.05s,46.8214022,12.12381,79.65053,66.46335,315.20047,12.4325786,2.6917,-12.1377,811.278,1.20389
1245,Kepler-1724 b,Kepler-1724,b,1,1,0,2021,6.45442009,0.0683,2.837,0.253,8.43,0.0265,M-R relationship,2.03,999.0,6092.0,0.94,1.02,-0.22,[Fe/H],0.055,4.5,0.3,0.97267,19h44m28.97s,296.1207272,+47d55m17.30s,47.9214736,11.63223,81.17623,66.97357,318.96281,2.2071068,2.11036,0.646298,1060.77,0.914247
1246,Kepler-1725 b,Kepler-1725,b,1,1,0,2021,16.71990013,0.1302,2.813,0.251,8.31,0.0261,M-R relationship,2.05,767.0,6020.0,1.08,1.05,0.0,[Fe/H],0.199,4.39,0.89,3.04198,19h37m29.65s,294.3735518,+40d11m40.68s,40.1946345,9.12489,73.63689,60.33041,309.55617,0.6926373,0.134696,0.679414,558.652,1.76131
1247,Kepler-1726 b,Kepler-1726,b,1,1,0,2021,18.39629936,0.1306,2.509,0.224,6.84,0.0215,M-R relationship,2.38,582.0,5316.0,0.8,0.88,0.0,[Fe/H],-0.37,4.57,10.9,1.16411,18h57m32.68s,284.3861498,+45d43m11.04s,45.7197342,18.05317,75.70415,67.79887,297.32718,3.0912715,-0.110106,3.08931,390.552,2.53159
1248,Kepler-1727 b,Kepler-1727,b,1,1,0,2021,9.02929974,0.0796,3.173,0.283,10.2,0.0321,M-R relationship,1.75,757.0,5349.0,0.82,0.82,-0.12,[Fe/H],-0.251,4.53,9.7,2.66613,19h21m20.07s,290.3336142,+38d43m41.78s,38.7282722,11.24254,70.87455,59.88037,302.69795,8.8529595,-0.778089,8.8187,894.187,1.09019
1249,Kepler-1728 b,Kepler-1728,b,1,1,0,2021,4.78299999,0.0535,2.955,0.264,9.04,0.0284,M-R relationship,1.93,886.0,5170.0,0.81,0.89,0.18,[Fe/H],-0.416,4.57,12.8,3.45234,19h08m22.56s,287.0940046,+39d03m38.81s,39.0607801,13.66878,70.0941,60.85227,297.94353,5.2622635,2.25824,4.75308,651.783,1.50566
1250,Kepler-1729 b,Kepler-1729,b,1,1,0,2021,4.22097015,0.0418,3.894,0.347,14.4,0.0454,M-R relationship,1.34,595.0,3837.0,0.52,0.54,-0.06,[Fe/H],-0.663,4.75,1.2,0.5702,19h46m46.55s,296.6939428,+42d37m34.01s,42.6261145,8.75519,76.64025,61.98381,314.72319,5.7569419,-3.99362,4.14649,576.181,1.70785
1251,Kepler-173 b,Kepler-173,b,1,2,0,2014,4.263742,0.048,1.29,0.115,2.21,0.00696,M-R relationship,5.66,1179.0,6031.0,0.95,0.79,0.036,[M/H],0.074,4.4,3.3,2.66952,19h38m35.19s,294.6466171,+41d53m02.74s,41.8840952,9.73401,75.2479,61.848,311.15042,9.0675815,-4.13463,-8.07006,833.165,1.1718
1252,Kepler-173 c,Kepler-173,c,1,2,0,2014,8.005777,0.074,2.43,0.217,6.48,0.0204,M-R relationship,2.48,956.0,6031.0,0.95,0.79,0.036,[M/H],0.074,4.4,3.3,2.36963,19h38m35.19s,294.6466171,+41d53m02.74s,41.8840952,9.73401,75.2479,61.848,311.15042,9.0675815,-4.13463,-8.07006,833.165,1.1718
1253,Kepler-1730 b,Kepler-1730,b,1,1,0,2021,13.81019974,0.1131,4.485,0.4,18.4,0.0577,M-R relationship,1.12,833.0,5942.0,1.14,1.01,-0.04,[Fe/H],0.075,4.33,7.4,1.23716,18h47m50.54s,281.9605834,+43d42m10.94s,43.7030386,18.9742,73.08062,66.23836,291.82804,14.0450039,-5.94124,-12.7265,1427.08,0.67214
1254,Kepler-1731 b,Kepler-1731,b,1,1,0,2021,21.76129913,0.1401,2.933,0.262,8.92,0.0281,M-R relationship,1.94,486.0,4859.0,0.72,0.78,0.0,[Fe/H],-0.6,4.61,13.9,102.86534,19h25m01.06s,291.2544229,+36d44m36.35s,36.7434302,9.71021,69.3932,57.77216,303.00492,35.9023141,-7.79044,-35.0469,169.948,5.8553
1255,Kepler-1732 b,Kepler-1732,b,1,1,0,2021,32.31240082,0.2015,4.099,0.366,15.7,0.0496,M-R relationship,1.25,699.0,5821.0,1.49,1.04,0.04,[Fe/H],0.296,4.11,2.0,0.07872,19h29m09.84s,292.2910129,+37d34m50.77s,37.5807686,9.353,70.52957,58.34586,304.94598,7.8957719,3.56043,-7.04745,1289.41,0.747525
1256,Kepler-1733 b,Kepler-1733,b,1,1,0,2021,9.22957993,0.0933,3.636,0.324,12.8,0.0404,M-R relationship,1.46,1021.0,6320.0,1.25,1.27,0.24,[Fe/H],0.43,4.35,0.2,7.35865,19h24m33.23s,291.1384628,+37d51m33.28s,37.8592447,10.29225,70.3644,58.87057,303.41803,7.4068579,-3.70209,-6.4153,2080.51,0.452585
1257,Kepler-1734 b,Kepler-1734,b,1,1,0,2021,6.7968502,0.0714,3.089,0.276,9.74,0.0306,M-R relationship,1.82,985.0,6061.0,0.97,1.05,-0.1,[Fe/H],0.144,4.49,0.3,0.95531,19h36m39.16s,294.163167,+41d27m06.23s,41.4517316,9.85217,74.68894,61.5677,310.1194,18.1444723,-5.91143,-17.1545,1482.83,0.646345
1258,Kepler-1735 b,Kepler-1735,b,1,1,0,2021,7.71792984,0.0621,1.194,0.107,1.84,0.00578,M-R relationship,5.94,502.0,3975.0,0.51,0.54,-0.34,[Fe/H],-1.193,4.75,14.0,10.76832,18h44m12.08s,281.0503476,+47d11m17.52s,47.1882005,20.70764,76.36597,69.77956,292.13992,30.315397,28.8285,9.37768,245.303,4.04785
1259,Kepler-1736 b,Kepler-1736,b,1,1,0,2021,37.81029892,0.2188,3.877,0.346,14.3,0.0451,M-R relationship,1.35,566.0,6085.0,0.97,0.98,-0.28,[Fe/H],0.402,4.45,1.7,0.50837,19h19m06.41s,289.7766991,+38d15m44.05s,38.2622374,11.43245,70.25324,59.54961,301.61587,6.7142312,-0.596072,-6.68772,1430.0,0.67096
1260,Kepler-1738 b,Kepler-1738,b,1,1,0,2021,7.67463016,0.0781,2.825,0.252,8.37,0.0263,M-R relationship,2.04,957.0,6063.0,1.0,1.08,-0.02,[Fe/H],-0.005,4.47,0.3,0.62777,19h44m31.52s,296.1313474,+47d26m19.72s,47.4388098,11.4003,80.74418,66.53788,318.43618,7.6041406,-4.92173,-5.79651,1302.87,0.739337
1261,Kepler-1739 b,Kepler-1739,b,1,1,0,2021,7.34370995,0.0697,2.431,0.217,6.48,0.0204,M-R relationship,2.48,839.0,5757.0,0.76,0.86,-0.5,[Fe/H],-0.14,4.6,0.4,38.44106,19h44m55.69s,296.2320536,+47d40m43.91s,47.6788626,11.45268,80.99304,66.72308,318.8576,20.5438447,-6.93925,-19.3364,783.666,1.24757
1262,Kepler-174 b,Kepler-174,b,1,3,0,2014,13.98179,0.1,1.96,0.175,4.5,0.0142,M-R relationship,3.28,553.0,4880.0,0.62,0.6,-0.44,[M/H],-0.57,4.68,4.9,4.9616,19h09m45.35s,287.4389454,+43d49m55.22s,43.8320052,15.33905,74.71852,65.38892,301.27278,42.9539105,-38.9605,-18.0864,384.757,2.57024
1263,Kepler-174 c,Kepler-174,c,1,3,0,2014,44.000529,0.214,1.49,0.133,2.83,0.00889,M-R relationship,4.7,377.0,4880.0,0.62,0.6,-0.44,[M/H],-0.57,4.68,4.9,2.8723,19h09m45.35s,287.4389454,+43d49m55.22s,43.8320052,15.33905,74.71852,65.38892,301.27278,42.9539105,-38.9605,-18.0864,384.757,2.57024
1264,Kepler-174 d,Kepler-174,d,1,3,0,2014,247.35373,0.677,2.19,0.195,5.43,0.0171,M-R relationship,2.84,212.0,4880.0,0.62,0.6,-0.44,[M/H],-0.57,4.68,4.9,3.3395,19h09m45.35s,287.4389454,+43d49m55.22s,43.8320052,15.33905,74.71852,65.38892,301.27278,42.9539105,-38.9605,-18.0864,384.757,2.57024
1265,Kepler-1741 b,Kepler-1741,b,1,1,0,2021,2.75759006,0.0296,1.273,0.114,2.16,0.00681,M-R relationship,5.75,615.0,3683.0,0.42,0.45,-0.22,[Fe/H],-1.242,4.84,13.4,30.83073,19h30m18.50s,292.577073,+39d07m15.38s,39.120939,9.85538,72.02363,59.75115,306.24714,11.8574268,6.14547,10.1406,270.739,3.66526
1266,Kepler-1742 b,Kepler-1742,b,1,1,0,2021,49.47819901,0.2587,2.178,0.194,5.38,0.0169,M-R relationship,2.86,462.0,5776.0,0.85,0.94,-0.18,[Fe/H],-0.184,4.55,0.5,28.51104,19h07m52.03s,286.9668086,+44d59m32.75s,44.9924315,16.09948,75.69421,66.59729,301.30425,8.7004749,-3.81749,-7.81825,669.573,1.4648
1267,Kepler-1743 b,Kepler-1743,b,1,1,0,2021,7.64971018,0.0822,1.599,0.143,3.18,0.01,M-R relationship,4.28,1144.0,5855.0,1.61,1.27,0.4,[Fe/H],0.599,4.12,5.1,0.02318,19h22m12.57s,290.5523552,+48d07m34.53s,48.1262575,15.07071,79.69274,68.71504,310.20544,0.9813192,0.889917,0.413564,538.807,1.82727
1268,Kepler-1745 b,Kepler-1745,b,1,1,0,2021,3.01619005,0.0408,1.929,0.172,4.38,0.0138,M-R relationship,3.35,1449.0,5611.0,1.4,0.99,0.16,[Fe/H],0.007,4.14,2.1,0.40067,19h33m52.56s,293.4689924,+42d49m20.49s,42.8223582,10.93874,75.6866,63.03175,310.09942,11.2218485,0.16739,-11.2206,996.105,0.975743
1269,Kepler-1747 b,Kepler-1747,b,1,1,0,2021,6.23031998,0.066,4.265,0.381,16.8,0.053,M-R relationship,1.19,875.0,5477.0,0.86,0.98,0.21,[Fe/H],-0.205,4.56,0.7,3.27897,18h56m50.32s,284.2096557,+45d15m29.10s,45.258082,18.00601,75.20398,67.3847,296.70144,5.041988,1.37238,4.85162,1321.38,0.728415
1270,Kepler-1749 b,Kepler-1749,b,1,1,0,2021,14.53409958,0.0956,1.613,0.144,3.23,0.0102,M-R relationship,4.23,420.0,3957.0,0.55,0.55,-0.16,[Fe/H],-0.95,4.69,13.9,1.05199,19h21m10.70s,290.2945805,+45d33m52.27s,45.5645196,14.17954,77.20386,66.39335,307.32847,18.0054048,-0.147575,-18.0048,268.2,3.69973
1271,Kepler-175 b,Kepler-175,b,1,2,0,2014,11.903515,0.105,2.56,0.228,7.08,0.0223,M-R relationship,2.32,827.0,6064.0,1.01,1.12,0.1,[Fe/H],0.194,4.47,3.39,1.02936,19h18m12.78s,289.553232,+43d52m34.02s,43.876116,13.96113,75.39446,64.97267,304.769,15.3201367,-6.30207,-13.9639,1312.34,0.733467
1272,Kepler-175 c,Kepler-175,c,1,2,0,2014,34.035257,0.213,3.1,0.277,9.8,0.0308,M-R relationship,1.81,583.0,6064.0,1.01,1.12,0.1,[Fe/H],0.194,4.47,3.39,0.71902,19h18m12.78s,289.553232,+43d52m34.02s,43.876116,13.96113,75.39446,64.97267,304.769,15.3201367,-6.30207,-13.9639,1312.34,0.733467
1273,Kepler-1750 b,Kepler-1750,b,1,1,0,2021,205.9120026,0.6785,6.004,0.536,30.1,0.0947,M-R relationship,0.764,298.0,5644.0,0.97,0.98,0.14,[Fe/H],0.061,4.46,0.5,1.8788,19h29m24.36s,292.3514917,+48d30m39.86s,48.5110714,14.14282,80.56864,68.58965,313.64097,3.3900752,2.82049,1.88081,1497.33,0.639291
1274,Kepler-1751 b,Kepler-1751,b,1,1,0,2021,7.01731014,0.0712,1.824,0.163,3.98,0.0125,M-R relationship,3.6,984.0,6052.0,0.97,0.97,-0.26,[Fe/H],0.036,4.46,1.9,0.75604,18h59m23.17s,284.8465476,+49d41m32.43s,49.6923412,19.13301,79.75107,71.5108,301.51187,13.9829344,-9.44968,-10.3066,1291.47,0.745576
