ObjectOfInterest,Disposition,OrbitalPeriod,TransitDuration,TransitDepth,PlanetEarthRadius,PlanetEquilibriumTemperature,PlanetInsolationValue,StellarEffectiveTemperature,StellarLogG,StellarSunRadius,RightAscension,Declination,PlanetType,PlanetName
K04032.05,CAND,7.23524221,2.685,60,0.82,948,191.14,5574,4.354,1.065,285.72849,42.65453,TBD,N/A
K04084.02,CAND,10.72900793,0.696,404.3,1.78,722,64.33,5375,4.541,0.876,286.05243,39.09605,TBD,N/A
K04084.03,CAND,8.19619768,2.109,197.4,1.55,851,123.81,5323,4.378,0.995,286.05243,39.09605,TBD,N/A
K04157.02,CAND,5.215752,1.13,46.8,0.83,1156,422.67,6202,4.422,1.122,287.41006,39.65868,TBD,N/A
K06353.01,CAND,10.0714369,6.891,49.5,1.98,1362,814.46,5768,3.633,2.81,287.22351,38.817612,TBD,N/A
K06355.01,CAND,4.37198905,2.177,103.7,0.93,1085,327.65,5823,4.489,0.919,291.93356,38.827202,TBD,N/A
K06355.02,CAND,6.72876606,2.277,117.4,1.03,940,184.66,5823,4.489,0.919,291.93356,38.827202,TBD,N/A
K06358.01,CAND,3.09383248,1.576,373.7,1.32,998,233.91,5327,4.646,0.681,295.92456,38.876968,TBD,N/A
K06617.01,CAND,8.0018897,3.425,102.7,0.9,864,131.75,5830,4.54,0.876,290.91504,40.988499,TBD,N/A
K06745.01,CAND,383.85362,9.76,422.9,2.78,314,2.29,6675,4.341,1.293,294.28693,42.032791,TBD,N/A
K06746.01,CAND,2.564012541,0.9433,2551.9,7.27,1720,2065.56,6274,4.139,1.428,297.62299,42.09882,TBD,N/A
K06750.01,CAND,5.21395046,3.188,78.5,1.24,1201,492.29,5529,4.123,1.412,281.5202,42.169472,TBD,N/A
K06751.01,CAND,24.996068,5.623,621.7,2.4,604,31.43,5761,4.492,0.956,281.64999,42.132061,TBD,N/A
K06752.01,CAND,8.9429645,1.803,233.5,0.89,536,19.51,4183,4.655,0.594,284.27499,42.123779,TBD,N/A
K06878.01,CAND,2.405625303,0.6283,163.5,1.11,1180,459.66,5450,4.573,0.83,292.72079,43.076809,TBD,N/A
K06882.01,CAND,0.7735301,1.335,185.4,1.87,2474,8868.22,6296,4.217,1.35,296.28384,43.033981,TBD,N/A
K07016.01,CFRM,384.847556,9.969,189.9,1.09,220,0.56,5579,4.58,0.798,296.00369,44.277561,Super Earth,Kepler-452 b
K07144.01,CAND,0.839907158,1.019,119.6,0.92,1640,1705.12,5120,4.478,0.853,284.12521,45.628052,TBD,N/A
K07148.01,CAND,1.7613778,1.355,359.3,2.32,1824,2621.69,6544,4.349,1.207,293.17194,45.677391,TBD,N/A
K07279.01,CAND,11.7728146,4.132,77.1,0.93,788,90.86,5410,4.333,1.056,280.71948,47.07222,TBD,N/A
K07281.01,CAND,2.46506501,6.218,39.8,1.14,1999,3777.82,6881,4.101,1.714,288.21976,47.041279,TBD,N/A
K07282.01,CAND,1.758599866,0.2729,237.8,1.6,1101,347.1,4744,4.606,0.725,289.96161,47.08036,TBD,N/A
K00566.02,CAND,14.1573717,3.786,130,1.1,778,86.67,6122,4.487,0.964,292.31601,42.626251,TBD,N/A
K07415.01,CAND,1.291964282,1.8378,28640,10.97,1249,572.64,4995,4.624,0.638,287.26074,48.846512,TBD,N/A
K07416.01,CAND,37.4646974,4.954,51.6,0.97,677,49.61,6266,4.209,1.342,290.478,48.854645,TBD,N/A
K04301.02,CAND,6.31915999,3.465,34.4,1.04,1369,829.72,6254,4.019,1.706,298.20261,44.925831,TBD,N/A
K04383.02,CAND,2.58393841,2.169,49.4,0.77,1470,1103.3,6164,4.378,1.09,288.46909,46.78368,TBD,N/A
K04421.02,CAND,6.5595368,4.324,26.3,0.62,1079,320.09,5950,4.323,1.196,294.12488,46.67289,TBD,N/A
K00416.04,CAND,31.5322987,3.49,106.4,0.74,461,10.65,5183,4.608,0.739,286.86548,41.989079,TBD,N/A
K04500.03,CAND,14.7510068,2.25,381.1,1.7,629,36.94,5295,4.548,0.8,295.90503,45.40543,TBD,N/A
K07617.01,CAND,12.9284553,2.49,297.9,0.64,343,3.26,3578,4.893,0.375,291.97635,49.575771,TBD,N/A
K03184.03,CAND,4.02018903,3.616,18.5,0.6,1337,754.66,5788,4.178,1.376,288.39529,39.872627,TBD,N/A
K04524.03,CAND,3.33930957,2.597,91.3,1.2,1205,498.37,5700,4.434,1.006,289.5484,40.1642,TBD,N/A
K04782.02,CAND,4.29251656,4.254,249.5,3.66,1144,403.88,6032,4.485,0.973,297.9487,45.255039,TBD,N/A
K04957.02,CAND,4.98792404,1.618,346.2,0.73,485,13.07,3606,4.859,0.395,293.2811,38.082241,TBD,N/A
K05475.02,CAND,5.68325648,1.778,44.6,0.97,1257,589.92,6072,4.133,1.286,294.49487,43.91362,TBD,N/A
K06447.02,CAND,91.649983,10.294,193.6,2.27,568,24.57,6705,4.145,1.608,294.93198,39.81242,TBD,N/A
K06464.03,CAND,541.742985,10.47,1038.6,3.39,248,0.9,6373,4.438,1.047,298.21509,39.955101,TBD,N/A
K07546.01,CAND,44.113873,3.956,196.3,4.9,1158,424.45,7854,3.669,3.462,294.31064,39.049702,TBD,N/A
K07554.01,CAND,482.62011,12.86,324,1.98,263,1.12,6315,4.389,1.095,298.27673,39.903851,TBD,N/A
K07558.01,CAND,10.1551587,1.802,141.6,0.94,721,63.73,5275,4.505,0.796,290.56674,40.449902,TBD,N/A
K07559.01,CAND,0.708965461,3.946,87.2,1.13,2417,8061.29,6528,4.384,1.155,290.48553,40.630699,TBD,N/A
K07567.01,CAND,608.20572,13.63,554.2,1.46,143,0.1,4486,4.642,0.646,291.95438,41.826969,TBD,N/A
K02369.03,CAND,7.2274321,4.967,173.3,1.28,967,206.77,6075,4.486,0.969,285.72079,40.85696,TBD,N/A
K07572.01,CAND,91.069934,17.33,12.7,1.59,1103,349.47,9051,3.623,4.232,295.51334,42.31879,TBD,N/A
K07587.01,CAND,366.088938,11.887,537.9,2.57,257,1.03,5941,4.464,0.945,291.35892,43.93681,TBD,N/A
K07589.01,CAND,414.45008,19.15,729.5,7.01,364,4.17,7037,4.136,1.683,292.8259,44.098389,TBD,N/A
K02859.05,CAND,5.43103616,2.469,66.8,0.66,873,137.1,5374,4.555,0.721,288.83136,47.551991,TBD,N/A
K07591.01,CAND,328.32211,13.53,399,1.3,193,0.33,4906,4.648,0.668,290.90695,44.291779,TBD,N/A
K07592.01,CAND,381.97977,15.7,900,1.55,132,0.07,3761,4.724,0.526,288.96823,44.448341,TBD,N/A
K07593.01,CAND,67.412998,9.1,126.1,1.57,572,25.32,6525,4.248,1.359,296.70224,44.449451,TBD,N/A
K07903.01,CAND,0.694611128,1.115,98.8,0.64,1415,945.45,4612,4.646,0.662,286.31052,44.838188,TBD,N/A
K07905.01,CAND,7.4751841,5.166,28.1,0.85,1168,439.51,5616,3.98,1.602,296.5477,44.898041,TBD,N/A
K07920.01,CAND,1.04347858,2.012,22.5,1.09,2688,12313.82,6014,3.843,2.246,298.25204,45.396641,TBD,N/A
K07913.01,CAND,24.2783801,4.564,714.4,2.03,432,8.27,4450,4.583,0.707,286.74857,45.158741,TBD,N/A
K07915.01,CAND,382.5891,11.7,298.2,2.15,305,2.05,6337,4.261,1.239,289.92197,45.10392,TBD,N/A
K08201.01,CAND,392.601892,3.21,779,2.25,204,0.41,5307,4.605,0.753,281.87015,47.394989,TBD,N/A
K08205.01,CAND,260.446151,9.314,713.9,25.39,608,32.37,4845,2.897,7.796,296.38278,47.409592,TBD,N/A
K07990.01,CAND,87.487573,5.881,528.7,1.87,377,4.79,5774,4.567,0.818,298.31586,47.105091,TBD,N/A
K07991.01,CAND,11.9451376,6.893,63.3,3.32,1337,755.16,5094,3.38,4.163,287.55182,47.244862,TBD,N/A
K07992.01,CAND,277.13367,9.67,321.2,1.84,307,2.09,6461,4.474,0.971,294.38254,47.205769,TBD,N/A
K08211.01,CAND,5.0487451,4.007,67.6,0.67,922,170.39,5450,4.573,0.83,282.05078,47.743992,TBD,N/A
K07998.01,CAND,122.11555,16.07,1104,2.96,351,3.6,5592,4.418,0.894,283.2048,47.478271,TBD,N/A
K08000.01,CAND,225.48805,19.46,379.9,1.7,267,1.2,5663,4.579,0.782,288.27457,47.495781,TBD,N/A
K08107.01,CAND,578.88761,18.521,76.8,1.69,315,2.32,6180,3.946,1.917,295.08749,41.037395,TBD,N/A
K08109.01,CAND,218.771117,3.201,140.1,250.2,1997,3757.91,3297,0.236,151.184,285.29388,41.1026,TBD,N/A
K08217.01,CAND,277.25118,8.742,1517.4,5.02,304,2.02,6046,4.357,1.048,284.74127,48.34367,TBD,N/A
K08007.01,CAND,67.17662686,3.1147,1689.9,9.66,179,0.24,3391,4.936,0.311,291.22672,47.54998,TBD,N/A
K08111.01,CAND,359.33831,18.566,977.9,2.33,216,0.52,5316,4.539,0.753,290.14304,41.27755,TBD,N/A
K08117.01,CAND,0.933745798,6.447,613.8,3.45,2097,4570.22,6367,4.419,1.087,288.7709,41.412571,TBD,N/A
K08221.01,CAND,293.38641,15.23,94.9,1.35,347,3.43,6392,4.213,1.34,284.79071,49.125359,TBD,N/A
K08223.01,CAND,66.716453,3.855,626,2.2,402,6.18,5447,4.506,0.859,286.79462,49.347591,TBD,N/A
K08012.01,CAND,34.57371851,2.1742,399,0.42,199,0.37,3374,5.066,0.218,283.15057,47.671967,TBD,N/A
K08122.01,CAND,54.75388384,2.0865,442.3,2.21,521,17.47,6242,4.442,1.047,286.47037,41.994789,TBD,N/A
K08232.01,CAND,189.183958,6.829,1014,3.31,312,2.23,5573,4.382,0.981,295.86533,50.13348,TBD,N/A
K08238.01,CAND,495.662346,4.428,675.7,2.73,207,0.43,5515,4.509,0.82,289.09082,51.532009,TBD,N/A
K08026.01,CAND,7.7529342,5.072,72.1,0.93,1002,238.09,5975,4.335,1.072,292.33951,47.746391,TBD,N/A
K08031.01,CAND,254.336707,8.585,398.4,13.97,586,27.88,5193,3.117,6.502,289.0275,48.13792,TBD,N/A
K08241.01,CAND,490.63941,16.5,268.8,7.67,412,6.84,5037,3.252,4.817,290.86276,51.701908,TBD,N/A
K08242.01,CAND,331.55459,5.35,288.7,1.36,240,0.78,5762,4.576,0.801,286.04395,38.708801,TBD,N/A
K08246.01,CAND,425.64971,11.07,171.2,1.58,281,1.48,6067,4.253,1.195,285.60822,39.5793,TBD,N/A
K07923.01,CAND,395.13138,21.291,126.4,0.97,208,0.44,5060,4.493,0.869,290.19992,45.419998,TBD,N/A
K07924.01,CAND,0.770658979,1.401,83.5,0.68,1548,1348.87,5058,4.61,0.739,291.37222,45.468102,TBD,N/A
K07925.01,CAND,4.6318914,3.88,50.9,0.64,1060,297.79,5926,4.532,0.887,295.50128,45.433979,TBD,N/A
K08033.01,CAND,362.13187,5.59,849,2.23,208,0.45,5176,4.567,0.766,283.29706,48.266628,TBD,N/A
K08035.01,CAND,29.4856392,4.27,105,1.46,793,93.27,6870,4.266,1.407,292.48358,48.275219,TBD,N/A
K08037.01,CAND,3.65034525,1.527,253.2,0.72,578,26.47,3704,4.797,0.45,291.94415,48.351791,TBD,N/A
K08039.01,CAND,43.9438891,5.26,154.8,1.12,505,15.41,6008,4.537,0.875,293.31909,48.518608,TBD,N/A
K08249.01,CAND,309.191789,11.392,122.8,1.96,383,5.08,6299,3.99,1.754,294.63766,39.655811,TBD,N/A
K08253.01,CAND,400.11482,12.37,113.4,0.95,226,0.62,5547,4.521,0.911,291.52951,40.252918,TBD,N/A
K07930.01,CAND,377.67241,15.82,514.8,1.37,187,0.29,5031,4.644,0.615,288.43912,45.68721,TBD,N/A
K07931.01,CAND,242.0367,11.01,333.3,2.11,323,2.57,6086,4.36,1.116,295.22937,45.624889,TBD,N/A
K07932.01,CAND,502.25648,14.84,153.2,1.03,215,0.51,5637,4.46,0.833,290.89395,45.71664,TBD,N/A
K08043.01,CAND,10.7781558,3.005,121.3,1.24,942,186.22,6386,4.402,1.123,292.9603,48.7005,TBD,N/A
K08046.01,CAND,384.37706,15.139,1204.9,50.93,676,49.27,4859,2.481,12.023,287.59253,48.886459,TBD,N/A
K08047.01,CAND,302.34971,4.978,622.3,1.98,208,0.44,4829,4.564,0.794,290.6962,49.066078,TBD,N/A
K08257.01,CAND,9.4609418,4.888,47.5,0.54,767,81.83,5485,4.5,0.788,282.96545,40.922619,TBD,N/A
K08259.01,CAND,402.27493,15.67,294.5,1.73,262,1.11,6299,4.486,0.95,290.4519,41.22551,TBD,N/A
K07934.01,CAND,22.6432436,0.806,550.4,2.12,624,35.77,5880,4.516,0.891,284.67227,45.97382,TBD,N/A
K07938.01,CAND,275.5603,15.09,89.4,2.33,437,8.6,5989,3.764,2.467,293.68533,46.095737,TBD,N/A
K07940.01,CAND,188.881049,1.49,325.8,1.86,330,2.79,6077,4.471,0.999,289.67508,46.131882,TBD,N/A
K08048.01,CAND,379.67276,9.662,253.9,1.33,247,0.88,6156,4.563,0.824,291.45468,49.043289,TBD,N/A
K08050.01,CAND,278.38935,10.43,262.8,6.81,464,10.93,4951,3.349,4.342,291.96802,49.115311,TBD,N/A
K08052.01,CAND,7.8687123,3.739,89.1,1.73,1323,722.44,6738,4.109,1.692,295.59012,49.198601,TBD,N/A
K08053.01,CAND,9.9105786,5.945,99.5,1.19,922,170.47,6214,4.442,1.076,285.74564,49.238869,TBD,N/A
K08054.01,CAND,43.9088053,6.265,297.8,7.33,885,144.75,5216,3.402,4.303,285.08685,49.36282,TBD,N/A
K08156.01,CAND,364.98242,12.346,533,3.12,293,1.73,6429,4.404,1.116,295.16364,44.422211,TBD,N/A
K08263.01,CAND,280.55544,12.757,401.4,2.17,308,2.13,6292,4.426,1.078,289.32593,41.749939,TBD,N/A
K08055.01,CAND,4.40660737,2.107,70.7,0.86,1152,415.56,6063,4.47,1.001,290.81824,49.30558,TBD,N/A
K08159.02,CAND,353.01861,15.583,375.1,2.25,301,1.93,6450,4.386,1.155,284.19217,44.762112,TBD,N/A
K08163.01,CAND,370.98253,17.84,552.3,119.96,338,3.07,6028,4.013,1.63,298.21265,44.80479,TBD,N/A
K08270.01,CAND,338.00692,16.745,544.3,2.09,249,0.91,5741,4.502,0.898,295.22299,43.590439,TBD,N/A
K08272.01,CAND,432.42787,19.63,110.3,1.14,259,1.07,6263,4.46,1.009,289.66574,43.879459,TBD,N/A
K07949.01,CAND,1.001916708,1.256,70.9,0.62,1545,1352.47,5521,4.613,0.734,297.69662,46.264679,TBD,N/A
K07951.01,CAND,0.862329309,1.044,140.9,1.09,1825,2623.55,5806,4.528,0.899,287.81287,46.340569,TBD,N/A
K07953.01,CAND,432.96905,20.76,257.9,1.43,219,0.55,5580,4.538,0.886,292.41211,46.36388,TBD,N/A
K07954.01,CAND,372.15035,21.23,457.4,1.74,232,0.69,5769,4.57,0.812,292.48166,46.371479,TBD,N/A
K08063.01,CAND,405.35457,10.778,545.6,2.11,232,0.69,5650,4.487,0.906,292.58734,49.834469,TBD,N/A
K08068.01,CAND,9.4640413,6.999,209.9,1.28,839,117.23,5968,4.534,0.881,286.12177,50.279449,TBD,N/A
K08275.01,CAND,389.875816,3.336,2134,3.76,207,0.44,5289,4.588,0.79,300.69672,44.298409,TBD,N/A
K08276.01,CAND,385.858683,12.071,548.4,3.23,300,1.92,6551,4.367,1.195,296.40787,44.77364,TBD,N/A
K08277.01,CAND,0.757261281,0.905,36.5,0.58,1908,3119.75,5651,4.479,0.953,284.29565,44.895859,TBD,N/A
K08279.01,CAND,367.0896,28.02,2092.3,35.3,281,1.48,6268,4.429,1.1,287.86737,45.321289,TBD,N/A
K08280.01,CAND,66.67305,6.381,472.1,2.64,542,20.35,6592,4.369,1.19,293.68979,45.549332,TBD,N/A
K08174.01,CAND,295.06066,16.18,72.2,0.64,233,0.7,5332,4.524,0.762,286.94946,45.142139,TBD,N/A
K08286.01,CAND,191.03728,3.595,1607,3.54,286,1.58,5440,4.497,0.901,293.6839,46.265541,TBD,N/A
K08076.01,CAND,71.10684,6.933,128.4,1.42,523,17.68,6339,4.315,1.224,290.03943,50.768501,TBD,N/A
K08077.01,CAND,77.177672,2.312,318.6,1.29,327,2.7,4840,4.551,0.749,295.57001,50.9049,TBD,N/A
K08078.01,CAND,0.805941833,1.4432,3180.4,29.85,1498,1189.65,5022,4.597,0.672,291.55447,51.043201,TBD,N/A
K08082.01,CAND,8.2766028,4.834,73.1,2.48,1623,1639.28,6787,3.762,2.753,290.87411,51.685181,TBD,N/A
K08180.01,CAND,185.97534,8.744,54.5,2.76,688,53.05,7365,3.628,3.638,285.32791,45.753738,TBD,N/A
K08183.01,CAND,5.8877038,4.009,39.7,0.6,1026,262.67,6065,4.495,0.947,293.43494,46.03944,TBD,N/A
K07970.01,CAND,1.98514635,1.625,233.4,1.28,1299,675.28,5581,4.559,0.845,282.03058,46.750809,TBD,N/A
K07976.01,CAND,5.82561701,3.246,142.8,1.21,1037,273.08,5999,4.459,0.967,297.58023,46.719952,TBD,N/A
K08085.01,CAND,419.2615,21.53,287.8,1.7,256,1.02,5979,4.379,0.975,286.61917,37.62624,TBD,N/A
K08089.01,CAND,141.400279,3.031,790.1,41.55,945,188.78,4936,2.609,14.907,295.80203,38.797932,TBD,N/A
K08297.01,CAND,229.957537,7.59,400,43.78,444,9.22,6419,3.978,2.057,295.97794,50.771481,TBD,N/A
K07978.01,CAND,7.2681817,4.985,46.7,1.66,1444,1027.95,6297,3.89,2.219,285.30768,46.829803,TBD,N/A
K07982.01,CAND,376.37989,13.99,1140,3.26,265,1.16,6231,4.488,0.955,291.60455,46.973289,TBD,N/A
K08193.01,CAND,367.947848,4.249,1301,3.72,228,0.64,5570,4.561,0.855,297.73398,46.961529,TBD,N/A
K07986.01,CAND,1.73984941,3.114,48.5,0.72,1608,1585.81,6119,4.444,1.031,286.50937,47.163219,TBD,N/A
K07988.01,CAND,333.486169,3.199,639.1,19.3,557,22.68,4989,2.992,7.824,296.76288,47.145142,TBD,N/A
1001.01,CAND,1.931671,3.18,1030,10.3168,3998,42432.8,7070,4.03,2.01,122.580465,-5.513852,TBD,N/A
1007.01,CAND,6.9989206,3.953,2840,14.7752,1282,448.744,6596,3.71,2.7,112.752393,-4.463359,TBD,N/A
1011.01,CAND,2.4696958,2.3244437,233.4371605,1.4549384,1238.030816,555.1966304,5413.7,4.46,0.941335,113.984761,-32.841999,TBD,N/A
1012.01,CAND,0.884182,1.621,1890,24.8132,5098,112144,8928,3.92,2.72,117.095285,6.785064,TBD,N/A
1019.01,CAND,5.2340964,3.6909047,20542.29367,24.087882,1574.838624,1453.668007,7645,4.3,1.56203,120.147994,-54.878552,TBD,N/A
1022.01,CAND,3.09574,4.475,380,3.4262,3230,18087.9,6084,4.13,1.41,162.96491,-5.788708,TBD,N/A
1027.01,CAND,3.2834447,1.384,1220,2.69994,832,79.7847,4272,4.6,0.68,167.133275,-29.653135,TBD,N/A
1027.02,CAND,11.0285857,3.164,1770,3.12111,753,53.4063,4272,4.6,0.68,167.133275,-29.653135,TBD,N/A
1032.01,CAND,5.664473,3.6459666,3449.581455,14.3057012,2385.839256,7657.477369,10395,4.13,2.3383701,159.221506,-42.541639,TBD,N/A
1035.01,CAND,6.0749453,2.5945424,6048.081654,29.1368995,1583.896638,1487.40196,5964,3.7,2.4303801,144.150273,-61.583182,TBD,N/A
