,ObjectOfInterest,Disposition,OrbitalPeriod,TransitDuration,TransitDepth,PlanetEarthRadius,PlanetEquilibriumTemperature,PlanetInsolationValue,StellarEffectiveTemperature,StellarLogG,StellarSunRadius,RightAscension,Declination,PlanetType,PlanetName,StellarSunLuminosity,DistanceFromStarCoreinAU,StarClassification,MainSequence,PlanetEarthSize,StellarSunSize
12563,823.01,CAND,13.5337594,3.402,2040.0,6.00406,798.0,67.5116,6309.0,4.23525,1.3,218.658293,-40.739863,TBD,,1.8491663923782506,0.006260930306689088,F,1,906.6166280773432,9.2027720799157
12564,827.01,CAND,1.2283498,2.0010749,8079.670851,18.039195,1951.58192,3428.2157489999995,5848.0,4.33233,1.2740999,98.893269,-79.715754,TBD,,1.3378994255251013,0.0007473391517176963,G,0,24588.954820029998,8.663613197057396
12565,829.01,CAND,3.2883453,2.2752488,1881.972833,4.2165326,1103.66357,350.6451465,5636.0,4.3723,0.948885,224.208391,-37.042983,TBD,,0.8595834573791353,0.0018730535007013811,G,0,314.0183277708576,3.578733456037453
12566,830.01,CAND,15.0405228,2.3023617,18225.62374,23.3828954,762.3041679,79.8057492,5900.0,4.36304,1.0431,129.756861,-74.763114,TBD,,1.1348135736479996,0.004511128989804728,G,1,53552.95873117891,4.754079561054676
12567,831.01,CAND,1.561734,3.237635,5700.836312,14.531805,1676.636534,1867.569198,5808.0,4.33972,1.14478,229.033411,-38.87541,TBD,,1.1695505406350122,0.0009466974771067413,G,1,12854.266327226462,6.28426817120433
12568,833.01,CAND,1.041882,1.2774605,473.8388703,1.3126933,1028.474039,270.0705926,3965.0,4.68337,0.603336,145.645472,-62.475886,TBD,,0.1338821062540943,0.0008422920339548993,K,0,9.47498246958748,0.9199544580988928
12569,835.01,CAND,4.7915411,1.3671233,2073.802352,4.3630953,992.4295553,229.2554978,6012.0,4.76675,0.882828,192.057325,-56.894318,TBD,,1.0354819106705302,0.002542444331278632,F,0,347.9146420825726,2.882152165564609
12570,836.02,CAND,3.8167262,1.602,580.0,1.69257,704.0,40.9119,4476.0,4.58156,0.69,225.079883,-24.454202,TBD,,0.248656566195392,0.0029492746327131314,K,0,20.31086998459474,1.3760552813841722
12571,841.01,CAND,3.4934329,1.7719048,14000.43016,12.3944442,1025.766358,261.6464267,5153.0,4.46892,0.903156,94.942993,-53.226707,TBD,,0.571733804413594,0.0017683963324930162,K,1,7975.717799118982,3.085865006893127
12572,842.01,CAND,2.7863839,1.585,11850.0,11.6893,1067.0,215.699,5376.0,4.42496,1.0,91.937566,-73.391862,TBD,,0.7499418158610416,0.002230641578860316,G,1,6690.431422129849,4.1887902047863905
12573,850.01,CAND,10.32103,3.283,58957.4,34.1767,1070.0,218.12300000000002,5863.5,4.38,1.28,9.765924,-17.221806,TBD,,1.3584017032118834,0.002985406345447295,G,0,167216.44571150193,8.78452975554819
12574,851.01,CAND,0.6296,0.309,790.0,3.39154,1039.0,193.701,5485.0,4.64,0.77,7.387843,-10.468279,TBD,,0.6257311603578638,0.002150146412612224,G,0,163.41030472968845,1.9123209585617453
12575,852.01,CAND,4.9466474,3.307819,2522.506986,8.7623721,1363.350421,816.4902208,5574.0,3.95,1.73496,24.740265,-7.280979,TBD,,1.503653791820114,0.0016234484658952325,G,0,2818.082381861109,21.875450655707073
12576,853.01,CAND,6.8646554,4.725,5090.0,17.29,1772.0,1640.28,5937.0,4.19,1.38,32.914289,-37.892988,TBD,,1.5393515450821629,0.0011589107333891387,G,0,21650.78209777663,11.008442251073378
12577,854.01,CAND,5.850943,2.675,1030.0,4.80002,1058.0,208.275,5928.0,4.19,1.38,28.078089,-43.047613,TBD,,1.530038630759083,0.0032424456148708604,G,0,463.25247693544304,11.008442251073378
12578,855.01,CAND,1.8301278,1.053,1260.0,4.52586,1355.0,561.206,6671.0,4.41,1.22,15.543042,-2.144574,TBD,,2.1692725619805007,0.0023519927719666774,F,1,388.32196465167726,7.606206315780957
12579,858.01,CAND,3.2797282,3.5187009,11048.18261,13.8117581,1402.263853,913.7764430000001,5857.0,4.24,1.29747,60.199826,-54.592918,TBD,,1.3708462579042948,0.001465259245845115,G,0,11036.605008101986,9.14914654815162
12580,859.01,CAND,5.1543182,0.89,2430.0,9.89441,800.0,68.1636,4971.0,4.59,0.76,97.144014,-61.150325,TBD,,0.4166574721455186,0.002957695098881196,K,1,4057.498022056806,1.8387783689363106
12581,860.01,CAND,6.4535152,2.202,11200.0,19.7517,1096.0,240.34199999999998,5906.0,4.07,1.58,43.546163,-41.514421,TBD,,1.7259228848506,0.0032057963655578764,G,0,32277.660646448003,16.52189547022142
12582,863.01,CAND,0.5251203,1.1416709,157.2232572,1.1595013,2038.150106,4078.173188,5867.0,4.5948,0.850302,93.729429,-49.756087,TBD,,0.9045406385087205,0.000563405760498989,G,0,6.529836828244208,2.5751836780537922
12583,864.01,CAND,0.520673,0.5027101,991.5897825,1.3447211,1005.828115,241.88898150000003,3460.0,4.438,0.39861,81.443395,-51.357031,TBD,,0.05129123010036731,0.0005508756657636021,M,1,10.185568354062443,0.26529751282606656
12584,865.01,CAND,0.7455787,0.4901724,784.6891758,3.402474,2091.077432,4518.574649,5181.0,4.14486,1.19844,62.454351,-26.022091,TBD,,0.7752846670064784,0.0004955299867168129,K,0,164.99586294467872,7.2100370608438284
12585,867.01,CAND,15.4044963,4.5020896,285.8811238,2.1643644,808.3667509,100.91477830000001,5777.36,4.30388,1.23499,119.014208,-64.941154,TBD,,1.235297867723721,0.0041855114528344724,G,0,42.46975494882775,7.8900350481434645
12586,870.01,CAND,22.0379547,2.5061632,1208.107714,2.335104,362.3806799,4.0755023,3927.0,4.6966,0.611136,63.31929,-50.944261,TBD,,0.1304884289151504,0.006769171289832384,K,0,53.3343851285659,0.9560975631228833
12587,871.01,CAND,14.362738,3.2043798,541.9770506,1.6866314,565.3112203,24.1363405,4939.0,4.58489,0.732189,74.737626,-50.627415,TBD,,0.3911738680213406,0.004816031060768179,K,1,20.097829301169313,1.6442134984205252
12588,872.01,CAND,2.2395609,0.998,1110.0,2.71834,833.0,80.151,4872.54,4.68951,0.76,74.868182,-55.92906,TBD,,0.3846146072873934,0.0026205864342660388,K,1,84.13950187532518,1.8387783689363106
12589,872.02,CAND,4.9727684,0.6855227,1007.567074,2.6125218,814.2386785,103.8790374,4872.54,4.68951,0.75636,74.868182,-55.92906,TBD,,0.3827725057472274,0.002296394421939197,K,1,74.69101797138998,1.81248436462162
12590,873.01,CAND,5.9312161,1.9993053,928.6996959,1.6553187,518.0274501,17.0189239,3797.0,4.74005,0.5204,56.736636,-63.336878,TBD,,0.09711587026660319,0.002857716411556273,K,0,18.999119445128745,0.5903376375503715
12591,874.01,CAND,5.9049186,4.3926376,196.2808595,2.2915989,1269.696941,614.2162387,6437.0,4.2473,1.4178801,96.069345,-46.93762,TBD,,2.185566743100563,0.002256635748087175,F,0,50.4085754749278,11.940077094495969
12592,875.01,CAND,11.020153,3.638535,1076.926754,2.343228,563.4752132,23.8243065,4407.0,4.56293,0.719466,78.037215,-37.708481,TBD,,0.24365369793481623,0.0038257487380451995,K,1,53.89298689011757,1.5599814526638327
12593,876.01,CAND,29.4829022,2.3634407,2066.504382,2.7733274,336.0828164,3.0151313,3955.0,4.68874,0.603739,84.109334,-24.244444,TBD,,0.1326250962973122,0.0079341391975654,K,0,89.34948149583023,0.9217991483197137
12594,877.01,CAND,6.014943,1.511369,4777.773547,12.4147576,1525.713979,1280.600016,7836.0,4.14,1.59435,99.11511,-50.297401,TBD,,5.3969936270195715,0.0024558920605760263,A,1,8014.996595716109,16.976165778685356
12595,880.01,CAND,6.3872524,2.608,3510.0,5.0445,817.0,73.9967,4935.0,4.52,0.82,94.164473,-13.987337,TBD,,0.43666965220026777,0.002906098986693509,K,1,537.7036548047241,2.309564877632662
12596,880.02,CAND,2.5735943,2.4810064,739.6008283,2.7779229,1063.098093,301.8661097,4935.0,4.52,0.816999,94.164473,-13.987337,TBD,,0.435071547778008,0.0014361944246860743,K,1,89.79438349949552,2.284300233643288
12597,880.03,CAND,14.3318853,1.596,990.0,2.87022,495.0,9.971,4935.0,4.52,0.82,94.164473,-13.987337,TBD,,0.43666965220026777,0.007916755290346224,K,1,99.0453676204994,2.309564877632662
12598,882.01,CAND,2.3555528,1.0497418,919.1957077,7.5465097,2393.56854,7757.190797999999,7069.0,3.88,2.36994,89.16524,14.785575,TBD,,5.313244576093537,0.0009900741940894358,F,0,1800.225931023615,55.75716227638644
12599,883.01,CAND,10.0588733,3.6798142,4704.716916,7.1889009,831.1500122,112.78170709999999,5651.0,4.43,1.01477,103.369061,-6.507835,TBD,,0.9290934076499242,0.003433605779385533,G,1,1556.238301651469,4.377150385730184
12600,887.01,CAND,5.77114,2.791,1931.81,10.9488,1252.0,408.74899999999997,7173.0,4.03,2.26,94.545308,15.952049,TBD,,5.371583020076872,0.004336734835465395,F,0,5497.79038298312,48.35194256092534
12601,890.01,CAND,3.2023726,3.9122709,40953.21868,36.2875043,1615.742091,1610.679594,6600.0,4.17,1.66806,100.36319,-12.285043,TBD,,2.8416981210904124,0.0015890020801700604,F,0,200151.98898589704,19.441224424322066
12602,893.01,CAND,5.6148305,3.829,2300.0,9.62058,2130.0,3420.14,9856.0,4.01,2.59,103.678583,-7.131316,TBD,,21.942851964811506,0.0030301537742972976,A,0,3729.8586633721006,72.77595305336445
12603,899.01,CAND,12.8461782,2.883,8860.0,11.6129,712.0,42.801,5591.0,4.30695,1.19,104.492446,-71.523106,TBD,,1.0439878882551252,0.0059082769700788025,G,0,6560.103149756502,7.058777512707628
12604,900.01,CAND,4.84405,4.626678,1634.142388,2.337732,588.5436572,28.3553973,3861.0,4.71767,0.57,245.905129,-31.373574,TBD,,0.11372726420818352,0.0023958217407944364,K,0,53.514660482779405,0.7757346243950058
12605,901.01,CAND,3.2308423,0.9282699,2427.431464,11.144364,1529.305726,1292.701523,7062.0,4.49596,1.38436,261.062847,-50.386051,TBD,,3.091365991913291,0.0018499762637713454,F,1,5797.683128254861,11.113113142388091
