,ObjectOfInterest,Disposition,OrbitalPeriod,TransitDuration,TransitDepth,PlanetEarthRadius,PlanetEquilibriumTemperature,PlanetInsolationValue,StellarEffectiveTemperature,StellarLogG,StellarSunRadius,RightAscension,Declination,PlanetType,PlanetName,StellarSunLuminosity,DistanceFromStarCoreinAU
128,K00772.01,FPOS,61.2563628,7.633,5123.3,39.87,505.0,0.011238164603058995,6144.0,4.402,1.091,283.72592,49.479519,,,1.3957900834833854,0.42160177806793525
129,K00761.01,FPOS,2.701287801,3.3827,860.4,6.54,1222.0,0.38442097596504005,5550.0,4.468,0.91,297.92365,48.777321,,,0.7751823122860259,0.053720304142770285
130,K00763.01,FPOS,19.65120951,5.2514,11766.0,12.42,730.0,0.04882010196649672,6074.0,4.391,1.063,291.0939,48.933842,,,1.2990412581540083,0.19514265309865314
131,K00768.01,FPOS,33.93373447,14.561,8503.7,7.34,430.0,0.005906773488710852,5040.0,4.628,0.705,284.17233,49.360722,,,0.4084151019548872,0.3145689203489489
132,K00774.01,FPOS,7.442652004,2.3078,24446.0,15.03,967.0,0.15060451565914057,6108.0,4.469,0.956,288.98682,49.733742,,,1.194660585654054,0.10654751984765702
133,K00779.01,FPOS,10.40599802,6.5036,14489.0,11.23,833.0,0.08298616168973051,5746.0,4.393,0.924,289.23553,50.241001,,,0.904325938342993,0.12488196649196928
134,K00798.01,FPOS,3.341913228,3.813,725.3,21.55,1032.0,0.19568099053168245,5295.0,4.551,0.811,292.31595,38.27029,,,0.5723678637617728,0.06469986519963623
135,K00799.01,FPOS,1.626630225,2.1145,1620.6,32.43,1547.0,0.9875309541150765,5735.0,4.41,0.973,294.36819,38.31028,,,0.9450114249499877,0.03700694586023826
136,K00789.01,FPOS,14.1798187,2.505,459.9,1.88,711.0,0.04395484340859432,5799.0,4.539,0.878,291.0448,51.321671,,,0.8914510087074801,0.17036698814128462
137,K00792.01,FPOS,1.433769925,1.8868,1976.3,46.58,1920.0,2.337428987618354,6017.0,4.22,1.339,290.84369,37.728828,,,1.5757639218983104,0.031061071802785466
138,K00793.01,FPOS,10.31872301,3.836,871.7,28.59,876.0,0.10142753095411507,5927.0,4.409,1.06,291.84891,37.713501,,,1.1744542506318132,0.12873012743798987
139,K00796.01,FPOS,0.444291966,2.0792,10967.0,27.51,1836.0,1.9710560815731974,5255.0,4.678,0.636,290.99689,38.28492,,,0.4354502326699315,0.017781150047988525
140,K00803.01,FPOS,7.544039,6.222,322.6,17.47,838.0,0.08482155863073561,5657.0,4.567,0.824,293.94116,38.601101,,,0.7576392343055308,0.11306239423505292
141,K00805.01,FPOS,10.32803571,7.7915,16918.0,13.28,843.0,0.08689730517115805,5627.0,4.359,1.024,287.69675,38.886452,,,0.9217181661559305,0.12320717314516304
142,K00807.01,FPOS,1.540397253,2.1541,816.1,25.69,1470.0,0.8053022578295703,5663.0,4.53,0.915,286.92639,38.921631,,,0.8448855265196389,0.038748915390320444
143,K00808.01,FPOS,2.99025443,5.414,589.2,1.7,918.0,0.12268754552075746,4667.0,4.578,0.731,287.74881,38.92955,,,0.311357341441055,0.060265586867698076
144,K00828.01,FPOS,2.507089906,2.0067,1339.2,30.26,1326.0,0.5320247632920612,5926.0,4.506,0.939,295.37805,40.493401,,,1.0396872321811583,0.05288414723948935
145,K00819.01,FPOS,38.03672948,4.34617,82872.0,27.5,500.0,0.010786598689002185,5575.0,4.521,0.932,294.14789,40.055538,,,0.8083248476322269,0.3274845214212521
146,K00011.01,FPOS,3.747838198,5.0642,616.0,13.65,1031.0,0.19428987618353968,5514.0,4.569,0.826,291.06152,50.265129,,,0.6855476149264904,0.0710614066975001
147,K00822.01,FPOS,7.91936937,3.3148,15148.0,10.34,814.0,0.07574654042243263,5690.0,4.588,0.776,283.53845,40.217999,,,0.7303000269580019,0.1174652294274113
148,K00827.01,FPOS,5.97581754,3.065,962.4,3.86,1047.0,0.20702840495265842,6108.0,4.471,0.997,294.22397,40.417858,,,1.2458960291810586,0.09280385284026353
149,K00839.01,FPOS,2.446737317,4.7211,1177.9,26.25,1261.0,0.434952658412236,5764.0,4.548,0.863,298.96112,40.862808,,,0.8552581356712889,0.05304783770620703
150,K00831.01,FPOS,3.9043425,3.831,16228.0,12.28,1104.0,0.2556809905316825,5810.0,4.526,0.898,294.05676,40.549679,,,0.9186950916595044,0.07170947648160976
151,K00832.01,FPOS,9.286358079,3.49949,44791.0,17.61,796.0,0.06921340131099782,5670.0,4.523,0.821,294.74396,40.53392,,,0.7618437736533337,0.12550988718523334
152,K00833.01,FPOS,3.951405455,2.1862,2453.9,31.44,1133.0,0.2831099781500364,6046.0,4.539,0.869,295.50439,40.505489,,,1.0425163567708662,0.07259453448492027
153,K00836.01,FPOS,2.384052875,3.0918,1268.1,17.06,1010.0,0.1783466860888565,4794.0,4.58,0.701,299.64285,40.691238,,,0.3324303498064673,0.05164852047933767
154,K00838.01,FPOS,4.859386384,2.2757,6044.3,38.33,1114.0,0.2652804078659869,6072.0,4.47,0.988,292.21436,40.759762,,,1.2057979077812944,0.08065378415488439
155,K00848.01,FPOS,3.166465862,2.9381,4357.2,26.82,954.0,0.14297887836853607,4968.0,4.575,0.704,284.86929,41.679192,,,0.38502553912844184,0.062079598559962805
156,K00859.01,FPOS,10.44331991,2.743,1159.8,2.66,667.0,0.03418790968681719,4947.0,4.516,0.802,286.24356,42.148811,,,0.4312534074519835,0.1343600230690866
157,K00862.01,FPOS,5.851520671,3.11058,33004.0,14.62,901.0,0.11353969410050982,5532.0,4.53,0.806,284.08731,42.233231,,,0.6777261721801948,0.0924258264773388
158,K00866.01,FPOS,2.861159894,1.8832,1014.3,4.37,1355.0,0.5805535324107793,6126.0,4.458,1.021,291.67172,42.343109,,,1.2909940533628173,0.05641324201319617
159,K00120.01,FPOS,20.5452375,2.517,218.5,2.41,742.0,0.05212672978878368,5670.0,4.206,1.264,294.40192,50.172089,,,1.1729239097415516,0.17945053343225834
160,K00876.01,FPOS,6.998099523,2.0488,20285.0,588.66,853.0,0.09120174799708668,5612.0,4.566,0.829,287.88412,42.832439,,,0.7382708309593518,0.10763322365723763
161,K00121.01,FPOS,8.8111022,5.0683,401.1,63.66,1399.0,0.6590823015294974,6200.0,3.8,2.404,294.46088,38.383461,,,3.189273403581722,0.08321777977001364
162,K00894.01,FPOS,7.9426176,6.703,1590.7,4.68,878.0,0.10238164603058994,5811.0,4.521,0.926,299.00143,43.399632,,,0.9479927550007439,0.11511489701449044
163,K00882.01,FPOS,1.956811408,2.1958,24905.0,21.58,1109.0,0.2601310997815004,5209.0,4.657,0.603,295.83536,42.943062,,,0.39858896563088625,0.04682810368550044
164,K00888.01,FPOS,1.000747038,0.9967,1823.5,4.14,1620.0,1.1909686817188638,5472.0,4.499,0.79,297.97513,43.164909,,,0.6359192561525338,0.027643363928951302
165,K00895.01,FPOS,4.409409243,3.8636,12861.0,10.95,1101.0,0.25277494537509104,5600.0,4.368,0.975,296.41019,43.455391,,,0.8608891881124657,0.06981466977464407
166,K00905.01,FPOS,5.795063956,3.2496,1692.9,4.33,950.0,0.14037873270211218,5865.0,4.563,0.827,296.50754,44.036072,,,0.8785532814299406,0.09463972460445763
167,K00909.01,FPOS,16.37198661,3.8449,4147.6,540.37,438.0,0.006343772760378733,4187.0,4.656,0.592,298.67862,44.175499,,,0.1633518585723145,0.19196776346491864
168,K00930.01,FPOS,3.044770796,10.0134,1695.0,24.54,1076.0,0.23114348142753097,5525.0,4.603,0.753,293.68494,45.51683,,,0.6299624095463392,0.06245346902274353
169,K00932.01,FPOS,3.855599139,3.183,1030.9,3.57,1158.0,0.3100801165331391,5936.0,4.501,0.965,296.39542,45.56992,,,1.075705557257862,0.0704611652109878
170,K00915.01,FPOS,37.60166128,8.30604,59130.0,27.22,606.0,0.023204661325564455,6140.0,4.354,1.096,282.30603,44.714661,,,1.3985389575860379,0.29369039348086134
171,K00917.01,FPOS,6.71969089,3.0231,969.7,4.37,952.0,0.1414275309541151,5931.0,4.479,0.866,301.04956,44.706299,,,0.9620997858606747,0.09866955128750558
172,K00919.01,FPOS,51.42598578,16.9422,66068.0,29.66,549.0,0.015586307356154405,6257.0,4.41,1.147,290.63898,44.806789,,,1.578405434897278,0.38069549688698395
173,K00126.01,FPOS,33.80364366,11.4813,13494.0,20.7,745.0,0.05295702840495265,5855.0,3.999,1.796,297.47586,41.114288,,Kepler-469 b,1.8949792543126909,0.22629788767749384
174,K00925.01,FPOS,19.97448524,4.23479,40293.0,26.56,700.0,0.04139839766933722,6108.0,4.471,0.997,289.72748,45.367661,,,1.2458960291810586,0.20753397709589322
175,K00927.01,FPOS,23.89963441,3.81881,20953.0,44.04,652.0,0.03117261471230881,6192.0,4.503,0.924,294.71768,45.48576,,,1.2195125998645782,0.23661735969129083
176,K00933.01,FPOS,3.187067566,3.119,1037.4,23.88,1079.0,0.23289147851420247,5450.0,4.552,0.811,297.78848,45.565418,,,0.6423879608860348,0.06282926388921507
177,K00145.01,FPOS,102.9641952,15.735,1896.7,39.0,797.0,0.06948288419519301,5047.0,3.066,7.119,296.81772,46.781509,,,4.147083136129976,0.29226211720392203
178,K01171.01,FPOS,0.445277068,3.539,186.7,35.74,2562.0,7.41231609613984,6167.0,4.444,1.064,297.10349,47.64357,,,1.3817451583967284,0.01633341828067795
179,K00966.01,FPOS,0.379463865,0.86896,1973.3,59.56,3000.0,14.025353241077932,5075.0,3.892,1.783,290.91119,38.335579,,,1.0619059625515042,0.010409412035789196
180,K00967.01,FPOS,9.88047978,2.78458,18541.0,23.6,860.0,0.09428259286234522,6113.0,4.512,0.917,281.66916,42.038639,,,1.1496812502550462,0.13210310925071908
181,K00968.01,FPOS,4.6484156,38.1939,128.4,5.06,2259.0,4.481340131099782,6980.0,3.577,3.482,295.26682,38.61124,,,7.420633576827806,0.04868067747873257
182,K00969.01,FPOS,17.51201477,1.8248,4511.7,13.66,804.0,0.0719373634377276,6224.0,4.33,1.132,287.61633,39.127239,,,1.5251595996458411,0.17418889414289032
183,K01044.01,FPOS,0.525154153,2.1441,747.5,23.61,2073.0,3.1984777858703572,5582.0,4.497,0.846,295.09866,41.007038,,,0.7374290150974322,0.018164711947980656
184,K01045.01,FPOS,1.303861044,4.0541,598.2,27.85,1610.0,1.1618281136198108,5758.0,4.475,0.902,298.13589,41.332062,,,0.8901920461379629,0.03311394995691306
185,K01047.01,FPOS,2.55549176,9.083,113.8,23.35,1312.0,0.5110560815731974,5948.0,4.508,0.901,298.77325,41.214729,,,1.0125096246912944,0.053248254217575064
186,K00014.01,FPOS,2.947376671,2.0911,433.2,403.59,2404.0,5.756620538965769,8090.0,4.002,2.234,292.61194,43.305141,,,8.591476075518958,0.04621576700492015
187,K01104.01,FPOS,0.890110752,0.8774,321.5,1.25,1372.0,0.6106482155863073,4768.0,4.628,0.711,291.17068,38.008591,,,0.3299173213344156,0.027806548584021856
188,K01105.01,FPOS,5.76573396,2.924,248.0,7.47,1964.0,2.5628404952658412,5772.0,3.364,4.434,294.52557,38.204632,,,4.418669389396668,0.049673531772628295
189,K01107.01,FPOS,0.73094589,4.32,250.2,17.12,1922.0,2.3657465404224327,5901.0,4.553,0.848,289.7962,38.351181,,,0.9231852152011885,0.02363199507456036
190,K01172.01,FPOS,0.933749106,4.256,186.2,3.22,2863.0,11.52402767662054,6215.0,3.849,2.188,292.77588,47.461689,,,2.930909303030308,0.019078275562361947
191,K01173.01,FPOS,2.037440623,3.442,118.6,1.19,1572.0,1.0546613255644575,6253.0,4.415,1.015,295.79526,47.66396,,,1.3931898019918925,0.04347991706260266
192,K00133.01,FPOS,4.618767792,5.9957,4399.1,7.48,1170.0,0.3224908958485069,6013.0,4.381,1.033,297.31006,49.703041,,,1.2124271883375097,0.07335153016773265
193,K00976.01,FPOS,52.56901867,6.7507,26900.0,78.54,737.0,0.05070648215586308,7240.0,4.178,1.717,290.94437,38.538868,,,4.235601464396107,0.34575293706699006
194,K01048.01,FPOS,3.411758679,3.158,570.6,14.71,684.0,0.03776402039329935,3995.0,4.71,0.561,298.9917,41.074989,,,0.1282981888757822,0.0697286448701912
195,K01049.01,FPOS,0.525426427,1.0801,324.6,1.45,2069.0,3.167967953386744,5791.0,4.575,0.802,291.82181,41.11269,,,0.8098025833038174,0.019126665515052137
196,K00146.01,FPOS,8.667822346,4.9658,2121.9,67.37,1303.0,0.4962782228696285,6266.0,3.923,1.889,299.39972,45.316051,,,2.614472330361678,0.0868299377637245
197,K01111.01,FPOS,10.26547688,3.733,399.6,1.81,770.0,0.06054624908958485,5699.0,4.553,0.853,292.27905,38.284531,,,0.8078564353456253,0.13818584124722563
198,K01177.01,FPOS,3.305577989,2.5903,17971.0,25.89,1027.0,0.19195193008011655,5534.0,4.629,0.707,292.07849,38.631481,,,0.5953420558584719,0.06662344930573734
199,K01178.01,FPOS,4.800653901,9.0419,15304.0,16.91,1347.0,0.5669701383831027,6715.0,4.347,1.241,296.13391,38.999008,,,2.2654077366765413,0.07561939018381958
200,K01179.01,FPOS,15.06649901,5.9885,36348.0,56.44,932.0,0.12961398397669338,5751.0,4.028,1.626,293.92599,38.73798,,,1.5969250794968868,0.13278726160273405
201,K01180.01,FPOS,34.82008158,11.1711,18848.0,11.36,459.0,0.0076402039329934454,5114.0,4.522,0.784,286.86926,39.103729,,,0.48144811124819176,0.3003048471655064
202,K01181.01,FPOS,0.651784374,2.0141,2779.3,33.65,2090.0,3.277924253459578,5555.0,4.375,1.061,291.99988,38.437698,,,0.9070728474227989,0.019900395175125336
203,K00977.01,FPOS,1.353771892,7.012,1349.1,430.99,4903.0,99.49707210487983,4283.0,2.012,15.76,292.71964,48.852016,,,4.761447943348787,0.008275694377989558
204,K00978.01,FPOS,18.95491633,24.249,867.5,71.39,1139.0,0.28949745083758194,6362.0,3.761,2.534,284.02679,49.415428,,,3.7271064726422267,0.13573867380828017
205,K00979.01,FPOS,4.348866254,3.2797,625.6,2436.69,6421.0,292.49013109978154,3598.0,0.65,101.451,298.80411,40.843563,,,15.264813341113587,0.008642317442846159
206,K00980.01,FPOS,47.93094546,2.6897,2144.4,68.02,905.0,0.11537509104151493,8214.0,4.104,1.938,295.59872,50.720669,,,7.920691466641866,0.3134480655339157
207,K00981.01,FPOS,3.99751422,3.686,32.8,2.98,2203.0,4.052403495994173,5066.0,3.122,5.324,283.73642,44.71331,,,3.1483957571186707,0.03334482116218497
208,K00982.01,FPOS,1.592633181,5.5605,633.1,1.56,1053.0,0.21158776402039328,4506.0,4.626,0.651,291.76196,37.09864,,,0.2409551804724793,0.040370388923750264
209,K01114.01,FPOS,7.04710032,2.926,400.9,25.2,986.0,0.1630298616168973,5766.0,4.363,1.068,290.13492,38.404221,,,1.059888877632317,0.09645764653206555
210,K01182.01,FPOS,11.11620211,4.211,4843.9,8.96,853.0,0.0911944646758922,6122.0,4.471,0.996,295.29193,38.964588,,,1.2560969737921508,0.14040010075582265
211,K01183.01,FPOS,1.922861499,3.5734,1916.2,5.09,1392.0,0.643932993445011,5778.0,4.531,0.911,291.44507,38.637211,,,0.9116309410204297,0.04501209880333445
212,K01184.01,FPOS,0.635445336,1.8592,2547.4,19.0,1177.0,0.32878368536052444,3920.0,4.7,0.55,285.08026,39.18211,,,0.11659971460122222,0.022528573231526794
213,K01185.01,FPOS,1.665784138,1.8946,2006.2,97.27,2636.0,8.320823015294975,6261.0,3.686,2.789,291.47629,38.50058,,,3.8478121286725604,0.02572550218105703
214,K01186.01,FPOS,55.6639167,23.546,3414.4,34.14,434.0,0.006103423160961399,5587.0,4.528,0.853,294.74054,39.015511,,,0.746198284798706,0.4182928647964675
215,K00983.01,FPOS,7.1548608,7.694,780.4,7.41,1482.0,0.831442097596504,7443.0,4.166,1.739,289.87411,49.68549,,,4.791618001172697,0.0908165841455615
216,K00985.01,FPOS,2.002779769,2.231,260.5,1.42,1311.0,0.50721048798252,5346.0,4.44,0.892,298.44775,47.264999,,,0.6541407459974128,0.04296171030614263
217,K01054.01,FPOS,3.3226948,3.568,78.7,15.33,3859.0,38.18521485797524,5234.0,2.41,16.959,288.68259,41.30732,,,11.426826761502545,0.02069451612522424
218,K01055.01,FPOS,36.97708808,4.737,1269.9,38.6,602.0,0.022636562272396212,5589.0,4.193,1.239,288.44287,41.17218,,,1.0854211372350153,0.2619593926509819
219,K01056.01,FPOS,1.851409163,10.232,232.5,20.42,2154.0,3.7073124544792426,7117.0,4.176,1.469,293.2735,41.25769,,,3.3837649606657876,0.03614186616401787
220,K01057.01,FPOS,1.303859704,2.8239,36.7,0.98,2393.0,5.651274581209031,6802.0,4.103,1.521,298.13794,41.334358,,,2.92325199185168,0.027208211605119628
221,K00147.01,FPOS,145.5624926,5.4126,2931.6,40.15,387.0,0.003882010196649672,6148.0,4.346,1.095,286.49072,37.489979,,,1.404559314994193,0.7195844672705892
222,K01119.01,FPOS,7.24476126,2.3145,58.0,0.65,837.0,0.08450109249817916,5370.0,4.494,0.874,294.49011,38.194126,,,0.6525279297805261,0.10512559446089591
223,K00989.01,FPOS,81.221876,4.1135,9883.0,16.59,385.0,0.0037873270211216314,5619.0,4.536,0.874,296.38229,48.045311,,,0.7822365254141365,0.5436791975494836
224,K00989.02,FPOS,0.817026268,2.0799,1145.5,2.92,1784.0,1.7378951201747999,5619.0,4.536,0.874,296.38229,48.045311,,,0.7822365254141365,0.02538033426176543
225,K01058.01,FPOS,5.670155713,0.9361,536.7,5.85,341.0,0.002337946103423161,3337.0,5.126,0.183,292.26181,41.442554,,,0.020373537648976987,0.11167502271215615
226,K01119.02,FPOS,13.55480534,2.288,48.3,0.62,679.0,0.03671522214129643,5370.0,4.494,0.874,294.49011,38.194126,,,0.6525279297805261,0.15948378953479891
227,K01120.01,FPOS,29.74454668,23.2842,66894.0,20.06,455.0,0.007356154406409322,4889.0,4.569,0.788,297.75708,41.680454,,,0.4042005465102481,0.28042265955306694
228,K01121.01,FPOS,14.15402428,4.47001,61625.0,53.25,777.0,0.06273124544792424,5850.0,4.404,1.037,290.35294,41.769741,,,1.0904173436322495,0.15772280577220502
229,K01122.01,FPOS,0.844786082,3.5289,2468.5,35.27,1864.0,2.07285506190823,5705.0,4.452,0.915,298.71152,41.635792,,,0.8702303366132575,0.02451165950819702
230,K01123.01,FPOS,0.848483947,1.4451,1907.4,32.11,1908.0,2.270808448652586,5941.0,4.504,0.936,292.23679,41.7393,,,1.0468985253902388,0.02568633352212264
231,K01124.01,FPOS,11.99097576,5.7401,2124.3,37.47,880.0,0.1031536780772032,6110.0,4.352,1.072,296.29855,41.602718,,,1.3413748402703596,0.1364183502242362
232,K01200.01,FPOS,0.393726813,2.95,564.6,24.17,2705.0,9.221798980335032,6277.0,4.449,1.031,294.65121,38.636459,,,1.437003115538648,0.014933482703482912
233,K00990.01,FPOS,67.69213907,51.349,25457.0,175.98,1173.0,0.32644573925710124,5355.0,2.754,10.703,293.47363,46.970402,,,7.901944152143641,0.1861236452423068
234,K00140.01,FPOS,19.97867,10.168,944.3,6.85,1351.0,0.5739402767662054,9651.0,4.229,1.895,299.15353,40.286961,,,14.760090034290048,0.1918453273620021
235,K01062.01,FPOS,15.45158184,2.406,85.3,2.02,1285.0,0.46892206846321927,7839.0,4.08,2.069,297.98123,41.44487,,,7.0144508791474305,0.146314233697995
236,K01063.01,FPOS,89.69816853,5.5418,273110.0,102.08,554.0,0.01626365622723962,6214.0,4.021,1.583,299.0209,44.17276,,,2.1191243429649798,0.4318264114672469
237,K01064.01,FPOS,1.187352427,4.999,20703.0,67.35,2251.0,4.419009468317553,6424.0,4.186,1.489,285.06335,44.167885,,,2.276708120974608,0.027153841975146673
238,K00015.01,FPOS,3.012476582,3.1424,1138.5,65.25,2371.0,5.441842680262199,8601.0,4.137,2.031,294.1434,39.089779,,,9.979211884130406,0.05122892052201729
239,K01125.01,FPOS,7.814839231,3.0122,2010.3,5.33,903.0,0.11415877640203934,5887.0,4.499,0.931,294.02725,41.675968,,,1.003959870935414,0.11218727477967226
240,K01126.01,FPOS,29.7452499,22.695,778.9,3.6,557.0,0.016562272396212673,5334.0,4.372,1.004,297.75311,41.675991,,,0.7296864607777113,0.25110089254857737
241,K01187.01,FPOS,0.741057213,1.05299,1996.3,26.67,1730.0,1.5501019664967224,5496.0,4.592,0.776,291.07126,38.999039,,,0.635680877620801,0.024225877341124306
242,K01188.01,FPOS,2.988085455,3.68,802.8,21.81,1101.0,0.25349599417334306,5497.0,4.577,0.809,294.07071,38.981331,,,0.6631961544824156,0.061189305389240924
243,K01189.01,FPOS,2.783883492,2.4546,903.9,67.17,1934.0,2.4068099053168246,6028.0,3.835,2.147,295.94055,38.876389,,,2.5451626937005813,0.03890245000815984
244,K01190.01,FPOS,0.393727296,3.02,903.5,23.05,2216.0,4.18536780772032,5628.0,4.575,0.808,294.61893,38.611889,,,0.727810380798308,0.015775472721778205
245,K00995.01,FPOS,25.9518461,14.581,1058.5,22.32,521.0,0.012651128914785143,5372.0,4.584,0.796,293.71075,38.983608,,,0.595179019434648,0.25947722228147235
246,K00996.01,FPOS,25.9518536,14.755,2017.9,24.6,494.0,0.010262199563000729,5198.0,4.604,0.742,293.67657,38.991379,,,0.4863394908354294,0.2604291622559497
247,K00997.01,FPOS,5.68628739,17.573,5559.7,4.5,1059.0,0.2169045884923525,6052.0,4.442,0.956,290.77863,37.564079,,,1.151447389510709,0.08716211382069869
248,K00136.01,FPOS,15.66388695,2.4775,5144.4,27.36,1060.0,0.2176037873270211,5996.0,3.901,2.221,289.87347,43.203838,,,2.577422319878122,0.1301965995556477
249,K01065.01,FPOS,4.020628573,4.4085,20901.0,16.94,1232.0,0.39615440640932265,6210.0,4.45,1.033,295.03925,44.191059,,,1.3792952864202341,0.07058890654546135
250,K01067.01,FPOS,185.0228822,4.87326,43547.0,49.82,379.0,0.003561544064093226,6025.0,4.237,1.367,296.30942,44.165741,,,1.6172875725666898,0.806147548654325
251,K01068.01,FPOS,2.897432135,3.1793,1223.7,14.35,2170.0,3.8164603058994904,5970.0,3.619,2.994,300.867,44.14529,,,3.4145985404772428,0.03578322871059814
252,K01130.01,FPOS,2.757794163,2.7644,39043.0,20.05,1231.0,0.3950691915513474,5747.0,4.514,0.891,282.60336,44.28698,,,0.8726357927679178,0.056223775194044985
253,K01132.01,FPOS,1.914158508,3.2917,7829.2,13.63,1646.0,1.2603568827385287,6289.0,4.407,1.118,301.01672,44.233841,,,1.5702135194799518,0.04222529198967382
254,K01196.01,FPOS,3.98216698,2.396,381.3,3.32,1374.0,0.61360524399126,5570.0,4.066,1.548,292.92276,38.47728,,,1.337772508526752,0.05585816648855844
255,K01197.01,FPOS,0.643794198,1.5662,456.7,19.51,2011.0,2.806198106336489,5958.0,4.561,0.83,292.35287,38.942471,,,0.9390108657485318,0.02188347157425175
256,K00998.01,FPOS,161.7883271,5.31,87750.0,36.14,375.0,0.003408594319009468,6018.0,4.327,1.212,291.38269,37.07299,,,1.42725601932509,0.7741112119769168
257,K01000.01,FPOS,0.856895349,1.3078,82.2,0.82,1881.0,2.1564603058994902,6021.0,4.537,0.873,291.07446,37.744389,,,1.0300997514190626,0.026146224202436556
258,K01133.01,FPOS,5.251916208,4.9095,10624.0,37.15,952.0,0.1414202476329206,5542.0,4.52,0.872,294.99734,44.321388,,,0.7385384329123609,0.08645116050660587
259,K01134.01,FPOS,100.3039228,8.702,5450.0,29.55,313.0,0.0016460305899490167,5055.0,4.566,0.772,284.51962,44.453941,,,0.4525769901830223,0.6272885465096663
260,K01135.01,FPOS,0.986620248,3.9722,1345.8,43.98,2308.0,4.8941514930808445,6243.0,4.176,1.385,301.40067,44.318039,,,1.8889203392285723,0.023502182333949972
261,K01003.01,FPOS,8.360616221,7.5385,28066.0,40.35,1263.0,0.4381646030589949,5463.0,3.79,2.445,290.32791,37.726742,,,1.9552135366580194,0.07991320088350164
262,K01004.01,FPOS,1.838514968,2.7391,2721.7,4.86,1426.0,0.709468317552804,5751.0,4.508,0.94,292.89935,37.656059,,,0.9231916203733542,0.04315384504793607
263,K01071.01,FPOS,1.09206833,1.8596,219.2,1.29,1611.0,1.157239621267298,5639.0,4.551,0.859,295.51108,44.109261,,,0.7798158749708305,0.031054494389960583
264,K01073.01,FPOS,1.613001111,2.394,104.1,1.25,1680.0,1.3678805535324108,5580.0,4.223,1.205,300.32898,44.151119,,,1.0488523908104874,0.033126318448480435
265,K01075.01,FPOS,1.343767797,1.9405,4702.6,18.66,2654.0,8.503554260742899,6324.0,3.8,2.312,299.70078,47.291752,,,3.320059023730749,0.02363810909279153
266,K01076.01,FPOS,29.12436474,3.4209,6496.0,15.25,356.0,0.0027749453750910416,4457.0,4.767,0.481,297.39066,47.255711,,,0.17041434221248208,0.29645987831917564
267,K01138.01,FPOS,31.82814583,2.917,4456.8,35.8,564.0,0.017458120903131827,5908.0,4.507,0.92,284.99738,44.410198,,,1.0063297311538915,0.2872178834064704
268,K01139.01,FPOS,3.629442796,5.63,426.6,3.28,1434.0,0.7293153678077203,6506.0,4.336,1.217,296.29196,44.33226,,,1.9576603456477102,0.06197992743311284
269,K01140.01,FPOS,0.553261874,0.8875,1038.1,97.36,3689.0,31.83472687545521,5679.0,3.565,3.142,301.47577,44.319759,,,2.934162655191576,0.01148501594548835
270,K01143.01,FPOS,7.44042933,2.991,547.3,2.74,883.0,0.10496722505462491,5815.0,4.54,0.877,296.30762,44.21146,,,0.9003036263650608,0.1107918248240477
271,K01006.01,FPOS,30.6113932,3.576,3472.0,19.68,317.0,0.0017334304442825927,3900.0,4.727,0.534,299.65094,40.973282,,,0.11091498248739762,0.30260909138517084
272,K01008.01,FPOS,569.934135,4.1904,18904.0,38.98,296.0,0.0013182811361981063,5367.0,3.783,2.057,291.69672,37.238041,,,1.5323261131444548,1.2897681748716159
