ObjectOfInterest,Disposition,OrbitalPeriod,TransitDuration,TransitDepth,PlanetType,PlanetName,StarSunDiameter,PlanetEarthVolume,StarClassification,MainSequence,PlanetEarthTemperature,StarSunMass
K00010.01,CFRM,0.00964407509650924,3.19843,9145.7,Gas Giant,Kepler-8 b,0.6334729404388715,0.00035945029600777947,F,0,5.964705882352941,1.1348835995471196
K00791.01,CFRM,0.03452951225188227,5.1497,6105.6,Gas Giant,Kepler-682 b,0.40121408150470217,0.00018231200757077234,G,0,2.9529411764705884,0.9936822173231601
K00813.01,CFRM,0.010666492881587953,2.3111,8544.8,Gas Giant,Kepler-688 b,0.33791044514106583,0.00018083380210398228,G,0,3.9411764705882355,0.8552605034590947
K00801.01,CFRM,0.004450437163586585,2.38963,7969.0,Gas Giant,Kepler-685 b,0.4828539435736678,0.00023971565319778578,G,1,6.192156862745098,0.9378356747406061
K00806.02,CFRM,0.16516069037645448,6.6188,20280.0,Gas Giant,Kepler-30 c,0.3785120877742947,0.00030032207733617767,G,0,1.611764705882353,0.9877674030056081
K00830.01,CFRM,0.0096526558220397,2.59959,22335.0,Gas Giant,Kepler-428 b,0.3462054043887147,0.00028529365509047887,K,1,3.823529411764706,0.8573593130529376
K00824.01,CFRM,0.04209616342231348,3.3169,15337.0,Gas Giant,Kepler-693 b,0.3636684764890282,0.00027125070315597345,K,1,2.3529411764705883,0.7941572370301525
K00840.01,CFRM,0.008323971143052703,1.8411,10859.0,Gas Giant,Kepler-695 b,0.34533225078369906,0.00022148445244070855,K,1,4.003921568627451,0.7550391343682854
K00850.01,CFRM,0.028819423901437373,2.5211,9768.0,Gas Giant,Kepler-702 b,0.3462054043887147,0.000203006884105833,G,0,2.796078431372549,0.8206592514236921
K00851.01,CFRM,0.012548996435318276,2.7055,3812.1,Gas Giant,Kepler-703 b,0.38287785579937306,0.0001327921244333058,G,0,4.070588235294117,0.9741272263694166
K00872.01,CFRM,0.09199516416153321,4.4056,7425.9,Gas Giant,Kepler-46 b,0.4060164263322884,0.0002084269708173965,K,1,1.9411764705882353,0.8842649116616544
K00890.01,CFRM,0.022173549787816563,4.20241,6911.1,Gas Giant,Kepler-714 b,0.4697566394984326,0.00022049898212951515,F,0,3.8666666666666667,1.1701486549733375
K00903.01,CFRM,0.013709285861738535,4.2362,6932.3,Gas Giant,Kepler-719 b,0.3610490156739812,0.00017147183414764535,G,0,3.9137254901960783,0.913329560722708
K00897.01,CFRM,0.005619027745379876,2.0778,14281.0,Gas Giant,Kepler-718 b,0.47150294670846393,0.0003232342620714234,G,1,5.870588235294117,1.0530864046757626
K00898.01,CFRM,0.026750030390143738,2.4517,1897.8,Gas Giant,Kepler-83 b,0.22221759247648903,5.4939969849030035e-05,K,0,1.803921568627451,0.508220360326618
K00908.01,CFRM,0.012890695279945241,3.16114,7912.7,Gas Giant,Kepler-720 b,0.5282579310344827,0.00026114963246624145,G,0,4.556862745098039,0.9422957573530548
K00918.01,CFRM,0.10853704366872007,6.5292,15664.0,Gas Giant,Kepler-725 b,0.3929191222570533,0.0002705116004225784,G,0,1.8509803921568628,0.8435319057224725
K00127.01,CFRM,0.009798167189596167,2.91089,11382.0,Gas Giant,Kepler-77 b,0.43395734169279,0.0002569613836436696,G,1,4.490196078431373,0.9514572152746926
K00128.01,CFRM,0.01353260347433265,3.25346,11145.0,Gas Giant,Kepler-15 b,0.42697211285266456,0.0002616423676218381,G,1,3.9529411764705884,1.0052965790195794
K00139.01,CFRM,0.6154111854893908,11.1899,3487.5,Gas Giant,Kepler-111 c,0.5391723510971788,0.00018896393217132754,G,0,1.3058823529411765,1.0938314605091772
K00129.01,CFRM,0.067540568733744,7.03515,7382.3,Gas Giant,Kepler-470 b,4.071951836990595,0.0019157542849598998,G,0,5.823529411764706,2.7422083480712667
K00948.01,CFRM,0.06731598507871321,3.984,907.5,Gas Giant,Kepler-738 b,0.3269960250783699,5.8389115938206816e-05,G,0,2.0784313725490198,0.825239734176179
K00131.01,CFRM,0.013728226510609173,4.589,6536.0,Gas Giant,Kepler-471 b,0.570605880877743,0.00026188873519963646,F,1,5.129411764705883,1.3036699957480193
K01426.02,CFRM,0.20514082554414786,4.74,4119.2,Gas Giant,Kepler-297 c,0.39160939184952975,0.00015742888221313987,G,0,1.603921568627451,0.8476203623153274
K01241.01,CFRM,0.058604906776180694,11.721,409.3,Gas Giant,Kepler-56 c,1.903911435736677,0.0002867718605572689,K,0,4.262745098039216,1.3828932870504098
K00018.01,CFRM,0.009715168914442162,4.56904,7251.5,Gas Giant,Kepler-5 b,0.7622630971786833,0.0003675804260751248,F,0,6.431372549019608,1.320398352681193
K01439.01,CFRM,1.0804242338124572,24.108,2013.3,Gas Giant,Kepler-849 b,0.7539681379310345,0.00019192034310490762,G,0,1.2745098039215685,1.1673502219816665
K01320.01,CFRM,0.028766132183436002,3.7769,13356.0,Gas Giant,Kepler-816 b,0.34140305956112854,0.00022197718759630524,K,1,2.619607843137255,0.8670217678605749
K01450.01,CFRM,0.005871683060917179,6.2701,19837.0,Gas Giant,Kepler-854 b,0.5697327272727273,0.0014582496929883802,F,1,6.807843137254902,1.081029432679385
K01323.01,CFRM,0.010924314600958248,2.4108,6154.9,Gas Giant,Kepler-817 b,0.3985946206896552,0.00018354384545976403,G,0,4.407843137254902,1.005907509092073
K01456.01,CFRM,0.021592422910335387,5.2147,6331.2,Gas Giant,Kepler-855 b,0.495514670846395,0.00022148445244070855,G,1,3.9058823529411764,0.947563270336661
K01457.01,CFRM,0.021978593081451062,3.0942,8725.4,Gas Giant,Kepler-856 b,0.38724362382445143,0.00020768786808400146,G,0,3.231372549019608,1.010331130517168
K01278.02,CFRM,0.12141599890485967,6.43,791.7,Gas Giant,Kepler-282 e,0.38069497178683387,6.036005656059355e-05,G,0,1.8980392156862744,0.7918619316060204
K01215.01,CFRM,0.047431050184804924,8.045,241.3,Gas Giant,Kepler-277 b,0.8107231222570533,7.735941942867907e-05,G,0,3.780392156862745,1.1809739079959245
K01215.02,CFRM,0.09036637508555784,7.118,278.1,Gas Giant,Kepler-277 c,0.8107231222570533,7.711305185088072e-05,G,0,3.0509803921568626,1.1809739079959245
K01409.01,CFRM,0.04534052229979466,2.611,700.8,Gas Giant,Kepler-837 b,0.37327316614420064,7.243206787271225e-05,G,0,2.7490196078431373,0.728699924542797
K01288.01,CFRM,0.32287777686516084,5.8796,8506.6,Gas Giant,Kepler-807 b,0.4680103322884013,0.0002552368105990813,F,0,1.6392156862745098,1.1168788471687208
K01353.01,CFRM,0.34460068966461327,9.0191,12390.0,Gas Giant,Kepler-289 c,0.48678313479623825,0.0003047566937365478,G,1,1.5450980392156863,0.9980820150056179
K01416.01,CFRM,0.006833073700205339,4.2721,25070.0,Gas Giant,Kepler-840 b,0.43308418808777427,0.000388028935032387,F,0,5.52156862745098,0.9586053299904714
K00017.01,CFRM,0.008856123975359342,3.59385,10559.0,Gas Giant,Kepler-6 b,0.5636206520376176,0.00032175605660463333,G,0,5.317647058823529,1.0482599168020617
K01299.01,CFRM,0.14373953319644078,14.9066,946.7,Gas Giant,Kepler-432 b,1.8148497680250784,0.00030574216404774117,K,0,3.184313725490196,1.3526223030135969
K01426.01,CFRM,0.10641612473648186,6.0573,1004.9,Gas Giant,Kepler-297 b,0.39160939184952975,6.922928936133381e-05,G,0,1.996078431372549,0.8476203623153274
K01236.01,CFRM,0.09783808788501026,8.491,778.8,Gas Giant,Kepler-279 c,0.7408708338557993,0.00013476306505569253,F,0,3.0352941176470587,1.1667563675906547
K01606.01,CFRM,0.0139158066036961,1.7732,276.7,Gas Giant,Kepler-905 b,0.37458289655172416,3.449146089176774e-05,G,0,3.6392156862745098,0.9651416791115461
K00192.01,CFRM,0.02817520637919233,4.28889,9655.7,Gas Giant,Kepler-427 b,0.5994199498432602,0.0003308716569831719,G,0,3.9058823529411764,0.9374704118976533
K00188.01,CFRM,0.010395669429158112,2.2608,14431.0,Gas Giant,Kepler-425 b,0.3702171285266458,0.00024809215084292934,K,1,3.850980392156863,0.8839103100744731
K00189.01,CFRM,0.08312236922655715,6.0134,21125.0,Gas Giant,Kepler-486 b,0.3339812539184953,0.00027075796800037674,K,1,1.8,0.7429154075432077
K01569.01,CFRM,0.03765113897330596,2.8831,1215.6,Gas Giant,Kepler-892 b,0.305167184952978,6.922928936133381e-05,K,0,2.180392156862745,0.7371754211762248
K00022.01,CFRM,0.021605609412731003,4.2854,10345.0,Gas Giant,Kepler-422 b,0.5400455047021945,0.0003111622507593046,G,0,4.031372549019608,1.1490948926472517
K00194.01,CFRM,0.008544361768651608,2.1878,16456.0,Gas Giant,Kepler-488 b,0.43483049529780565,0.00034885649016245087,F,0,5.109803921568627,1.0718528620674643
K01574.01,CFRM,0.3141316358658453,12.0355,4850.0,Gas Giant,Kepler-87 b,0.741743987460815,0.0003025393855363627,G,0,1.8666666666666667,0.9682851086215158
K01519.01,CFRM,0.014084502395619439,2.703,310.7,Gas Giant,Kepler-876 b,0.39466542946708466,3.818697455874285e-05,K,1,3.619607843137255,0.8316744430824835
K00183.01,CFRM,0.007349291008898015,2.69382,18136.0,Gas Giant,Kepler-423 b,0.41736742319749215,0.0003136259265372881,G,0,4.96078431372549,0.8600669904020979
K00195.01,CFRM,0.008809085587953456,2.11481,14319.0,Gas Giant,Kepler-426 b,0.3942288526645768,0.000280366303534512,G,0,4.647058823529412,0.8850992968345256
K01474.01,CFRM,0.1909006608898015,3.7177,4491.2,Gas Giant,Kepler-419 b,0.7557144451410658,0.00028701822813506726,F,0,2.403921568627451,1.4002662806889719
K00020.01,CFRM,0.012150480312114988,4.69813,16388.0,Gas Giant,Kepler-12 b,0.6177561755485893,0.0004446934779260055,G,0,5.247058823529412,1.0942823006188018
K00186.01,CFRM,0.008879561615331965,3.03318,16451.0,Gas Giant,Kepler-485 b,0.44225230094043877,0.0003180605429376582,G,1,4.874509803921568,1.0276267145560607
K01553.01,CFRM,0.14444568117727583,6.6517,5805.8,Gas Giant,Kepler-890 b,0.49638782445141066,0.00021581799815134672,F,0,2.1176470588235294,1.222186337290381
K00205.01,CFRM,0.03208795071868583,3.0039,9763.3,Gas Giant,Kepler-492 b,0.3361641379310345,0.00019561585677188275,G,0,2.588235294117647,0.7935932138604272
K00219.01,CFRM,0.021971577059548254,5.3694,3120.4,Gas Giant,Kepler-494 b,0.5976736426332289,0.00019192034310490762,F,1,4.286274509803921,1.0750369494049896
K00206.01,CFRM,0.014603921776865161,6.2226,4676.5,Gas Giant,Kepler-433 b,0.8316788087774295,0.00032224879176023,F,0,5.862745098039215,1.3753285394155803
K00214.01,CFRM,0.009067389864476387,1.4049,5976.5,Gas Giant,Kepler-424 b,0.40907246394984326,0.00022320902548529693,G,0,4.376470588235295,1.011802333952012
K00200.01,CFRM,0.02009778219301848,2.9987,8510.5,Gas Giant,Kepler-74 b,0.6539920501567398,0.000352552003829426,F,0,4.529411764705882,1.2724482296430846
K00208.01,CFRM,0.00822417398220397,3.2848,8538.0,Gas Giant,Kepler-493 b,0.5116680125391849,0.0002700188652669817,F,1,5.63921568627451,1.2545030411449463
K00209.01,CFRM,0.13905639008898013,10.8474,5671.1,Gas Giant,Kepler-117 c,0.6138269843260188,0.00026114963246624145,F,0,2.4,1.1055722681834221
K00201.01,CFRM,0.011568472396988364,2.82038,7563.0,Gas Giant,Kepler-491 b,0.4601519498432602,0.00022173082001850688,G,1,4.356862745098039,1.0263552705495533
K00216.01,CFRM,0.055227993620807665,3.1488,5368.1,Gas Giant,Kepler-118 c,0.37720235736677116,0.00015373336854616478,K,1,2.211764705882353,0.8121644582087771
K01787.01,CFRM,0.2702749711156742,6.593,7320.0,Gas Giant,Kepler-950 b,0.34314936677115987,0.00017221093688104034,G,0,1.411764705882353,0.8638962467220132
K00202.01,CFRM,0.004711461437371663,2.0243,10184.0,Gas Giant,Kepler-412 b,0.5304408150470219,0.00032643704058280183,G,0,6.458823529411765,1.0684865285610794
K01790.01,CFRM,0.35689087720739215,6.474,5128.7,Gas Giant,Kepler-952 b,0.4431254545454545,0.00018970303490472255,G,1,1.4470588235294117,1.0928198617094234
K00196.01,CFRM,0.005080239715263518,2.35672,10570.0,Gas Giant,Kepler-41 b,0.41343823197492163,0.0002475994156873327,G,0,5.631372549019608,0.9043081670803242
K01797.01,CFRM,0.045945949021218346,3.7386,908.0,Gas Giant,Kepler-954 b,0.32393998746081504,5.543270500462672e-05,K,1,2.1372549019607843,0.7787970641040518
K01800.01,CFRM,0.021339635983572896,1.1081,3387.4,Gas Giant,Kepler-447 b,0.42871842006269595,0.00040675287094506105,G,1,3.458823529411765,0.8950338708450614
K00203.01,CFRM,0.0040676550143737165,2.2874,20824.0,Gas Giant,Kepler-17 b,0.44443518495297807,0.0003567402526519977,G,1,6.125490196078432,1.023557043291442
K01873.01,CFRM,0.19524068391512664,8.813,2138.0,Gas Giant,Kepler-328 c,0.46670060188087775,0.00012170558343238045,F,0,1.8627450980392157,1.1629790878438282
K00197.01,CFRM,0.04729992246406571,3.94738,10458.0,Gas Giant,Kepler-489 b,0.3221936802507837,0.00018009469937058727,K,1,2.1098039215686275,0.7901857959934158
K02133.01,CFRM,0.017102465352498288,11.261,396.8,Gas Giant,Kepler-91 b,2.715944288401254,0.0003678267936529231,K,0,7.458823529411765,1.2199355796788809
K00238.01,CFRM,0.047179545352498284,4.5568,509.8,Gas Giant,Kepler-123 b,0.5308773918495298,6.873655420573714e-05,F,1,3.203921568627451,1.0150411405737738
K02154.01,CFRM,0.03266199446954141,6.152,709.3,Gas Giant,Kepler-1799 b,0.4020872351097179,5.986732140499687e-05,G,0,3.019607843137255,1.0189098378481172
K00254.01,CFRM,0.006722082480492814,1.72722,36912.0,Gas Giant,Kepler-45 b,0.24797562382445137,0.00026114963246624145,K,0,2.8627450980392157,0.5865609768077935
K02493.01,CFRM,0.0018154287775496237,1.1522,322.7,Gas Giant,Kepler-1259 b,0.334854407523511,3.941881244773456e-05,K,1,6.592156862745098,0.8554748041042453
K00004.01,CFRM,0.010539005440109514,2.632,1298.6,Gas Giant,Kepler-1658 b,1.3062377931034483,0.0003187996456710532,F,0,7.976470588235294,1.4843614726192333
K02672.02,CFRM,0.11770658015058179,4.726,1120.1,Gas Giant,Kepler-396 b,0.41256507836990597,8.17940358290492e-05,G,0,1.9450980392156862,0.9193483736178066
K02674.01,CFRM,0.5407560531143053,11.106,2575.6,Gas Giant,Kepler-1311 d,0.7308295673981191,0.00023454193406402063,G,0,1.5333333333333334,1.0330644158163012
K02744.01,CFRM,0.3001971110198494,6.568,899.7,Gas Giant,Kepler-1333 b,0.6343460940438872,0.00011948827523219536,G,0,1.6784313725490196,0.9335717978577543
K00285.01,CFRM,0.03764224665297741,6.0968,425.9,Gas Giant,Kepler-92 b,0.7290832601880878,8.943143074079778e-05,G,0,3.823529411764706,1.1430084403813476
K00046.01,CFRM,0.009548771460643396,3.83661,1298.8,Gas Giant,Kepler-101 b,0.6954668463949844,0.00013895131387826431,G,0,5.666666666666667,1.076584311301303
K00367.01,CFRM,0.08645763509924709,2.12791,2125.4,Gas Giant,Kepler-1656 b,0.4322110344827586,0.00011135814516485011,G,1,2.235294117647059,0.9905739078538235
K00370.01,CFRM,0.11740583028062972,9.7471,408.9,Gas Giant,Kepler-145 c,0.7696849028213166,8.89386955852011e-05,F,0,2.780392156862745,1.2419986383166013
K00063.01,CFRM,0.02582927230663929,2.8112,3977.0,Gas Giant,Kepler-63 b,0.3868070470219436,0.0001411686220784494,G,0,3.1019607843137256,0.9451134394997194
K00372.01,CFRM,0.3439538614647502,9.108,7841.6,Gas Giant,Kepler-539 b,0.4850368275862069,0.00024686031295393767,G,1,1.5215686274509803,0.9728471545431713
K00375.01,CFRM,2.707408946475017,5.9504,5060.0,Gas Giant,Kepler-1704 b,0.6762574670846395,0.00026632335160000666,G,0,0.8745098039215686,1.1059088426477381
K00377.01,CFRM,0.05276064569472964,4.1281,6660.5,Gas Giant,Kepler-9 b,0.41736742319749215,0.0001906885052159159,G,0,2.592156862745098,1.0340279539488784
K00318.01,CFRM,0.10563550417522245,12.391,1388.2,Gas Giant,Kepler-522 b,0.8412834984326019,0.0002108906465953799,F,0,2.984313725490196,1.487236119839157
K03115.01,CFRM,0.016060267488021904,3.985,183.0,Gas Giant,Kepler-1431 b,0.4540398746081505,3.572329878075944e-05,F,0,4.172549019607843,1.0560468213534357
K00423.01,CFRM,0.05773359425051335,5.92691,8894.7,Gas Giant,Kepler-39 b,0.6644698934169279,0.00035550841476300604,F,0,3.4235294117647057,1.0676915361175574
K00428.01,CFRM,0.01881770403832991,6.8569,3753.8,Gas Giant,Kepler-40 b,0.9513008526645766,0.00033111802456097027,F,0,5.811764705882353,1.5175078823233785
K00490.02,CFRM,2.932875082819986,16.1784,19046.0,Gas Giant,Kepler-167 e,0.30211114733542316,0.00022838274461906208,K,0,0.5058823529411764,0.7478744285573495
K00508.01,CFRM,0.02171275432991102,3.6083,826.1,Gas Giant,Kepler-170 b,0.4505472601880878,7.5142111228494e-05,G,1,3.5254901960784313,1.0863653112160303
K00464.01,CFRM,0.15978660618754278,6.3363,5374.7,Gas Giant,Kepler-561 b,0.4160576927899686,0.00017295003961443538,G,0,1.7490196078431373,0.9723045013976093
K00089.01,CFRM,0.2318624295687885,10.0248,347.7,Gas Giant,Kepler-462 b,0.7814724764890282,8.302587371804091e-05,F,0,2.396078431372549,1.3499651498078338
K00412.01,CFRM,0.011353925226557152,2.8997,3680.7,Gas Giant,Kepler-546 b,0.5260750470219435,0.00018009469937058727,G,0,4.933333333333334,0.9785670515210892
K00470.01,CFRM,0.010269220881587953,1.9457,2397.9,Gas Giant,Kepler-564 b,0.41474796238244516,0.00011357545336503522,G,0,4.427450980392157,1.0716764955083422
K00631.01,CFRM,0.04232185264887064,8.79536,4253.2,Gas Giant,Kepler-628 b,0.6142635611285266,0.00022444086337428863,G,0,3.4156862745098038,1.0670989436025993
K00614.01,CFRM,0.03524904156057495,2.2491,3860.7,Gas Giant,Kepler-434 b,0.6216853667711598,0.00027740989260093197,G,0,3.631372549019608,1.2235915628747491
K00666.01,CFRM,0.06091210450376454,4.1483,613.7,Gas Giant,Kepler-640 b,0.4116919247648903,6.701198116114875e-05,G,0,2.388235294117647,1.0342841767439248
K00674.01,CFRM,0.04473341730321698,9.3599,1718.4,Gas Giant,Kepler-643 b,1.132916802507837,0.00025794685395486304,K,0,3.776470588235294,1.0861535336764079
K00680.01,CFRM,0.02354593820396988,9.0015,4510.2,Gas Giant,Kepler-435 b,1.7083250282131661,0.0006533668163212004,F,0,6.67843137254902,1.669691325515128
K03439.01,CFRM,0.1141913930184805,8.567,330.0,Gas Giant,Kepler-1502 b,0.4968244012539184,5.395449953783668e-05,F,0,2.384313725490196,1.1719282389752803
K03678.01,CFRM,0.4404778088980151,10.8771,7590.4,Gas Giant,Kepler-1513 b,0.4557861818181818,0.00022394812821869198,G,1,1.3568627450980393,0.8184977547658948
K03681.01,CFRM,0.5963910825462012,21.306,9148.7,Gas Giant,Kepler-1514 b,0.5094851285266457,0.0002751925844007469,F,1,1.3450980392156864,1.207141573693299
K03683.01,CFRM,0.5867543980835044,16.2938,4523.4,Gas Giant,Kepler-1515 b,0.5924347210031348,0.00022591906884107866,F,1,1.4901960784313726,1.3024953767041922
K03762.01,CFRM,0.6592718609171799,16.666,5022.9,Gas Giant,Kepler-1519 b,0.6046588714733543,0.00025400497271008956,G,0,1.3411764705882352,1.0316111842196574
K02076.02,CFRM,0.6004696952772074,12.4124,3628.7,Gas Giant,Kepler-1085 b,0.441815724137931,0.00015053059003478634,F,0,1.227450980392157,1.1193799407663538
K03728.01,CFRM,0.015184347950718685,2.717,2211.0,Gas Giant,Kepler-1517 b,1.7624605517241378,0.0005486605957569054,F,0,9.16078431372549,2.0546317451863567
K02065.01,CFRM,0.21966364599589322,4.656,888.7,Gas Giant,Kepler-1789 b,0.38768020062695924,7.982309520666248e-05,G,0,1.4901960784313726,0.921387734544326
K01658.01,CFRM,0.004229784783025325,1.43586,5817.3,Gas Giant,Kepler-76 b,0.6164464451410658,0.0003308716569831719,F,0,7.8313725490196076,1.1515581902869099
K03094.01,CFRM,0.012531147433264887,0.949,710.0,Gas Giant,Kepler-1904 b,0.216978670846395,3.276688784717935e-05,K,0,2.223529411764706,0.5276297471288524
K00754.01,FPOS,0.004755516640657084,2.40641,8079.2,,,0.34533225078369906,0.000824345915313249,G,0,5.470588235294118,0.8374703923788261
K00114.01,FPOS,0.020155481396303902,5.022,233.7,,,0.8548173793103448,0.000966007272547295,F,0,5.262745098039216,1.3559443632213934
K00742.01,FPOS,0.03154400016427105,3.6399,17984.0,,,0.3702171285266458,0.0037080784134428304,G,0,2.9529411764705884,0.9406069852022413
K00743.01,FPOS,0.05312508626967831,12.2155,8918.7,,,0.2968722257053292,0.00017689192085920883,K,0,2.0509803921568626,0.6586190990607353
K00744.01,FPOS,0.052625294839151265,4.79843,74284.0,,,0.41343823197492163,0.0012143457909680226,F,0,2.7372549019607844,1.0263995503369763
K00745.01,FPOS,0.04509195822039699,9.4378,10479.0,,,0.34314936677115987,0.00019561585677188275,K,1,2.3333333333333335,0.7420985571119711
K00748.01,FPOS,0.007382260511978098,3.6129,397.9,,,0.3575564012539185,3.892607729213787e-05,K,1,4.180392156862745,0.7819595690933102
K00113.01,FPOS,1.0584614724161534,6.8057,24927.0,,,0.6897913479623824,0.001022425447863115,G,0,1.1647058823529413,1.098830407579386
K00770.01,FPOS,0.004124172731006161,1.5155,2211.7,,,0.36279532288401256,0.00011160451274264847,G,0,5.694117647058824,0.9221860379984386
K00771.01,FPOS,1.8361273949349761,53.412,18091.0,,,0.42915499686520375,0.00034836375500685415,G,1,0.7686274509803922,1.0321041653209884
K00772.01,FPOS,0.16771078110882956,7.633,5123.3,,,0.47630529153605017,0.0009822675326819855,F,0,1.9803921568627452,1.0971499717755315
K00761.01,FPOS,0.007395722932238192,3.3827,860.4,,,0.39728489028213165,0.000161124395880115,G,0,4.792156862745098,0.8885856179015217
K00763.01,FPOS,0.05380207942505134,5.2514,11766.0,,,0.4640811410658307,0.0003059885316255395,F,0,2.8627450980392157,1.0155072402676397
K00768.01,FPOS,0.09290550162902121,14.561,8503.7,,,0.30778664576802506,0.00018083380210398228,K,1,1.6862745098039216,0.7708941128645872
K00774.01,FPOS,0.02037687064750171,2.3078,24446.0,,,0.41736742319749215,0.0003702904694309065,F,0,3.792156862745098,0.9829519297984018
K00779.01,FPOS,0.02849006986995209,6.5036,14489.0,,,0.40339696551724136,0.0002766707898675369,G,0,3.2666666666666666,0.7708332460892096
K00798.01,FPOS,0.009149659761806981,3.813,725.3,,,0.3540637868338558,0.0005309221301554248,G,0,4.047058823529412,0.8543940268861161
K00799.01,FPOS,0.004453470841889117,2.1145,1620.6,,,0.4247892288401254,0.0007989700548000199,G,1,6.066666666666666,0.8888780372935152
K00789.01,FPOS,0.03882222778918549,2.505,459.9,,,0.38331443260188086,4.6317104626088105e-05,G,0,2.788235294117647,0.9741044490404525
K00792.01,FPOS,0.0039254481177275835,1.8868,1976.3,,,0.5845763385579937,0.0011475801773846723,F,1,7.529411764705882,1.08687011933286
K00793.01,FPOS,0.028251123915126623,3.836,871.7,,,0.46277141065830724,0.0007043649049254569,G,1,3.4352941176470586,1.052514834457514
K00796.01,FPOS,0.0012164051088295687,2.0792,10967.0,,,0.27766284639498434,0.0006777572065232361,G,0,7.2,0.7039320294618977
K00803.01,FPOS,0.02065445311430527,6.222,322.6,,,0.35973928526645765,0.0004304041584137017,G,0,3.2862745098039214,0.915104979376557
K00805.01,FPOS,0.028276620698151952,7.7915,16918.0,,,0.44705464576802506,0.0003271761433161968,G,1,3.3058823529411763,0.8754198871550197
K00807.01,FPOS,0.004217377831622177,2.1541,816.1,,,0.39946777429467084,0.000632918307363938,G,0,5.764705882352941,1.0362360170355487
K00808.01,FPOS,0.008186870444900752,5.414,589.2,,,0.31913764263322886,4.188248822571797e-05,K,1,3.6,0.7386713400466351
K00828.01,FPOS,0.006864038072553046,2.0067,1339.2,,,0.4099456175548589,0.0007455082904177798,G,0,5.2,1.0326369943143958
K00819.01,FPOS,0.1041388897467488,4.34617,82872.0,,,0.40688957993730407,0.0006775108389454377,G,0,1.9607843137254901,1.0530483689747225
K00011.01,FPOS,0.010261021760438057,5.0642,616.0,,,0.3606124388714734,0.00033629174369473547,G,0,4.043137254901961,0.9237970897259736
K00822.01,FPOS,0.021682051663244353,3.3148,15148.0,,,0.3387835987460815,0.0002547440754434846,G,0,3.1921568627450982,0.8518045147774309
K00827.01,FPOS,0.01636089675564682,3.065,962.4,,,0.43526707210031346,9.509788503015962e-05,F,0,4.105882352941176,1.0740062575309453
K00839.01,FPOS,0.006698801689253936,4.7211,1177.9,,,0.3767657805642633,0.0006467148917206451,G,0,4.9450980392156865,0.9608112655120411
K00831.01,FPOS,0.010689507186858316,3.831,16228.0,,,0.3920459686520376,0.0003025393855363627,G,0,4.329411764705882,0.9889382355195083
K00832.01,FPOS,0.025424662776180697,3.49949,44791.0,,,0.3584295548589342,0.0004338533045028785,G,0,3.1215686274509804,0.8209237291908401
K00833.01,FPOS,0.010818358535249829,2.1862,2453.9,,,0.37938524137931035,0.0007745796645979841,F,0,4.443137254901961,0.9542365515976945
K00836.01,FPOS,0.006527181040383299,3.0918,1268.1,,,0.3060403385579937,0.00042030308772396965,K,1,3.9607843137254903,0.6824212328890953
K00838.01,FPOS,0.013304274836413414,2.2757,6044.3,,,0.43133788087774294,0.000944326925701041,F,0,4.368627450980392,1.0522777421573655
K00848.01,FPOS,0.008669311052703627,2.9381,4357.2,,,0.30735006896551725,0.0006607578436551505,K,1,3.7411764705882353,0.6803960965379073
K00859.01,FPOS,0.028592251635865845,2.743,1159.8,,,0.3501345956112853,6.55337756943587e-05,K,1,2.615686274509804,0.7708417552779909
K00862.01,FPOS,0.016020590475017114,3.11058,33004.0,,,0.3518809028213166,0.00036018939874117454,G,0,3.533333333333333,0.8040565214403602
K00866.01,FPOS,0.007833428867898699,1.8832,1014.3,,,0.4457449153605015,0.00010766263149787502,F,0,5.313725490196078,1.09312034969721
K00120.01,FPOS,0.05624979466119096,2.517,218.5,,,0.5518330783699059,5.937458624940018e-05,G,0,2.9098039215686273,0.9378008952447178
K00876.01,FPOS,0.01915975228747433,2.0488,20285.0,,,0.36192216927899684,0.01450267383467714,G,0,3.3450980392156864,0.9241140138222491
K00121.01,FPOS,0.02412348309377139,5.0683,401.1,,,1.04953063322884,0.0015683760002642387,F,0,5.486274509803922,1.3319423313998826
K00894.01,FPOS,0.021745701848049283,6.703,1590.7,,,0.4042701191222571,0.00011530002640962358,G,0,3.443137254901961,1.0395334497261983
K00882.01,FPOS,0.005357457653661876,2.1958,24905.0,,,0.2632558119122257,0.0005316612328888199,G,0,4.349019607843137,0.6029081010788202
K00888.01,FPOS,0.002739896065708419,0.9967,1823.5,,,0.3448956739811912,0.00010199617720851315,G,0,6.352941176470588,0.7192347755096713
K00895.01,FPOS,0.012072304566735113,3.8636,12861.0,,,0.42566238244514104,0.00026977249768918337,G,1,4.317647058823529,0.8102624754364682
K00905.01,FPOS,0.01586602041341547,3.2496,1692.9,,,0.3610490156739812,0.00010667716118668165,G,0,3.7254901960784315,0.913329560722708
K00909.01,FPOS,0.04482405642710472,3.8449,4147.6,,,0.2584534670846395,0.013312964801488952,K,0,1.7176470588235293,0.57977556599849
K00930.01,FPOS,0.008336128120465434,10.0134,1695.0,,,0.3287423322884013,0.0006045860359171287,G,0,4.219607843137255,0.8302453415842749
K00932.01,FPOS,0.010556055137577002,3.183,1030.9,,,0.4212966144200627,8.795322527400773e-05,G,1,4.541176470588235,1.0781299774506201
