ObjectOfInterest,Disposition,OrbitalPeriod,TransitDuration,TransitDepth,PlanetType,PlanetName,StarSunDiameter,PlanetEarthVolume,StarClassification,MainSequence,PlanetEarthTemperature,StarSunMass
K03798.01,FPOS,0.00819133561943874,7.4319,1356.9,,,0.3662879373040752,9.706882565254635e-05,G,0,4.741176470588235,0.7484114389253331
K03799.01,FPOS,0.0036344186036960987,5.2334,5673.8,,,0.33922017554858935,0.00017442824508122543,G,0,5.470588235294118,0.7285486079216577
K07807.01,FPOS,0.0015517935523613963,2.637,19.9,,,0.48940259561128524,1.2318378889917048e-05,F,0,9.992156862745098,0.9634467593675379
K03800.01,FPOS,0.0034145296208076665,2.6779,134760.0,,,4.2216976802507835,0.6416126191844415,K,0,16.15686274509804,1.375528025424319
K03802.01,FPOS,0.005801779750855578,8.2163,1651.1,,,0.47062979310344827,0.000846026262159503,F,0,6.1607843137254905,1.13201978356758
K03874.01,FPOS,0.0040151560766598215,0.8222,1346.4,,,0.44530833855799373,0.00010544532329768995,G,1,6.552941176470588,0.9264390202649145
K03875.01,FPOS,0.02428587427241615,1.2864,873.1,,,0.6609772789968652,0.0009721664619922536,F,0,4.513725490196078,0.8909805948921599
K07786.01,FPOS,0.004083005037645448,4.721,25.8,,,1.060445053291536,3.104231480259096e-05,F,0,9.705882352941176,1.3045824285607592
K03877.01,FPOS,0.008336115181382615,9.568,272.6,,,0.35711982445141066,0.00038679709714339535,G,0,4.415686274509804,0.9039056529437526
K03645.01,FPOS,0.012198312005475703,5.116,245680.0,,,0.436576802507837,0.0012734740096396245,G,1,4.337254901960784,1.0014205404334577
K03646.01,FPOS,0.039216673374401094,4.83729,69072.0,,,0.3907362382445141,0.0011315662848277802,G,0,2.823529411764706,0.9891509347237787
K03647.01,FPOS,0.05592671408624231,3.46429,121810.0,,,0.48940259561128524,0.014814575188169843,F,0,2.937254901960784,1.037116921643549
K03648.01,FPOS,0.011032999865845312,4.4301,191070.0,,,0.47062979310344827,0.0011722169351645064,F,0,4.8352941176470585,1.030039825950429
K03649.01,FPOS,0.0035697701683778237,4.36797,126640.0,,,0.5863226457680251,0.0018056279776840413,F,1,8.156862745098039,1.0611298227657024
K03725.01,FPOS,0.00429984497193703,3.2035,2213.2,,,5.160337805642634,0.011105264936838019,G,0,16.101960784313725,3.0892385678684655
K03726.01,FPOS,0.31757518521560574,2.4136,37571.0,,,0.3208839498432602,0.0003365381112725338,K,1,1.0392156862745099,0.7264256543441449
K03727.01,FPOS,0.001706890173853525,1.46001,19340.0,,,0.2855212288401254,0.0007191469595933573,G,0,6.709803921568628,0.6393990574661951
K03803.01,FPOS,0.03981313374401095,5.6067,1088.6,,,2.5854078244514107,0.004021950707557917,K,0,5.858823529411764,1.4110854091291865
K03804.01,FPOS,0.007713987159479808,2.1551,3836.0,,,0.4793613291536051,0.001303530854131022,F,0,5.858823529411764,0.9307245623135404
K03805.01,FPOS,0.15523425242984257,7.0706,5824.7,,,5.914305943573668,0.013283154324575353,K,0,4.9450980392156865,2.105245543586655
K03806.01,FPOS,0.44148459137577006,23.467,2185.9,,,0.3540637868338558,0.0001106190424314551,G,0,1.188235294117647,0.7632348694863395
K03879.01,FPOS,0.002375685943874059,6.323,2651.8,,,0.46102510344827585,0.0009310230764999305,F,0,8.258823529411766,1.0184608318750152
K03881.01,FPOS,0.002302866173853525,2.0431,75070.0,,,0.3086597993730408,0.0009692100510586735,K,1,5.9372549019607845,0.6799160961888205
K03882.01,FPOS,0.0022678330595482547,1.42721,10718.0,,,0.42697211285266456,0.0012237077589243599,G,1,7.235294117647059,0.8419653221508793
K03883.01,FPOS,0.003338328643394935,4.7501,379060.0,,,0.39160939184952975,0.001493480256613543,G,0,6.152941176470589,0.8437259005061416
K03650.01,FPOS,0.006575637259411362,2.0835,25044.0,,,0.24317327899686525,0.006621128653330414,K,0,3.4823529411764707,0.5524931342077222
K03651.01,FPOS,0.10123776966461329,5.2063,217140.0,,,0.436576802507837,0.0014698289691449024,G,1,2.1411764705882352,1.0014205404334577
K03652.01,FPOS,0.04482377451060917,3.44467,65927.0,,,0.6177561755485893,0.0017425578777676659,G,0,3.2941176470588234,0.950888017706116
K03653.01,FPOS,0.00716573468035592,9.5545,231450.0,,,1.1564919498432602,0.004007661388045612,G,0,7.894117647058824,1.1214512818711415
K03654.01,FPOS,0.02778572268309377,5.603,116120.0,,,0.5658035360501568,0.0017519198457240028,F,1,4.098039215686274,1.0637179750855468
K03655.01,FPOS,0.007932749771389459,3.2833,289810.0,,,0.436576802507837,0.001593751860777468,G,1,5.007843137254902,1.0014205404334577
K03729.01,FPOS,0.018819066338124572,7.0845,9766.9,,,0.35144432601880876,0.00029588746093580753,G,0,3.368627450980392,0.8896276158537606
K03730.01,FPOS,0.0018302080602327173,2.4129,722770.0,,,0.436576802507837,0.0034185965095297794,G,1,8.16470588235294,1.0014205404334577
K03731.01,FPOS,0.002930247301848049,4.2844,9886.5,,,0.28508465203761757,0.0007078140510146337,K,0,4.8,0.6973372386076891
K07799.01,FPOS,0.002675346327173169,3.4842,151.1,,,1.7192394482758622,0.00012515472952155725,G,0,12.650980392156862,1.710676615386698
K03732.01,FPOS,0.003110007216974675,4.5036,27247.0,,,0.4164942695924765,0.001282343242440365,F,0,7.2,1.0249749334241576
K03807.01,FPOS,0.004933232640657084,7.2492,262580.0,,,1.014604489028213,0.003581199110876685,F,0,10.670588235294117,1.6371510181640576
K03808.01,FPOS,0.14995608399726215,37.1871,7224.8,,,1.6878059184952978,0.0008455335270039063,K,0,3.0470588235294116,1.5963943957039994
K03809.01,FPOS,0.004585053760438057,2.0179,527.4,,,0.5051193605015674,0.0007336826466834594,F,1,7.109803921568627,1.0478116263497106
K03884.01,FPOS,0.005783450529774127,2.5845,489.0,,,0.33005206269592474,0.00046834476539464625,G,0,4.803921568627451,0.8330289337483194
K03885.01,FPOS,0.005122492090349076,1.8432,642.6,,,0.474122407523511,0.00064301937805367,F,0,6.541176470588235,1.1305145224297035
K03886.01,FPOS,0.015240210568104038,10.931,694.9,,,5.5449619686520375,0.001075887212245355,K,0,10.266666666666667,2.1591972933846106
K07787.01,FPOS,0.0036482911430527035,3.737,62.4,,,0.35711982445141066,1.5767524979093824e-05,G,0,5.698039215686275,0.9122693889745134
K03887.01,FPOS,0.00339899596440794,2.195,141.0,,,0.45971537304075233,0.0006713516495004792,F,0,7.243137254901961,1.0033980148396056
K03656.01,FPOS,0.008256042245037645,3.1713,159580.0,,,1.2053885517241378,0.003838653229675951,G,0,7.203921568627451,1.3084264304714945
K03657.01,FPOS,0.005783424440793977,2.7714,262600.0,,,0.436576802507837,0.002839632701703678,G,1,5.564705882352941,1.0014205404334577
K03658.01,FPOS,0.006166784128678987,1.9767,32296.0,,,0.23749778056426332,0.0006674097682557057,K,0,3.066666666666667,0.5405231443500389
K03659.01,FPOS,0.00794144597946612,3.7357,165480.0,,,0.40645300313479626,0.0009517179530349913,G,0,5.0549019607843135,0.9386763092111768
K03660.01,FPOS,0.4784933941136208,2.3569,68139.0,,,0.35100774921630096,0.0009556598342797646,G,0,1.1529411764705881,0.8874187337366992
K03733.01,FPOS,0.08605844350444901,5.3541,178870.0,,,0.436576802507837,0.0014094689125843088,G,1,2.2627450980392156,1.0014205404334577
K03734.01,FPOS,0.026630402381930183,19.6214,6641.6,,,1.0621913605015674,0.024518994077646492,F,0,5.345098039215686,1.4958936304929806
K03735.01,FPOS,0.022168211436002738,2.8833,142890.0,,,0.6190659059561129,0.0016871251727630392,F,0,4.682352941176471,1.1856839928850462
K03736.01,FPOS,0.0017586547570157425,2.1184,39597.0,,,0.34533225078369906,0.0006346428804085264,G,0,7.172549019607843,0.8165249544644694
K03737.01,FPOS,0.35706890814510606,4.165,2290.9,,,0.7356319122257053,0.001416859939918259,G,0,1.8549019607843138,0.9158330362814202
K03812.01,FPOS,0.004887789924709104,6.2233,1733.1,,,0.5361163134796239,0.0010147880529513666,F,1,7.117647058823529,1.2106350092028648
K03813.01,FPOS,0.013303611498973305,3.8588,2183.6,,,0.5269482006269592,0.00016999362868085527,F,1,5.109803921568627,1.2218869747990835
K03814.01,FPOS,0.01629234258726899,5.6,761.8,,,4.290676815047022,0.000794781805977448,K,0,9.27843137254902,2.713605999222818
K02048.02,FPOS,0.2728911101984942,0.968,2496.0,,,0.2147957868338558,0.014194221627273617,K,0,1.0274509803921568,0.5291108905973668
K03888.01,FPOS,0.002615460793976728,1.7405,846.1,,,0.3204473730407523,0.00044740352128178724,G,0,6.078431372549019,0.6950381046501738
K03889.01,FPOS,0.7679030143737167,32.24,651.2,,,0.3894265078369906,7.785215458427574e-05,G,0,1.0509803921568628,0.9802711106906632
K03890.01,FPOS,0.41841368624229974,22.688,2173.5,,,3.2769454796238247,0.0008585910086272183,K,0,2.8784313725490196,1.7637361452780929
K03661.01,FPOS,0.011641566715947982,2.7543,8290.5,,,0.3466419811912226,0.000816462152823702,G,0,4.172549019607843,0.7149200876720995
K03662.01,FPOS,0.038823349240246406,4.5344,172740.0,,,0.49857070846394974,0.001537580053039446,F,0,3.4235294117647057,1.0184710833214157
K03664.01,FPOS,0.005144084134154688,6.60887,824390.0,,,0.5391723510971788,0.003652399340860405,F,1,7.23921568627451,1.0640215164902043
K03665.01,FPOS,0.04871707485284052,4.3194,93395.0,,,0.436576802507837,0.0008204040340684753,G,1,2.7333333333333334,1.0014205404334577
K03666.01,FPOS,0.021745607808350446,7.0612,88327.0,,,0.950864275862069,0.005395942688939264,G,0,5.03921568627451,1.008630846683639
K03738.01,FPOS,0.04340126173853525,4.8707,437860.0,,,0.436576802507837,0.016739198705930478,G,1,2.843137254901961,1.0014205404334577
K03739.01,FPOS,0.006614443671457905,9.7769,560970.0,,,1.4310987586206896,0.007411229475329693,A,0,13.054901960784314,2.0175968610778345
K03740.01,FPOS,0.0017965805284052019,4.17901,174860.0,,,0.4361402257053292,0.002778287174831891,F,0,8.458823529411765,1.0808053145781407
K03741.01,FPOS,0.007165724733744011,9.661,3089.9,,,0.5871957993730408,0.009754677875347513,F,1,6.623529411764705,1.0642926520784948
K03742.01,FPOS,0.0038672799890485973,5.74859,175780.0,,,0.5125411661442006,0.0016979653461861662,F,1,7.756862745098039,1.1938580411270536
K01776.01,FPOS,0.015815926954141,6.822,5794.8,,,0.28159203761755486,0.0006454830538316534,K,0,2.627450980392157,0.6349447321037317
K02027.01,FPOS,0.00995406886516085,2.1862,80.0,,,0.5653669592476489,3.0303212069195942e-05,F,1,5.796078431372549,1.0868160212644842
K07848.01,FPOS,1.0107650841889118,3.239,913.0,,,0.37501947335423197,6.405557022756866e-05,G,0,0.9607843137254902,0.9475514984921094
K01859.01,FPOS,0.12428977002053389,4.477,1355.2,,,0.30778664576802506,0.0005230383676658779,G,0,1.7137254901960783,0.7798206459837275
K01953.01,FPOS,0.04150627241615332,5.856,307.9,,,0.5199629717868338,5.149082375985327e-05,G,0,3.219607843137255,1.0338083082226461
K02088.01,FPOS,0.007200805968514716,11.226,388.9,,,0.47630529153605017,0.0006294691612747611,F,0,5.803921568627451,1.1383242721310445
K02089.01,FPOS,0.025750226639288158,2.076,470.9,,,0.43483049529780565,0.0006255272800299878,F,0,3.6784313725490194,1.0547151200162423
K02112.01,FPOS,0.011381622614647502,1.808,77.0,,,0.5780276865203762,2.8825006602405894e-05,F,1,5.4941176470588236,1.2805379841019648
K02118.01,FPOS,0.008798604791238878,2.205,55.8,,,0.6893547711598746,3.00568444913976e-05,F,0,6.23921568627451,1.2893794824358327
K02127.01,FPOS,0.007859439452429843,1.541,450.8,,,0.34751513479623825,4.237522338131465e-05,G,0,4.690196078431373,0.8758760085316646
K03964.01,FPOS,0.002713497916495551,2.2137,286390.0,,,0.2523413918495298,0.0009083572593424832,K,0,4.929411764705883,0.5747409902857832
K03965.01,FPOS,0.034019385051334707,57.2012,1131.0,,,0.3243765642633229,0.0005257484110216597,K,1,2.207843137254902,0.766644673484979
K03967.01,FPOS,0.03402065817932923,27.7691,582.1,,,0.3566832476489028,6.504104053876202e-05,G,0,2.768627450980392,0.9037755917313526
K03967.02,FPOS,0.03402053442847365,30.1966,468.6,,,0.3566832476489028,5.8881851093803494e-05,G,0,2.768627450980392,0.9037755917313526
K03968.01,FPOS,0.004124575934291581,3.1126,66.9,,,0.4138748087774295,1.970940622386728e-05,G,0,6.125490196078432,0.7892837650026151
K01667.01,FPOS,0.0032305805941136205,1.9745,1109.3,,,1.7022129529780565,0.0029569036687356887,G,0,11.607843137254902,1.719978291209626
K01668.01,FPOS,0.02765713180013689,2.1267,601.7,,,0.3785120877742947,0.0006427730104758716,F,0,3.2509803921568627,0.9520388916064801
K01782.01,FPOS,0.04221877993155373,2.3707,14759.0,,,0.3841875862068965,0.00040946291430084275,G,0,2.592156862745098,0.9048609356372328
K01844.01,FPOS,0.16835411772758385,9.627,3692.4,,,0.2610729278996865,0.00011258998305384184,K,0,1.2666666666666666,0.5915873285225417
K01993.01,FPOS,0.0438152410403833,4.001,668.3,,,0.3034208777429467,0.00044370800761481217,G,0,2.2980392156862743,0.6927652651443112
K01865.01,FPOS,0.005103104339493497,4.414,176.1,,,1.476066169278997,0.001921420739249261,F,0,11.380392156862746,1.6394826936643658
K02320.01,FPOS,0.005578205119780973,3.103,112.5,,,0.33791044514106583,2.0202141379463964e-05,G,0,5.094117647058823,0.8262251611319293
K02322.01,FPOS,0.9110194113620808,14.77,518.1,,,0.48547340438871484,6.282373233857694e-05,F,0,1.184313725490196,1.0710902588504856
K02330.01,FPOS,0.00675729363449692,2.83,172.8,,,0.38069497178683387,3.00568444913976e-05,G,0,4.87843137254902,0.8121747154768755
K02349.01,FPOS,0.5890545653661875,19.97,264.2,,,0.36148559247648904,3.350599058057437e-05,G,0,1.1254901960784314,0.9155396737943808
K02359.01,FPOS,0.00868653555099247,5.404,313.2,,,0.3226302570532915,3.128868238038931e-05,K,1,3.788235294117647,0.8126534283991708
K03969.01,FPOS,0.002015590636550308,1.1148,247.3,,,0.4758687147335423,4.533163431489474e-05,F,0,8.894117647058824,1.1362384745441572
K03970.01,FPOS,0.02788968539356605,7.498,261.2,,,0.24230012539184956,2.3404919890842395e-05,K,0,1.8705882352941177,0.5561634716175241
K03971.01,FPOS,1.0020373826146474,13.071,698.5,,,0.4212966144200627,7.070749482812386e-05,F,0,1.031372549019608,0.9946519119549507
K03972.01,FPOS,0.0014792321971252565,3.619,293.5,,,0.43352076489028213,0.0005284584543774414,G,1,8.937254901960785,1.0952543635058645
K01673.01,FPOS,0.006818548062970569,2.2003,222.2,,,0.43526707210031346,3.7694239403146174e-05,F,0,5.541176470588235,0.9840265396690965
K01674.01,FPOS,0.00594819885010267,1.5794,335.5,,,0.4239160752351097,0.000333828067916752,F,0,5.952941176470588,0.7534508981455837
K01676.01,FPOS,0.0090559062587269,1.672,243.1,,,1.0399259435736676,9.534425260795795e-05,G,0,7.215686274509804,1.3979769455506885
K01678.01,FPOS,0.008717211192334018,3.7875,39268.0,,,0.768375172413793,0.0009169801245654251,G,0,6.333333333333333,1.0390628813840248
K07837.01,FPOS,0.13280764134154688,8.984,288.9,,,0.4217331912225705,5.075172102645825e-05,F,0,2.003921568627451,1.0199308964420704
K01679.01,FPOS,0.002080127189596167,5.323,480.5,,,0.4479277993730407,0.0007149587107707856,F,0,8.345098039215687,1.0962540646769252
K01785.01,FPOS,0.0033375344887063654,2.151,6923.8,,,0.5203995485893417,0.00024193296139797085,G,0,7.235294117647059,1.117297960226788
K01954.01,FPOS,0.02018724832306639,2.883,125.0,,,0.47717844514106583,0.00033826268431712216,F,0,4.305882352941176,0.9996703678962714
K01742.01,FPOS,0.012891090951403148,6.0503,32622.0,,,0.46320798746081504,0.0004823877173291516,F,0,4.713725490196079,1.011689547254241
K01806.01,FPOS,0.0065833181355236135,7.4918,408.7,,,0.7749238244514106,0.00011554639398742193,F,0,7.67843137254902,1.1858048160908954
K01795.01,FPOS,0.00813702302806297,1.198,5945.0,,,0.3104061065830721,0.0006095133874730956,K,1,3.454901960784314,0.702030040784061
K02362.01,FPOS,0.006125065303216975,1.4734,493.8,,,0.3462054043887147,4.311432611470967e-05,K,1,4.447058823529412,0.7927985911889803
K02391.01,FPOS,0.0025564471457905544,6.552,351.4,,,0.3518809028213166,0.00045060629979316565,G,0,6.423529411764706,0.8959557865397746
K02396.01,FPOS,0.0013564246242299795,1.2496,287.9,,,0.4086358871473354,3.867970971433954e-05,G,0,8.435294117647059,0.9466036888980189
K02446.01,FPOS,0.023217831676933608,5.988,107.0,,,1.0608816300940438,6.750471631674543e-05,F,0,5.921568627450981,1.293686488418753
K03973.01,FPOS,0.0024151453223819302,6.8106,3620.9,,,0.3977214670846395,0.00020029684075005124,F,0,7.698039215686275,0.9197149564129332
K03974.01,FPOS,0.0013406771772758385,1.7495,431670.0,,,0.23138570532915362,0.0009231393140103837,K,0,4.905882352941177,0.5574016298968277
K03976.01,FPOS,0.005993425067761808,5.1498,2533.7,,,0.37501947335423197,0.0007317117060610727,G,0,5.050980392156863,0.9585236277277968
K03977.01,FPOS,0.0019406036960985626,3.6789,17575.0,,,0.396411736677116,0.0010120780095955848,G,0,7.980392156862745,0.9523315932731841
K01682.01,FPOS,0.24317979739904175,9.35,393.7,,,1.4690809404388714,0.005789391710683214,K,0,2.4862745098039216,1.2606270802486883
K01689.01,FPOS,0.004128025196440794,3.096,2773.7,,,0.35711982445141066,0.0007827097946653292,K,1,5.101960784313725,0.8281768803641727
K01690.01,FPOS,0.004123257037645448,2.408,136.9,,,0.39117281504702195,2.660769840222083e-05,F,0,6.3843137254901965,0.8341276438903787
K07838.01,FPOS,0.0015674575633127994,2.353,49.3,,,0.3317983699059561,1.2811114045513731e-05,K,1,6.976470588235294,0.7947740519159986
K01691.01,FPOS,0.09622390477754963,2.253,6789.4,,,0.34183963636363635,0.0008006946278446082,G,0,1.8823529411764706,0.8019365709975983
K01694.01,FPOS,0.010103537431895963,1.3784,465.5,,,0.4601519498432602,0.0004984016098860438,F,0,5.019607843137255,1.0076221756697434
K01966.01,FPOS,0.008093102340862423,2.6717,76.1,,,0.3999043510971787,1.995577380166562e-05,G,0,4.749019607843137,0.9086726205972502
K01796.01,FPOS,0.03232226568104039,2.0494,2052.1,,,0.8255667335423198,0.00045528728377133414,F,0,4.52156862745098,1.0092518468034388
K07851.01,FPOS,0.06946216427104723,3.739,78.6,,,0.6522457429467085,3.523056362516276e-05,F,0,3.0549019607843135,1.0922390262970283
K01827.01,FPOS,0.023517231841204654,6.962,429.6,,,35.060173278996864,0.0038231320722746554,K,0,19.215686274509803,1.5889978147431993
K01823.01,FPOS,0.012233967416837781,1.4195,906.7,,,0.41125534796238244,0.000611237960517684,G,0,4.23921568627451,1.0561322409155482
K02500.01,FPOS,0.002556480955509925,4.048,89.3,,,0.6360924012539185,3.646240151415447e-05,F,0,9.705882352941176,1.0852645039148
K02568.01,FPOS,0.004682568186173853,2.718,216.0,,,0.3929191222570533,3.252052026938101e-05,G,0,5.682352941176471,0.9979332980497259
K02570.01,FPOS,0.21880939603011637,4.482,1326.8,,,0.2078105579937304,4.4592531581499714e-05,K,0,0.8509803921568627,0.483983326864474
K02575.01,FPOS,0.5456845995893224,6.43,383.6,,,0.3444590971786834,4.040428275892793e-05,G,0,1.0901960784313725,0.8585597044999461
K02584.01,FPOS,0.4320911978097194,12.42,192.3,,,0.500753592476489,3.9172444869936215e-05,F,0,1.4784313725490197,1.0561931120107186
K03978.01,FPOS,0.00625907112936345,12.408,301.6,,,0.441815724137931,0.0005575298285576456,F,0,5.6196078431372545,1.1193799407663538
K03979.01,FPOS,0.0036483222724161537,4.69,158.3,,,0.43832310971786836,3.350599058057437e-05,F,0,6.988235294117647,0.9464200247805445
K03980.01,FPOS,0.0012849681971252567,0.8864,340.4,,,0.4400694169278997,5.9128218671601836e-05,G,1,9.537254901960784,0.9194699903680336
K03981.01,FPOS,0.0023251959178644767,3.137,690.8,,,0.372400012539185,0.0004954451989524637,G,0,6.984313725490196,0.9495428270843099
K01696.01,FPOS,0.0047982602299794655,3.503,116.6,,,0.5151606269592477,3.399872573617106e-05,F,1,6.827450980392157,1.0949152626991603
K07839.01,FPOS,0.0015518598275154002,1.981,94.0,,,0.30735006896551725,1.6752995290287187e-05,K,1,6.215686274509804,0.694643239516131
K01697.01,FPOS,0.004798230696783025,3.877,414.7,,,0.23094912852664576,2.6114963246624144e-05,K,0,3.6588235294117646,0.5278710433141028
K01698.01,FPOS,0.005654624287474333,2.661,173.2,,,0.3269960250783699,2.5375860513229124e-05,G,0,4.690196078431373,0.7040121113175422
K01699.01,FPOS,0.0061698885503080085,3.66,119.6,,,0.6225585203761755,4.188248822571797e-05,F,0,7.105882352941176,1.224208938428658
K01896.01,FPOS,0.0050773274770705,4.2367,1287.3,,,0.3680342445141066,0.0007240743111493242,G,0,5.0627450980392155,0.9490118696502585
K07852.01,FPOS,0.002794560955509925,0.873,102.3,,,0.3798218181818182,2.217308200185069e-05,G,0,6.76078431372549,0.9154929417478488
K01763.01,FPOS,0.0060207085557837095,3.197,344.8,,,0.3086597993730408,3.276688784717935e-05,K,1,4.262745098039216,0.6814834646635325
K01807.01,FPOS,0.36176071485284056,26.715,7956.2,,,3.545440213166144,0.0018497277741099441,K,0,3.172549019607843,1.814828187782465
K01999.01,FPOS,0.0030681627323750856,1.7664,322.5,,,1.7611508213166145,0.0022012943076281767,K,0,10.913725490196079,1.671430346093755
K02653.01,FPOS,0.004682489848049282,2.252,228.8,,,0.44661806896551715,3.867970971433954e-05,G,1,5.976470588235294,1.133359691082621
K02661.01,FPOS,0.1786126789869952,5.756,197.2,,,1.641965354231975,0.00012761840529954064,G,0,2.8784313725490196,1.6566209984398046
K07817.01,FPOS,0.0015518039972621492,2.324,26.7,,,0.38768020062695924,1.1332908578723685e-05,G,0,7.607843137254902,0.9987169637216193
K03982.01,FPOS,0.006568327463381246,4.384,6071.6,,,0.436576802507837,0.0010002523658612645,G,1,5.333333333333333,1.0014205404334577
K03983.01,FPOS,0.014074541300479125,27.24,145.6,,,0.4518569905956113,0.00047499668999520143,G,1,4.219607843137255,0.958290526226693
K07829.01,FPOS,0.0015518098425735798,5.224,36.9,,,0.3798218181818182,1.3057481623312072e-05,G,0,7.858823529411764,0.9877681087233862
K03985.01,FPOS,0.009737265900068445,8.7,202.5,,,0.4863465579937305,4.188248822571797e-05,G,1,4.988235294117647,1.1256072371965562
K03986.01,FPOS,0.02630673787816564,3.672,584.4,,,0.5055559373040752,0.0007881298813768928,F,1,3.8588235294117648,1.2247109867804895
K03987.01,FPOS,0.0025564620150581793,3.9236,76.6,,,0.9547934670846395,5.099808860425658e-05,F,0,12.20392156862745,1.5076969669990161
K01703.01,FPOS,0.008691679041752224,10.988,405.9,,,0.43483049529780565,0.00022961458250805378,G,1,5.08235294117647,0.9465317186978872
K07840.01,FPOS,0.002470151520876112,2.0516,29.7,,,39.20721632601881,0.0011882308277213986,K,0,40.549019607843135,1.8502363179484629
K01709.01,FPOS,0.06151548501026694,3.034,242.3,,,1.44114002507837,0.0004939669934856737,G,0,4.078431372549019,1.4652358760797939
K01712.01,FPOS,0.027819434195756332,3.0448,908.9,,,0.3985946206896552,6.701198116114875e-05,G,0,3.1372549019607843,0.8821817114682954
K01714.01,FPOS,0.007512604509240246,6.442,39994.0,,,0.35362721003134795,0.0009389068389894775,G,0,4.454901960784314,0.7440232942307616
K01719.01,FPOS,0.0036483542724161534,4.103,150.6,,,0.6993960376175549,5.321539680444166e-05,F,0,8.925490196078432,1.19933779134934
K07853.01,FPOS,0.9969718548939084,15.37,513.5,,,0.41518453918495296,5.420086711563502e-05,F,0,1.0156862745098039,1.0279631084441814
K01887.01,FPOS,0.059651446598220394,4.498,507.7,,,1.3315592476489027,0.0017726147222590636,G,0,4.086274509803921,1.4595405782935715
K01774.01,FPOS,0.006483706765229295,2.346,10143.0,,,0.43264761128526646,0.00026903339495578835,G,1,5.6,0.8866736534553992
K02015.01,FPOS,0.015711592963723476,4.051,688.6,,,0.22221759247648903,4.533163431489474e-05,K,0,2.0980392156862746,0.5395752986367051
K01771.01,FPOS,0.24929888865160849,6.7282,57608.0,,,0.4566593354231975,0.0013082118381091907,F,0,1.6901960784313725,1.1420361838678845
K02814.01,FPOS,0.0013006667104722793,0.8552,110.1,,,0.41693084639498434,2.5375860513229124e-05,F,0,9.301960784313726,1.0390183993028914
K02818.01,FPOS,0.004919474140999316,7.911,223.3,,,0.7482926394984326,8.302587371804091e-05,A,1,9.4,1.5475266269003642
K03988.01,FPOS,0.03401912114989733,28.0218,117.2,,,0.44399860815047015,3.818697455874285e-05,G,1,3.0313725490196077,0.8477316561085095
K03989.01,FPOS,0.003297821618069815,1.62,86.9,,,0.6566115109717868,3.449146089176774e-05,G,0,7.7176470588235295,0.9185698098918339
K03990.01,FPOS,0.005909365722108145,8.09,352.2,,,0.2890138432601881,0.0003518129010960309,G,0,4.325490196078431,0.7300161599855777
K07841.01,FPOS,1.0161519507186858,15.855,597.3,,,0.36497820689655175,5.099808860425658e-05,G,0,0.9607843137254902,0.8872153559234787
K01635.01,FPOS,0.00923938358384668,4.48335,80917.0,,,0.4116919247648903,0.0012133603206568293,G,0,4.56078431372549,1.0608155581687584
K01636.01,FPOS,0.007168817138945928,3.304,180.2,,,0.3579929780564263,2.7593168713414196e-05,G,0,4.882352941176471,0.9041577305400584
K01638.01,FPOS,0.012576577190965091,2.6391,1455.2,,,0.42304292163009405,0.00021803530635153176,F,0,4.411764705882353,1.050180740012443
K01639.01,FPOS,0.3423479808350445,8.99,104.3,,,0.49726097805642633,2.9564109335800918e-05,F,0,1.6313725490196078,1.0956300703183388
K01640.01,FPOS,0.01689361133470226,2.116,502.9,,,0.420423460815047,5.3461764382239994e-05,F,0,4.035294117647059,1.039606699020896
K01642.01,FPOS,0.0009989335468856947,1.4736,112.6,,,0.28028230721003133,1.6752995290287187e-05,G,0,7.815686274509804,0.6305021200750187
K01983.01,FPOS,0.018905470691307324,3.533,420.3,,,0.7513486771159874,0.00011185088032044681,F,0,5.266666666666667,1.476312291937711
K02041.01,FPOS,0.004177715263518138,3.114,83.9,,,0.91637470846395,6.479467296096368e-05,F,0,9.980392156862745,1.2320869914708776
K02139.01,FPOS,0.011693961971252567,2.9283,966.7,,,0.2925064576802508,5.3461764382239994e-05,K,0,3.145098039215686,0.6557919789912307
K07819.01,FPOS,0.0021063899329226555,1.5364,44.8,,,1.2813529153605017,4.754894251507981e-05,G,0,11.48235294117647,1.4217810001200946
K02591.01,FPOS,0.0020673760602327174,2.967,106.0,,,0.35581009404388714,2.0941244112858984e-05,G,0,6.796078431372549,0.905590196871725
K02599.01,FPOS,0.06933311841204655,70.405,1379.7,,,0.29163330407523513,0.00046859113297244455,K,0,1.8980392156862744,0.6488875178468624
K02630.01,FPOS,0.011430298699520877,4.828,40.7,,,0.4103821943573668,1.50284222456988e-05,G,0,4.376470588235295,1.0324575448464084
K07830.01,FPOS,0.001551778069815195,1.959,61.2,,,0.3527540564263323,1.552115740129548e-05,G,0,7.529411764705882,0.7472040490574913
K03992.01,FPOS,0.002001223846680356,4.223,227.7,,,0.36541478369905955,0.0003899998756547738,G,0,7.333333333333333,0.9269736968442486
K03993.01,FPOS,0.0018808872197125259,3.5252,2797.1,,,0.436576802507837,0.0008696775496281436,G,1,8.090196078431372,1.0014205404334577
K03994.01,FPOS,0.003625593065023956,1.4759,83.3,,,0.6138269843260188,3.202778511378433e-05,F,0,8.392156862745098,1.2870254547867204
K03995.01,FPOS,0.0021372540533880903,1.4109,736.5,,,0.9517374294670846,0.0019628104923193825,G,0,10.64313725490196,0.9852115221293749
