kepid,kepoi_name,kepler_name,koi_disposition,koi_pdisposition,koi_score,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_time0bk,koi_duration,koi_depth,koi_prad,koi_teq,koi_insol,koi_model_snr,koi_tce_plnt_num,koi_tce_delivname,koi_steff,koi_slogg,koi_srad,ra,dec
10273903,K04200.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,372.543530000,137.9147000,21.83000,1.1060e+03,74.14,226.0,0.62,11.90,,,5561.00,4.557,0.8360,291.796660,47.385929
7450747,K04267.01,Kepler-1949 b,CONFIRMED,CANDIDATE,0.9510,0,0,0,0,2.208296370,131.6309100,2.84100,8.7900e+01,1.36,1709.0,2016.25,12.00,1,q1_q17_dr25_tce,6028.00,4.189,1.4540,293.542300,43.026100
7826620,K04268.01,Kepler-1579 b,CONFIRMED,CANDIDATE,0.9960,0,0,0,0,0.849906734,131.6741000,1.14100,1.2430e+02,0.59,1139.0,396.64,12.00,1,q1_q17_dr25_tce,4296.00,4.733,0.5050,293.288020,43.514992
8890924,K04269.01,,CANDIDATE,CANDIDATE,0.9980,0,0,0,0,26.656573700,131.5943300,4.95400,1.6340e+02,4.15,903.0,157.45,18.80,1,q1_q17_dr25_tce,5159.00,3.604,3.0620,293.796840,45.160728
8890924,K04269.02,,CANDIDATE,CANDIDATE,0.1250,0,0,0,0,4.440854100,135.2744000,8.08300,3.3900e+01,1.74,1642.0,1719.20,12.00,2,q1_q17_dr25_tce,5159.00,3.604,3.0620,293.796840,45.160728
8483241,K04270.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,373.722570000,178.1825000,14.21000,4.7090e+02,67.13,262.0,1.11,9.60,,,6004.00,4.450,1.0080,286.532780,44.554569
8573193,K04337.01,Kepler-1591 b,CONFIRMED,CANDIDATE,0.9980,0,0,0,0,8.185048590,134.5540000,4.67300,9.7600e+01,0.93,892.0,149.41,12.50,1,q1_q17_dr25_tce,5984.00,4.521,0.9060,296.516660,44.608608
9240664,K04338.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0,10.784385130,141.4068500,1.40800,2.3360e+02,75.04,1397.0,900.70,15.60,1,q1_q17_dr25_tce,5575.00,3.516,3.5150,299.206670,45.645470
7673841,K02585.02,Kepler-392 c,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,10.423173430,135.1520800,2.34100,7.1200e+01,1.07,901.0,155.70,11.20,2,q1_q17_dr25_tce,5767.00,4.287,1.1350,288.660770,43.368080
7281411,K04339.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,0,1,0.566804221,131.8265600,4.63900,1.6600e+02,0.85,1737.0,2149.42,31.00,1,q1_q17_dr25_tce,5277.00,4.625,0.6400,291.586820,42.827621
6528141,K04340.01,,FALSE POSITIVE,FALSE POSITIVE,0.0060,0,0,1,0,2.022658000,131.8380000,3.34300,1.3570e+02,1.15,1482.0,1139.10,17.40,1,q1_q17_dr25_tce,6091.00,4.487,0.9670,293.622800,41.966492
8106112,K04404.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,316.577470000,236.5015000,14.64000,2.6910e+02,1.47,255.0,1.01,10.20,,,5822.00,4.529,0.8980,294.731320,43.989361
4054784,K07679.01,,CANDIDATE,CANDIDATE,1.0000,0,0,0,0,1.867994300,133.2298600,1.08700,7.3400e+01,0.70,1291.0,658.77,10.00,1,q1_q17_dr25_tce,5487.00,4.568,0.8150,290.884860,39.115921
10745365,K04405.01,,CANDIDATE,CANDIDATE,0.6940,0,0,0,0,8.917286300,139.6051000,4.46800,1.9630e+02,1.39,931.0,177.84,7.20,1,q1_q17_dr25_tce,6210.00,4.467,0.9860,296.896000,48.047260
5563937,K04406.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,0,0.519437968,131.7890900,2.12900,2.2620e+02,20.48,2402.0,7822.62,25.40,1,q1_q17_dr25_tce,6181.00,4.464,1.0060,299.085360,40.774529
8396660,K04407.01,,CANDIDATE,CANDIDATE,1.0000,0,0,0,0,1.338070750,132.3475600,1.42500,2.0200e+01,0.60,2008.0,3844.97,8.50,1,q1_q17_dr25_tce,6355.00,4.299,1.3190,301.156560,44.379532
10736179,K04408.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,1,1.105095798,132.5517800,2.62400,1.4170e+02,0.89,1445.0,1025.90,17.40,1,q1_q17_dr25_tce,5296.00,4.604,0.7520,293.827820,48.054241
6119921,K04201.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,245.019020000,268.1105000,8.56000,3.7590e+02,1.98,310.0,2.17,10.10,,,6167.00,4.451,1.0100,290.626590,41.490959
5084171,K04202.01,Kepler-1567 b,CONFIRMED,CANDIDATE,0.9490,0,0,0,0,153.979362000,165.4910000,9.02800,7.9250e+02,2.53,330.0,2.82,16.10,1,q1_q17_dr25_tce,5858.00,4.502,0.9030,286.695220,40.291809
4141587,K07684.01,,FALSE POSITIVE,FALSE POSITIVE,0.0870,1,0,0,0,10.223978700,135.4415000,1.81400,2.1350e+02,24.43,2364.0,7383.41,6.50,1,q1_q17_dr25_tce,4673.00,2.412,16.8230,286.771610,39.266941
11968463,K02433.03,Kepler-385 d,CONFIRMED,CANDIDATE,0.9170,0,0,0,0,56.414831400,163.1280000,8.07500,4.8010e+02,2.90,535.0,19.37,16.40,3,q1_q17_dr25_tce,6325.00,4.409,1.1120,294.338470,50.336540
3834317,K04203.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,0,0,2.180790980,132.3926200,12.13000,8.3200e+01,3.29,2767.0,13876.96,69.30,1,q1_q17_dr25_tce,6911.00,3.661,3.3390,286.047390,38.979851
10593535,K04204.01,Kepler-1568 b,CONFIRMED,CANDIDATE,0.9740,0,0,0,0,20.925408300,134.8986000,6.78300,1.0900e+02,1.26,729.0,66.95,15.50,1,q1_q17_dr25_tce,5821.00,4.283,1.2100,289.182650,47.873379
5959719,K02498.02,Kepler-390 c,CONFIRMED,CANDIDATE,0.9050,0,0,0,0,13.060039900,144.3310700,2.85100,1.0680e+02,0.80,630.0,37.30,12.50,2,q1_q17_dr25_tce,5168.00,4.566,0.7690,291.628780,41.208599
5992210,K04271.01,,FALSE POSITIVE,FALSE POSITIVE,0.0120,0,0,1,0,0.641069613,132.1410100,1.03300,7.8600e+01,0.86,2196.0,5512.38,10.50,1,q1_q17_dr25_tce,6077.00,4.451,0.9610,299.608250,41.268341
4284980,K07690.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,1,1,2.243041500,133.4408000,3.63000,1.0110e+02,0.89,1344.0,770.18,8.10,1,q1_q17_dr25_tce,5897.00,4.531,0.8910,296.633150,39.327141
9302543,K04272.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0,1.214751680,131.7581000,6.93000,2.6610e+02,5.50,3302.0,28091.85,7.90,1,q1_q17_dr25_tce,6732.00,3.632,3.2760,299.086580,45.776821
9716028,K04273.01,,CANDIDATE,CANDIDATE,0.9990,0,0,0,0,17.373182100,138.2874700,3.36000,7.1700e+01,1.31,901.0,155.73,14.00,1,q1_q17_dr25_tce,6180.00,4.155,1.5400,294.209840,46.479969
6223324,K04274.01,,CANDIDATE,CANDIDATE,0.9720,0,0,0,0,1.975074240,132.3567000,2.61000,1.3050e+02,1.08,1477.0,1122.82,15.00,1,q1_q17_dr25_tce,6065.00,4.495,0.9470,296.811580,41.515690
9701962,K04617.01,Kepler-1617 b,CONFIRMED,CANDIDATE,0.8960,0,0,0,0,27.478465900,148.6101000,7.50000,8.3200e+01,1.52,736.0,69.30,12.30,1,q1_q17_dr25_tce,5432.00,3.993,1.7070,287.937190,46.418491
6685646,K04618.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,244.866620000,141.9596000,10.56000,2.8950e+02,1.46,273.0,1.31,9.70,,,5821.00,4.554,0.8480,290.041140,42.105740
4574319,K07697.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,1,1,1.306272140,132.0858000,5.14400,9.5400e+01,0.87,1490.0,1161.23,10.30,1,q1_q17_dr25_tce,5513.00,4.543,0.8620,294.996490,39.629921
7741837,K04619.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,62.366706000,142.3899000,4.32000,9.5400e+01,1.88,698.0,56.09,7.10,,,6749.00,4.031,1.9000,287.397770,43.414341
11137065,K04620.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,1,0.933732791,131.5370700,3.05600,9.6900e+01,0.90,1773.0,2344.56,13.80,1,q1_q17_dr25_tce,5496.00,4.405,0.9270,291.616460,48.775639
11093335,K04621.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,53.106597000,145.2776000,2.91400,8.2400e+01,2.20,860.0,129.19,7.30,,,7217.00,3.893,2.3430,296.041960,48.681351
9394768,K04690.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,360.154170000,188.7960000,12.80600,7.9060e+02,2.99,270.0,1.25,11.10,,,6065.00,4.452,1.0610,287.252990,45.909340
9773980,K04691.01,,CANDIDATE,CANDIDATE,0.9650,0,0,0,0,3.387916500,133.9364500,1.81800,7.8600e+01,1.09,1336.0,750.60,10.40,1,q1_q17_dr25_tce,5702.00,4.247,1.2450,293.280150,46.560089
10972902,K04692.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,1,1.428568150,132.8146100,2.13200,5.9500e+01,0.64,1547.0,1352.91,11.80,1,q1_q17_dr24_tce,5979.00,4.557,0.8220,290.444760,48.462891
3832474,K00806.04,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,381.850599000,296.4969000,4.77200,1.7020e+03,3.59,222.0,0.58,13.80,,,5485.00,4.556,0.8670,285.283630,38.947281
12004971,K03194.01,,FALSE POSITIVE,FALSE POSITIVE,1.0000,0,1,0,0,10.813154170,131.6593100,1.27500,8.0300e+01,1.46,1045.0,281.84,16.60,1,q1_q17_dr25_tce,6380.00,4.240,1.4600,286.628540,50.471272
3644602,K04479.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,0,1,359.083680000,415.3834000,15.67000,6.1870e+02,29.15,268.0,1.23,10.80,1,q1_q17_dr25_tce,6256.00,4.493,0.9320,291.189270,38.731159
10467714,K04480.01,,CANDIDATE,CANDIDATE,1.0000,0,0,0,0,58.748862900,172.6502500,3.19100,4.7360e+02,1.75,425.0,7.70,13.60,1,q1_q17_dr25_tce,5574.00,4.505,0.8050,290.776550,47.648430
11912941,K04481.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,1,1,3.747843740,134.1915700,3.65800,1.1650e+02,1.08,1226.0,534.57,12.80,1,q1_q17_dr25_tce,6122.00,4.471,0.9960,290.979060,50.258148
4141593,K07685.01,,CANDIDATE,CANDIDATE,0.6510,0,0,0,0,64.740274000,149.9922000,15.08200,1.1310e+02,1.35,518.0,16.96,16.40,1,q1_q17_dr25_tce,5999.00,4.263,1.1770,286.773130,39.277531
7778427,K04482.01,,CANDIDATE,CANDIDATE,0.8980,0,0,0,0,5.382992840,136.2390000,3.33600,3.5100e+01,0.78,1253.0,582.98,10.70,1,q1_q17_dr25_tce,6256.00,4.270,1.2930,299.095370,43.439098
6525106,K04483.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,1,1,1.710281170,131.6261900,2.61000,1.1160e+02,0.91,1454.0,1055.42,13.80,1,q1_q17_dr25_tce,5910.00,4.550,0.8550,292.685150,41.905918
6523058,K04549.01,,CANDIDATE,CANDIDATE,0.9800,0,0,0,0,2.048158200,132.1767900,1.89900,1.8330e+02,1.16,1346.0,773.92,11.70,1,q1_q17_dr25_tce,5799.00,4.548,0.8600,292.026210,41.984119
5977470,K04550.01,Kepler-1653 b,CONFIRMED,CANDIDATE,0.9340,0,0,0,0,140.251943000,175.1370000,6.57600,5.6770e+02,1.84,271.0,1.28,11.90,1,q1_q17_dr25_tce,4821.00,4.529,0.7880,296.457760,41.266022
11769689,K04551.01,,CANDIDATE,CANDIDATE,0.9860,0,0,0,0,14.717934200,135.6498000,5.84400,1.3230e+02,1.25,784.0,89.30,12.70,1,q1_q17_dr25_tce,6102.00,4.449,1.0180,295.092010,49.940079
4355503,K07691.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,0,0.570828503,131.5895800,0.91500,1.7440e+02,0.54,986.0,222.55,13.90,3,q1_q17_dr25_tce,3585.00,4.868,0.3880,288.868530,39.496132
6119923,K04552.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,134.466500000,265.4240000,5.27000,1.0320e+03,2.48,280.0,1.45,6.70,,,4891.00,4.524,0.7910,290.626860,41.460400
6126076,K04553.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,0,1,0.909314811,131.7228100,2.20530,4.0500e+01,0.99,2503.0,9311.68,30.20,1,q1_q17_dr25_tce,6508.00,4.163,1.4470,292.614260,41.437229
11284772,K04622.01,Kepler-441 b,CONFIRMED,CANDIDATE,0.9750,0,0,0,0,207.247850000,213.0345800,6.15900,8.0920e+02,1.56,189.0,0.30,13.20,1,q1_q17_dr25_tce,4339.00,4.711,0.5530,284.566890,49.012550
9209183,K04623.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,186.553470000,173.0531000,13.57000,3.3450e+02,1.86,341.0,3.18,11.00,,,6187.00,4.446,1.0060,287.562680,45.679008
6153407,K03179.01,Kepler-1911 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,5.990782210,134.5389900,1.69900,6.9900e+01,1.03,987.0,223.93,8.60,1,q1_q17_dr25_tce,5721.00,4.442,0.9720,299.302800,41.441017
5955621,K04624.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,1,0,14.080185200,137.3331000,3.40200,9.0700e+01,1.04,798.0,95.62,6.90,1,q1_q17_dr25_tce,5984.00,4.421,1.0890,290.276580,41.269341
11519187,K04625.01,Kepler-1964 b,CONFIRMED,CANDIDATE,0.4930,0,0,0,0,2.440839436,133.8407000,0.96800,5.0950e+02,21.29,986.0,223.80,14.40,1,q1_q17_dr25_tce,4803.00,4.623,0.6980,297.059020,49.478500
8417078,K04693.01,Kepler-1619 b,CONFIRMED,CANDIDATE,0.9910,0,0,0,0,23.622357100,146.9643000,6.85200,5.7000e+01,1.07,797.0,95.35,11.40,1,q1_q17_dr25_tce,6144.00,4.149,1.3930,285.703460,44.422001
9457948,K04694.01,,CANDIDATE,CANDIDATE,1.0000,0,0,0,0,19.252765200,144.2659000,4.86200,1.3850e+02,1.24,740.0,71.04,10.80,1,q1_q17_dr25_tce,6258.00,4.442,1.0460,288.708590,46.018188
4852297,K04695.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,1,0,3.289319360,133.9014100,1.92100,1.6600e+02,50.51,1364.0,818.01,11.10,1,q1_q17_dr25_tce,6335.00,4.427,1.0720,296.066650,39.938011
9851845,K04696.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,0,1,1.081952080,131.5252000,4.80700,3.3600e+01,0.47,1526.0,1275.68,12.40,1,q1_q17_dr25_tce,5233.00,4.489,0.8240,299.009800,46.684738
9474483,K04697.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,1,0.512583041,131.7757100,1.49800,1.1430e+02,1.07,2363.0,7320.09,17.10,1,q1_q17_dr25_tce,6077.00,4.471,0.9990,295.463410,46.011230
4072271,K07680.01,,CANDIDATE,CANDIDATE,0.4270,0,0,0,0,219.205790000,327.8910000,14.50000,2.0780e+02,2.66,456.0,10.18,15.20,1,q1_q17_dr25_tce,6990.00,4.115,1.7850,295.315120,39.141048
9898017,K04484.01,Kepler-1960 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,2.297948190,131.4982600,2.84000,8.3200e+01,0.98,1547.0,1352.14,12.20,1,q1_q17_dr25_tce,6371.00,4.426,1.0720,294.696960,46.720188
8613218,K04485.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,368.115810000,227.4962000,13.52000,4.7620e+02,2.11,263.0,1.12,11.20,,,6122.00,4.487,0.9640,286.783540,44.737370
8548069,K04486.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,368.524660000,236.3783000,11.90000,6.8030e+02,3.05,288.0,1.62,14.00,,,6343.00,4.411,1.1370,286.588290,44.640411
6278762,K03158.02,Kepler-444 c,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,4.545869820,131.5244200,1.75600,7.6500e+01,0.65,868.0,134.21,24.40,4,q1_q17_dr25_tce,5051.00,4.562,0.7210,289.752290,41.634605
8098212,K04487.01,,CANDIDATE,CANDIDATE,0.9800,0,0,0,0,3.487541090,134.1601800,1.81100,8.5100e+01,0.72,988.0,224.74,7.30,1,q1_q17_dr25_tce,5252.00,4.593,0.7830,292.028290,43.946362
3127911,K03164.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,0.542498653,132.0117000,4.25700,5.4900e+01,2.25,5157.0,167191.11,19.80,,,8711.00,3.795,2.9540,294.018220,38.226292
6369131,K04554.01,,CANDIDATE,CANDIDATE,0.9710,0,0,0,0,8.077245500,132.6490000,7.27200,7.9200e+01,2.61,1228.0,537.66,12.50,1,q1_q17_dr25_tce,5684.00,3.915,2.0320,293.434780,41.716881
7820699,K04555.01,,CANDIDATE,CANDIDATE,,0,0,0,0,364.087330000,287.6056000,14.09000,3.7200e+02,1.39,211.0,0.47,8.80,1,q1_q16_tce,5376.00,4.601,0.7270,291.220430,43.574268
10399321,K04556.01,,FALSE POSITIVE,FALSE POSITIVE,0.2760,0,0,1,0,21.581977600,146.0691000,13.73400,4.7600e+01,0.91,746.0,73.01,17.30,1,q1_q17_dr25_tce,5601.00,4.144,1.3420,289.618560,47.557968
10257229,K04557.01,,CANDIDATE,CANDIDATE,0.9990,0,0,0,0,5.756519580,136.9772600,2.30900,6.5300e+01,0.83,1089.0,332.97,11.20,1,q1_q17_dr25_tce,6208.00,4.454,1.0240,283.704710,47.385288
3539231,K04626.01,,CANDIDATE,CANDIDATE,0.9800,0,0,0,0,91.957230000,183.0248000,10.47100,3.0840e+02,2.66,497.0,14.41,12.30,1,q1_q17_dr25_tce,5854.00,4.114,1.5280,289.904170,38.651371
6311891,K04627.01,,CANDIDATE,CANDIDATE,0.9440,0,0,0,0,7.517317450,137.5970400,2.48400,1.7070e+02,1.19,861.0,129.74,10.70,1,q1_q17_dr25_tce,5525.00,4.488,0.9230,298.758360,41.631031
7837733,K04628.01,,FALSE POSITIVE,FALSE POSITIVE,,0,0,1,0,3.087236260,132.9051900,2.61500,1.0190e+02,1.20,1451.0,1046.77,12.10,1,q1_q17_dr24_tce,6418.00,4.395,1.1710,296.668550,43.540569
2578017,K04629.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,0,0.592562969,131.9017000,3.08690,1.5464e+03,25.97,1967.0,3520.70,100.40,1,q1_q17_dr25_tce,5728.00,4.575,0.8040,291.914150,37.807819
7834045,K04630.01,,CANDIDATE,CANDIDATE,1.0000,0,0,0,0,44.696617700,155.6611000,10.53200,2.5730e+02,2.46,637.0,38.95,15.30,1,q1_q17_dr25_tce,5929.00,4.123,1.5180,295.597350,43.596401
10663738,K04698.01,,CANDIDATE,CANDIDATE,0.9650,0,0,0,0,8.527589400,137.2755000,2.95900,1.1250e+02,1.28,1049.0,286.10,10.40,1,q1_q17_dr25_tce,6469.00,4.385,1.1930,291.127440,47.938801
7891294,K04699.01,,CANDIDATE,CANDIDATE,1.0000,0,0,0,0,3.077141950,133.4849000,3.57100,3.4200e+01,1.08,1493.0,1175.00,9.90,1,q1_q17_dr25_tce,6108.00,4.251,1.3360,291.887970,43.649811
9413156,K04700.01,,CANDIDATE,CANDIDATE,1.0000,0,0,0,0,3.834883540,135.0870100,2.02600,2.4300e+02,1.20,1003.0,239.15,10.90,1,q1_q17_dr25_tce,5515.00,4.592,0.7750,295.361450,45.914841
8625732,K04701.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,1,1,31.971810000,133.8728000,12.27700,1.1740e+02,0.95,521.0,17.43,11.10,1,q1_q17_dr25_tce,5632.00,4.554,0.8530,292.148040,44.704140
2831251,K04702.01,,FALSE POSITIVE,FALSE POSITIVE,0.0030,0,0,1,0,5.812898430,131.5613000,3.97900,7.6300e+01,0.93,1102.0,348.61,9.50,1,q1_q17_dr25_tce,6175.00,4.410,1.0410,285.567470,38.040691
6721380,K04488.01,,FALSE POSITIVE,FALSE POSITIVE,,0,0,1,0,6.441739950,136.7775300,1.63500,1.0770e+02,1.41,1175.0,451.14,10.50,1,q1_q17_dr24_tce,6088.00,4.225,1.3390,298.910830,42.185040
7694615,K04489.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,1,0,0.631106722,131.8980100,0.99420,4.9200e+01,0.63,1945.0,3367.19,17.60,1,q1_q17_dr25_tce,5400.00,4.443,0.8980,295.666720,43.370350
6201203,K04490.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,176.173770000,144.8337000,14.58000,3.4990e+02,1.76,323.0,2.57,8.20,,,5957.00,4.506,0.9370,290.576320,41.546188
4556468,K04491.01,Kepler-1609 b,CONFIRMED,CANDIDATE,0.9440,0,0,0,0,114.336052000,216.7966000,14.07700,2.3980e+02,2.09,429.0,8.02,13.00,1,q1_q17_dr25_tce,5802.00,4.218,1.3160,290.146550,39.665821
9222516,K04492.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,1,0,0.639380620,131.8946730,1.20670,3.0800e+02,51.53,2566.0,10289.98,97.50,1,q1_q17_dr25_tce,6607.00,4.363,1.2040,293.529970,45.664330
5431027,K04558.01,,CANDIDATE,CANDIDATE,0.9720,0,0,0,0,8.823399600,136.8921000,6.73500,1.0460e+02,1.13,929.0,176.13,13.30,1,q1_q17_dr25_tce,5602.00,4.269,1.1210,285.595430,40.679722
7285673,K04559.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,1,1,0.566801045,131.7979500,1.74990,1.8830e+02,1.42,2348.0,7209.06,34.90,1,q1_q17_dr25_tce,6106.00,4.405,0.9820,292.935520,42.824871
5282437,K04560.01,,FALSE POSITIVE,FALSE POSITIVE,,0,1,1,1,0.992799002,131.7084200,3.48780,1.6530e+03,40.12,1933.0,3302.31,97.80,,,6217.00,4.472,0.9890,293.940120,40.447189
7747457,K04561.01,Kepler-1613 b,CONFIRMED,CANDIDATE,0.9970,0,0,0,0,1.518418100,132.1380000,2.84200,1.9680e+02,1.85,1926.0,3261.65,15.90,1,q1_q17_dr25_tce,6302.00,4.259,1.2690,289.875060,43.420959
8652360,K04562.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,1,0,0.968071170,132.4469700,1.67700,1.0480e+02,0.72,1487.0,1157.58,15.40,2,q1_q17_dr25_tce,5367.00,4.639,0.6870,300.235870,44.769520
9602421,K04631.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,1,1,3.556619060,133.4975000,5.39600,2.3300e+01,0.72,1518.0,1254.47,11.40,1,q1_q17_dr25_tce,6018.00,4.081,1.4580,297.095830,46.211021
6070337,K04632.01,,CANDIDATE,CANDIDATE,0.8720,0,0,0,0,40.069148200,143.7371300,2.92800,7.8410e+02,13.25,458.0,10.42,10.50,1,q1_q17_dr25_tce,5485.00,4.575,0.7620,299.013120,41.329311
5954001,K04633.01,,CANDIDATE,CANDIDATE,1.0000,0,0,0,0,11.693344700,142.6574000,6.55100,6.6900e+01,1.12,950.0,192.95,12.70,1,q1_q17_dr25_tce,6049.00,4.248,1.3540,289.779540,41.214409
4373195,K07692.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,0,1,0.562568040,131.7249700,1.68600,4.5000e+00,0.63,5127.0,164220.08,11.80,1,q1_q17_dr25_tce,9005.00,3.840,2.7730,293.720000,39.446449
5090937,K03182.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,8.799918780,132.8861400,41.56400,8.6910e+02,224.56,1979.0,3624.62,236.10,,,8092.00,3.725,3.2670,289.265750,40.255482
8196226,K04634.01,,CANDIDATE,CANDIDATE,0.9980,0,0,0,0,4.027453960,133.1219400,1.33000,8.5200e+01,0.98,1250.0,577.46,10.80,1,q1_q17_dr25_tce,6174.00,4.398,1.0410,300.649600,44.055740
9002538,K03196.01,,CANDIDATE,CANDIDATE,0.9170,0,0,0,0,4.960610940,135.3213900,2.86400,2.0400e+01,0.59,1272.0,618.99,12.50,1,q1_q17_dr25_tce,6117.00,4.244,1.2980,283.350460,45.339111
6359175,K04703.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,349.037030000,331.8869000,4.76000,7.7700e+02,2.27,231.0,0.67,11.60,,,5583.00,4.559,0.8240,290.164180,41.782631
8104207,K04704.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,177.813500000,205.1936000,9.76000,4.1770e+02,1.83,310.0,2.17,8.80,,,5822.00,4.529,0.8980,294.127620,43.975128
5642688,K04705.01,,CANDIDATE,CANDIDATE,0.4460,0,0,0,0,1.473324500,132.8559900,1.40600,1.2400e+02,1.03,1576.0,1453.80,11.90,1,q1_q17_dr25_tce,5751.00,4.431,0.9210,297.602360,40.803219
10026502,K04706.01,Kepler-1620 b,CONFIRMED,CANDIDATE,0.6650,0,0,0,0,101.952048000,206.3499000,5.99100,1.5250e+02,1.31,428.0,7.92,10.30,1,q1_q17_dr25_tce,6210.00,4.407,1.0540,297.270870,46.928421
3953173,K04493.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,1,0,2.417959110,132.5063000,2.72700,1.0050e+02,0.53,878.0,140.54,10.10,1,q1_q17_dr25_tce,4623.00,4.719,0.5340,291.200070,39.053982
8037926,K04494.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,183.854867000,211.4887000,14.99600,5.2060e+02,2.40,345.0,3.36,10.80,,,6225.00,4.450,1.0310,294.914860,43.862431
5552562,K04495.01,,CANDIDATE,CANDIDATE,1.0000,0,0,0,0,5.932182090,135.6337800,4.50700,2.0530e+02,1.39,1000.0,235.68,14.90,1,q1_q17_dr25_tce,5843.00,4.474,0.9770,296.774140,40.793282
6186182,K04496.01,,CANDIDATE,CANDIDATE,0.9670,0,0,0,0,96.384483000,144.8682500,5.25300,5.9100e+02,2.41,400.0,6.03,10.40,1,q1_q17_dr25_tce,5919.00,4.485,1.0000,284.682920,41.592411
4073017,K07681.01,,CANDIDATE,CANDIDATE,1.0000,0,0,0,0,6.055520180,131.5985100,2.81800,1.3460e+02,0.92,844.0,119.89,9.80,1,q1_q17_dr25_tce,5352.00,4.585,0.8050,295.473820,39.124561
9002278,K00701.05,Kepler-62 c,CONFIRMED,CANDIDATE,0.9890,0,0,0,0,12.441800300,134.6507000,3.57200,7.8400e+01,0.57,576.0,26.03,11.40,5,q1_q17_dr25_tce,4926.00,4.653,0.6620,283.212740,45.349861
10585749,K04563.01,,CANDIDATE,CANDIDATE,0.6030,0,0,0,0,54.333582000,144.7536000,10.54500,1.5200e+02,1.70,513.0,16.37,10.50,1,q1_q17_dr25_tce,5500.00,4.228,1.2210,285.159420,47.882740
9579208,K03165.01,,CANDIDATE,CANDIDATE,1.0000,0,0,0,0,4.117544210,132.7918900,4.36200,3.4300e+01,1.02,1581.0,1477.06,22.10,1,q1_q17_dr25_tce,6263.00,4.024,1.7260,287.637600,46.204411
6437617,K04564.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,293.605810000,373.1896000,11.07000,1.6530e+02,1.37,295.0,1.79,8.40,,,6167.00,4.444,1.0640,290.063200,41.815220
