kepid,kepoi_name,kepler_name,koi_disposition,koi_pdisposition,koi_score,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_time0bk,koi_duration,koi_depth,koi_prad,koi_teq,koi_insol,koi_model_snr,koi_tce_plnt_num,koi_tce_delivname,koi_steff,koi_slogg,koi_srad,ra,dec
10404582,K02147.01,Kepler-362 c,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,37.865896400,134.3623700,4.78200,3.9520e+02,2.01,543.0,20.61,25.90,1,q1_q17_dr25_tce,5757.00,4.431,1.0170,291.771640,47.529900
5959753,K00226.01,Kepler-496 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,8.308653070,138.1078800,3.27470,8.3610e+02,2.42,747.0,73.53,74.30,1,q1_q17_dr25_tce,5022.00,4.485,0.8490,291.640900,41.241039
6021193,K02148.01,Kepler-363 d,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,11.932053990,142.1064800,6.20500,1.7850e+02,1.83,905.0,158.22,32.30,1,q1_q17_dr25_tce,5711.00,4.221,1.3910,283.192080,41.305389
6021193,K02148.02,Kepler-363 c,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,7.542358320,132.9611700,4.73000,1.3250e+02,1.59,1054.0,292.19,25.80,2,q1_q17_dr25_tce,5711.00,4.221,1.3910,283.192080,41.305389
6871071,K02220.02,Kepler-374 d,CONFIRMED,CANDIDATE,0.9950,0,0,0,0,5.028182530,134.1089100,3.52600,1.8130e+02,2.03,1272.0,620.00,26.10,2,q1_q17_dr25_tce,5640.00,4.087,1.5150,294.137910,42.370499
6871071,K02220.03,Kepler-374 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,1.897828815,132.6785000,2.71140,1.3240e+02,1.73,1761.0,2278.95,27.20,1,q1_q17_dr25_tce,5640.00,4.087,1.5150,294.137910,42.370499
6287313,K02221.01,Kepler-1147 b,CONFIRMED,CANDIDATE,0.9950,0,0,0,0,10.627886950,137.8184300,4.57600,3.2670e+02,1.87,872.0,136.34,22.60,1,q1_q17_dr25_tce,6082.00,4.445,1.0140,292.547520,41.642960
9289704,K02222.01,,CANDIDATE,CANDIDATE,0.9870,0,0,0,0,34.135676000,157.7959000,9.12000,6.2200e+02,13.98,1526.0,1281.86,8.60,1,q1_q17_dr25_tce,7818.00,3.365,5.5550,295.247340,45.757401
9278725,K02223.01,Kepler-1148 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,1.104462494,132.3213400,1.04580,4.6910e+02,1.60,1397.0,898.79,35.30,1,q1_q17_dr25_tce,5002.00,4.543,0.7530,290.953550,45.719528
4458082,K02303.01,Kepler-1181 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,4.893364950,133.6449000,3.48500,1.3830e+02,1.60,1374.0,842.45,15.90,1,q1_q17_dr25_tce,6688.00,4.304,1.3470,289.747310,39.523453
8042453,K02304.01,Kepler-1182 b,CONFIRMED,CANDIDATE,0.9990,0,0,0,0,11.173920770,134.7062600,3.30700,3.2480e+02,1.64,796.0,94.84,21.40,1,q1_q17_dr25_tce,5911.00,4.519,0.9140,296.307950,43.821350
10874215,K02305.01,Kepler-1820 b,CONFIRMED,CANDIDATE,0.9950,0,0,0,0,31.032599100,152.2715700,3.47600,7.3740e+02,2.64,561.0,23.41,17.60,1,q1_q17_dr25_tce,5841.00,4.520,0.9310,296.712740,48.272308
6666233,K02306.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0,0.512407185,132.2404490,1.05790,3.2920e+02,1.03,1255.0,583.45,46.10,1,q1_q17_dr25_tce,3862.00,4.690,0.5630,282.284390,42.154190
7661065,K02307.01,,FALSE POSITIVE,FALSE POSITIVE,1.0000,0,1,0,0,4.150297119,134.9355000,1.20580,5.9340e+02,3.03,981.0,218.44,24.20,1,q1_q17_dr25_tce,5290.00,4.519,0.8580,282.149230,43.378590
3937519,K00221.02,Kepler-495 c,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,5.896619660,134.0304600,3.15400,1.4400e+02,1.28,1000.0,237.10,15.30,2,q1_q17_dr25_tce,5392.00,4.314,1.0870,285.930690,39.098141
8866137,K02074.01,Kepler-1083 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,33.417817300,155.5878100,4.64500,1.1668e+03,3.13,448.0,9.56,28.40,1,q1_q17_dr25_tce,5136.00,4.607,0.7440,283.161960,45.198311
10857519,K02075.01,Kepler-1084 b,CONFIRMED,CANDIDATE,0.9990,0,0,0,0,2.053341891,134.5160600,2.59600,6.5500e+01,1.44,1737.0,2154.14,23.20,1,q1_q17_dr25_tce,6084.00,4.204,1.3580,290.101960,48.251141
9517393,K02076.01,Kepler-1085 c,CONFIRMED,CANDIDATE,0.9920,0,0,0,0,56.776983100,181.0978900,6.86400,8.8430e+02,3.21,491.0,13.74,33.60,2,q1_q17_dr25_tce,6063.00,4.476,1.0120,287.477630,46.141178
9351316,K02078.01,Kepler-1086 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,18.784292320,137.8820700,3.11360,1.0095e+03,2.14,433.0,8.30,23.80,1,q1_q17_dr25_tce,4243.00,4.637,0.6410,295.251160,45.842972
6021193,K02148.03,Kepler-363 b,CONFIRMED,CANDIDATE,0.7490,0,0,0,0,3.614602790,134.6952100,3.22700,6.4800e+01,1.14,1347.0,776.70,14.90,3,q1_q17_dr25_tce,5711.00,4.221,1.3910,283.192080,41.305389
10617017,K02149.01,Kepler-1121 b,CONFIRMED,CANDIDATE,0.9890,0,0,0,0,13.151402230,144.1623700,5.43900,9.7800e+01,1.87,1008.0,243.84,25.50,1,q1_q17_dr25_tce,6154.00,4.120,1.6360,297.786590,47.886120
3229150,K02150.01,,CANDIDATE,CANDIDATE,0.9990,0,0,0,0,18.508452600,131.5455500,6.59600,7.5890e+02,29.33,683.0,51.32,30.10,1,q1_q17_dr25_tce,5942.00,4.506,0.9380,289.842860,38.309601
7989422,K02151.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,0,7.477638330,133.4097600,2.56930,1.1000e+02,2.05,1346.0,776.56,26.20,1,q1_q17_dr25_tce,5957.00,3.849,1.9530,300.225190,43.758179
9641481,K02152.01,Kepler-1122 b,CONFIRMED,CANDIDATE,0.9990,0,0,0,0,42.191833100,155.3121100,7.08300,4.8870e+02,2.35,526.0,18.08,25.70,1,q1_q17_dr25_tce,5520.00,4.339,1.0800,288.280520,46.340900
8892157,K02224.01,Kepler-1149 b,CONFIRMED,CANDIDATE,0.9990,0,0,0,0,3.730900260,132.8942800,2.90950,1.9120e+02,1.48,1128.0,383.51,24.00,1,q1_q17_dr25_tce,5709.00,4.489,0.9500,294.189270,45.151581
8892157,K02224.02,,CANDIDATE,CANDIDATE,,0,0,0,0,86.130534000,200.9117000,3.32100,2.8520e+02,1.47,391.0,5.55,3.70,,,5830.00,4.540,0.8760,294.189270,45.151581
11569782,K02225.01,Kepler-1150 b,CONFIRMED,CANDIDATE,0.9980,0,0,0,0,2.787874175,133.9041700,2.03480,1.9740e+02,2.33,1432.0,993.06,22.20,1,q1_q17_dr25_tce,4827.00,3.942,1.7270,296.724490,49.532711
4833421,K00232.04,Kepler-122 e,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,37.996236900,162.9798400,6.77510,4.0370e+02,2.39,618.0,34.55,37.80,3,q1_q17_dr25_tce,6038.00,4.284,1.1910,291.111880,39.949108
11520459,K02226.01,,CANDIDATE,CANDIDATE,1.0000,0,0,0,0,8.463543840,134.3534100,1.40780,7.9220e+02,2.51,805.0,99.37,26.10,1,q1_q17_dr25_tce,5427.00,4.495,0.8870,297.525420,49.401451
7219825,K00238.01,Kepler-123 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,17.232328940,135.0922000,4.55680,5.0980e+02,2.79,817.0,105.47,64.10,1,q1_q17_dr25_tce,6086.00,4.274,1.2160,296.998630,42.781960
3749978,K02308.01,Kepler-1183 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,28.505721700,132.9207500,6.32400,7.5580e+02,2.55,555.0,22.43,20.80,1,q1_q17_dr25_tce,5712.00,4.534,0.8700,292.232420,38.892220
10010440,K02309.01,Kepler-1184 b,CONFIRMED,CANDIDATE,0.9710,0,0,0,0,53.599145900,147.4301500,6.81100,5.2310e+02,2.49,529.0,18.54,23.10,1,q1_q17_dr25_tce,6319.00,4.447,1.0320,291.282070,46.965988
11718144,K02310.01,Kepler-1821 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,16.458186100,134.0196900,1.96370,4.3580e+02,1.82,644.0,40.61,22.40,1,q1_q17_dr25_tce,5475.00,4.521,0.8840,294.525450,49.872471
4247991,K02311.01,,CANDIDATE,CANDIDATE,,0,0,0,0,191.864192960,294.4703600,4.90000,,,,,,,,,,,287.241180,39.332760
4247991,K02311.02,,CANDIDATE,CANDIDATE,,0,0,0,0,13.725496890,145.0335200,7.62000,,,,,,,,,,,287.241180,39.332760
10026544,K02312.01,,CANDIDATE,CANDIDATE,,0,0,0,0,176.331289000,170.8589000,13.89000,1.0980e+02,2.38,505.0,15.40,8.40,,,6146.00,3.800,2.2510,297.283170,46.904530
9473078,K02079.01,Kepler-1087 b,CONFIRMED,CANDIDATE,0.9970,0,0,0,0,0.693842661,132.1815700,1.61970,4.9300e+01,0.83,2161.0,5182.78,28.90,1,q1_q17_dr25_tce,5457.00,4.239,1.1960,294.978820,46.005650
10864531,K02080.01,Kepler-358 c,CONFIRMED,CANDIDATE,0.5260,0,0,0,0,83.488740500,188.5379200,6.21000,9.5540e+02,2.95,411.0,6.76,24.70,1,q1_q17_dr25_tce,5910.00,4.505,0.9400,293.230220,48.281368
10864531,K02080.02,Kepler-358 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,34.060767700,141.3592800,2.47100,8.1890e+02,2.96,554.0,22.32,20.50,2,q1_q17_dr25_tce,5910.00,4.505,0.9400,293.230220,48.281368
2853780,K02081.01,,CANDIDATE,CANDIDATE,0.8810,0,0,0,0,6.214149600,132.2518200,10.14100,1.8340e+02,4.27,1506.0,1216.48,53.40,1,q1_q17_dr25_tce,5295.00,3.617,3.1520,291.729160,38.070019
9472000,K02082.01,Kepler-1790 b,CONFIRMED,CANDIDATE,0.9970,0,0,0,0,31.588897900,155.6153800,3.43800,3.6060e+02,2.59,682.0,51.02,27.30,1,q1_q17_dr25_tce,5866.00,4.175,1.3670,294.566930,46.075802
10253547,K02153.01,Kepler-364 c,CONFIRMED,CANDIDATE,0.8590,0,0,0,0,59.980986800,176.1490300,7.58800,2.8240e+02,2.81,568.0,24.58,25.20,1,q1_q17_dr25_tce,6103.00,4.202,1.3830,281.569950,47.398689
10253547,K02153.02,Kepler-364 b,CONFIRMED,CANDIDATE,0.9950,0,0,0,0,25.745795700,135.9480600,7.07300,1.4030e+02,1.73,753.0,75.97,19.30,2,q1_q17_dr25_tce,6103.00,4.202,1.3830,281.569950,47.398689
12505076,K02154.01,Kepler-1799 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,11.929793480,136.6691900,6.15200,7.0930e+02,2.43,770.0,83.04,27.80,1,q1_q17_dr25_tce,5831.00,4.517,0.9210,288.308690,51.478291
6185476,K00227.01,,CANDIDATE,CANDIDATE,,0,0,0,0,17.657378380,136.5855090,3.50900,2.1557e+03,2.45,350.0,3.55,117.20,1,q1_q17_dr24_tce,3745.00,4.784,0.4700,284.352020,41.519199
12116380,K02155.01,Kepler-1123 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,4.339456900,132.8030900,2.36520,3.3740e+02,2.11,1061.0,300.07,31.60,1,q1_q17_dr25_tce,5330.00,4.366,1.0130,294.517670,50.670399
2556650,K02156.01,Kepler-1124 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,2.852348262,132.0445340,0.70510,1.4029e+03,1.66,621.0,34.95,33.30,1,q1_q17_dr25_tce,3731.00,4.830,0.4330,286.594270,37.891258
10600955,K02227.01,Kepler-1151 b,CONFIRMED,CANDIDATE,0.4850,0,0,0,0,65.648089200,173.3016600,5.74600,5.8870e+02,3.93,485.0,13.04,22.00,1,q1_q17_dr25_tce,5565.00,4.251,1.2460,292.247800,47.878448
10801100,K02228.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,0,0,102.653705000,222.9895000,53.58870,6.8730e+02,39.16,562.0,23.66,82.10,1,q1_q17_dr25_tce,6711.00,4.097,1.6980,293.417940,48.198849
4473226,K02229.01,Kepler-1682 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,14.833409440,135.4421300,3.92700,7.8300e+02,2.54,694.0,54.74,19.10,1,q1_q17_dr25_tce,5570.00,4.471,0.9040,293.983580,39.572880
8914779,K02230.01,,FALSE POSITIVE,FALSE POSITIVE,0.0010,0,0,1,0,0.987338654,131.8815500,2.59100,2.6500e+01,0.98,2669.0,11973.87,25.00,1,q1_q17_dr25_tce,6258.00,3.939,1.8960,300.778750,45.110222
2854181,K02232.01,Kepler-1810 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,101.132347500,210.1831600,4.36600,1.5029e+03,3.87,380.0,4.91,25.70,1,q1_q17_dr25_tce,5492.00,4.389,1.0160,291.813020,38.088181
8963721,K02233.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,1,1,1.811460943,132.9320700,5.06500,4.2850e+02,2.83,1508.0,1224.37,83.90,1,q1_q17_dr25_tce,5700.00,4.382,1.0080,295.475370,45.239979
10132832,K02313.01,Kepler-1186 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,16.076731480,143.3909100,2.20500,4.8800e+02,2.14,724.0,64.75,19.30,1,q1_q17_dr25_tce,5957.00,4.498,0.9710,288.479640,47.101768
3219995,K02314.01,Kepler-1187 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,18.870587050,143.9563900,3.47010,5.8800e+02,2.67,701.0,56.97,28.50,1,q1_q17_dr25_tce,6103.00,4.496,0.9490,286.892000,38.318550
6062929,K02315.01,Kepler-1822 b,CONFIRMED,CANDIDATE,0.9940,0,0,0,0,22.133422400,152.1840500,2.04900,6.5460e+02,1.76,507.0,15.65,16.30,1,q1_q17_dr25_tce,5165.00,4.633,0.7020,297.285490,41.305592
7504778,K02316.01,Kepler-1188 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,17.136940800,141.0149700,6.41600,3.6210e+02,2.05,775.0,85.15,25.40,1,q1_q17_dr25_tce,6218.00,4.421,1.0770,283.103850,43.148041
7219825,K00238.02,Kepler-123 c,CONFIRMED,CANDIDATE,0.9930,0,0,0,0,26.695194400,143.9999000,4.57600,1.3260e+02,1.40,706.0,58.81,13.40,3,q1_q17_dr25_tce,6086.00,4.274,1.2160,296.998630,42.781960
7097965,K02083.01,Kepler-1791 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,7.720850470,136.5630000,1.82640,2.6700e+02,2.53,1021.0,257.14,25.00,1,q1_q17_dr25_tce,5887.00,4.290,1.1770,284.490330,42.648289
4249725,K00222.01,Kepler-120 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,6.312508525,132.6544180,2.74550,1.2860e+03,2.00,575.0,25.94,112.50,1,q1_q17_dr25_tce,4090.00,4.696,0.5710,287.891630,39.339130
3967326,K02084.01,Kepler-1792 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,4.195773850,135.1760500,2.15570,8.7420e+02,3.02,1047.0,283.78,23.30,1,q1_q17_dr25_tce,5229.00,4.378,1.0050,294.840030,39.085991
6768394,K02086.01,Kepler-60 b,CONFIRMED,CANDIDATE,0.9830,0,0,0,0,7.132947200,135.9925900,4.36800,1.4500e+02,1.64,1102.0,349.21,27.20,2,q1_q17_dr25_tce,5862.00,4.194,1.3070,288.961240,42.265011
6768394,K02086.02,Kepler-60 c,CONFIRMED,CANDIDATE,0.9720,0,0,0,0,8.919012280,140.0777000,4.14100,1.8060e+02,1.84,1023.0,258.92,29.60,1,q1_q17_dr25_tce,5862.00,4.194,1.3070,288.961240,42.265011
5211199,K02158.01,Kepler-1800 b,CONFIRMED,CANDIDATE,0.9440,0,0,0,0,4.562040700,132.6429500,2.85210,8.1600e+01,2.82,1533.0,1306.97,22.80,1,q1_q17_dr25_tce,5343.00,3.764,2.5060,297.651430,40.352551
8804455,K02159.01,,CANDIDATE,CANDIDATE,0.8980,0,0,0,0,7.596699800,131.9529600,3.66700,1.2750e+02,1.32,964.0,204.34,24.50,2,q1_q17_dr25_tce,5716.00,4.343,1.0910,285.138310,45.004539
8804455,K02159.02,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,1,0,2.392630668,133.7861000,1.37050,1.0150e+02,1.33,1418.0,955.41,20.50,1,q1_q17_dr25_tce,5716.00,4.343,1.0910,285.138310,45.004539
5546761,K02160.01,Kepler-1125 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,17.670029100,131.6010300,6.69300,3.4840e+02,2.89,778.0,86.37,25.00,1,q1_q17_dr25_tce,5795.00,4.265,1.2470,295.481230,40.731979
5546761,K02160.02,,CANDIDATE,CANDIDATE,,0,0,0,0,15.408773830,139.4831786,3.49000,,,,,,,,,,,295.481230,40.731979
9205938,K02162.01,Kepler-1126 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,108.593113000,173.7519800,7.98900,3.3820e+02,1.68,374.0,4.64,24.30,1,q1_q17_dr25_tce,5678.00,4.409,0.9210,285.691990,45.689388
10723367,K02236.01,Kepler-375 c,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,19.986591600,135.5226500,4.39100,6.4800e+02,4.22,720.0,63.67,21.80,1,q1_q17_dr25_tce,5500.00,4.218,1.2380,288.617920,48.098412
10723367,K02236.02,Kepler-375 b,CONFIRMED,CANDIDATE,0.9590,0,0,0,0,12.125806440,142.1076300,3.28900,3.2750e+02,2.50,851.0,123.78,14.00,2,q1_q17_dr25_tce,5500.00,4.218,1.2380,288.617920,48.098412
5005121,K02237.01,Kepler-1811 b,CONFIRMED,CANDIDATE,0.9940,0,0,0,0,76.421501000,164.4879000,7.21800,5.7840e+02,2.81,455.0,10.11,23.90,1,q1_q17_dr25_tce,5561.00,4.263,1.1900,289.979340,40.142830
4833421,K00232.05,Kepler-122 f,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,56.259088100,164.2199300,8.11400,3.4880e+02,2.22,543.0,20.49,29.70,5,q1_q17_dr25_tce,6038.00,4.284,1.1910,291.111880,39.949108
8229458,K02238.01,Kepler-1152 b,CONFIRMED,CANDIDATE,0.9970,0,0,0,0,1.646801683,132.0615000,1.19660,2.8420e+02,0.86,806.0,99.80,25.20,1,q1_q17_dr25_tce,3810.00,4.753,0.5130,290.434020,44.107651
10684670,K02317.01,Kepler-1189 b,CONFIRMED,CANDIDATE,0.9960,0,0,0,0,3.788618330,134.6141900,2.80800,1.4340e+02,1.23,1158.0,424.17,18.20,1,q1_q17_dr25_tce,5560.00,4.379,1.0400,298.426330,47.946781
11495458,K02318.01,Kepler-1190 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,10.458398650,137.6541600,3.15400,3.0680e+02,1.25,609.0,32.45,18.60,1,q1_q17_dr25_tce,4641.00,4.557,0.7470,284.999630,49.479980
9003401,K02319.01,Kepler-1823 b,CONFIRMED,CANDIDATE,0.9980,0,0,0,0,21.103301400,144.6603500,2.05900,1.9250e+02,1.56,718.0,62.99,21.30,1,q1_q17_dr25_tce,6000.00,4.363,1.1260,283.754820,45.335178
5978559,K02321.01,Kepler-1824 b,CONFIRMED,CANDIDATE,0.9900,0,0,0,0,95.611461700,138.3566400,7.48900,4.8740e+02,2.37,421.0,7.45,21.60,1,q1_q17_dr25_tce,6002.00,4.424,1.0810,296.707240,41.203651
8872048,K02323.01,,CANDIDATE,CANDIDATE,,0,0,0,0,58.355125520,179.3979500,8.45000,,,,,,,,,,,286.072020,45.136711
7746958,K02324.01,,CANDIDATE,CANDIDATE,1.0000,0,0,0,0,1.204686597,131.9055600,0.82300,2.3320e+02,1.55,1711.0,2026.81,10.80,1,q1_q17_dr25_tce,5780.00,4.438,1.0000,289.677860,43.458134
6768394,K02086.03,Kepler-60 d,CONFIRMED,CANDIDATE,0.9510,0,0,0,0,11.898494800,133.3468500,3.01500,1.3090e+02,1.69,929.0,176.27,15.90,3,q1_q17_dr25_tce,5862.00,4.194,1.3070,288.961240,42.265011
6922710,K02087.01,Kepler-1088 b,CONFIRMED,CANDIDATE,0.9970,0,0,0,0,23.127417100,145.6619400,4.90100,1.5730e+02,1.44,667.0,46.89,20.90,1,q1_q17_dr25_tce,5865.00,4.393,1.0660,281.561460,42.450500
11348997,K02090.01,Kepler-1089 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,5.132486123,132.1598500,1.45750,9.0840e+02,1.69,584.0,27.41,35.40,1,q1_q17_dr25_tce,3879.00,4.707,0.5780,291.092740,49.190060
5705819,K02091.01,Kepler-1793 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,8.779973490,138.4838300,3.22010,7.5570e+02,2.12,713.0,61.24,32.70,1,q1_q17_dr25_tce,5191.00,4.597,0.7640,291.912870,40.953892
6696580,K02092.01,Kepler-359 c,CONFIRMED,CANDIDATE,0.9810,0,0,0,0,57.689621200,139.9275300,5.11800,1.6266e+03,5.14,512.0,16.19,30.20,1,q1_q17_dr25_tce,6228.00,4.441,1.0490,293.293640,42.196350
11358389,K02163.01,Kepler-365 b,CONFIRMED,CANDIDATE,0.9950,0,0,0,0,10.664895140,132.0087200,3.15900,2.9260e+02,1.76,865.0,132.15,25.30,1,q1_q17_dr25_tce,6014.00,4.436,1.0210,295.626590,49.130428
7204981,K02164.01,Kepler-1127 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,5.123320400,132.0847200,2.74660,2.8620e+02,1.65,994.0,231.12,25.10,1,q1_q17_dr25_tce,5364.00,4.394,0.9820,293.217380,42.720711
3847907,K00229.01,Kepler-497 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,3.573202801,134.9343970,2.88000,2.9750e+03,5.81,1210.0,507.91,362.10,1,q1_q17_dr25_tce,5646.00,4.370,1.0800,290.765870,38.927959
4370527,K02166.01,Kepler-1128 b,CONFIRMED,CANDIDATE,0.9970,0,0,0,0,61.617452800,179.0828200,3.81600,1.3507e+03,3.36,424.0,7.67,19.50,1,q1_q17_dr25_tce,5480.00,4.485,0.9310,293.063350,39.403450
6041734,K02167.01,Kepler-1129 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,24.339820200,136.0581300,3.89100,7.7730e+02,5.09,737.0,69.79,27.80,1,q1_q17_dr25_tce,5596.00,4.105,1.4660,291.604490,41.309361
5125347,K02241.01,Kepler-1812 b,CONFIRMED,CANDIDATE,0.9840,0,0,0,0,7.165204280,132.9692100,1.70500,4.3380e+02,2.31,1034.0,270.34,17.60,1,q1_q17_dr25_tce,6174.00,4.417,1.1030,298.084530,40.283249
9336200,K02242.01,Kepler-1153 b,CONFIRMED,CANDIDATE,0.9990,0,0,0,0,1.755843555,133.1550900,1.94250,3.8600e+02,1.94,1343.0,771.02,25.10,1,q1_q17_dr25_tce,5569.00,4.566,0.8290,289.147220,45.866180
4770617,K02243.01,Kepler-1154 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,5.185600810,132.3245500,4.05400,2.5260e+02,2.34,1314.0,705.79,27.60,1,q1_q17_dr25_tce,6172.00,4.198,1.4710,297.477110,39.877239
4454934,K02245.01,Kepler-1155 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,33.469857100,140.1497700,4.74900,3.7070e+02,2.45,609.0,32.52,23.20,1,q1_q17_dr25_tce,5912.00,4.342,1.0940,288.820590,39.522820
9458343,K02246.01,Kepler-1156 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,11.895204360,132.8908000,3.43300,1.8430e+02,1.33,787.0,90.77,22.30,1,q1_q17_dr25_tce,5649.00,4.411,0.9920,288.924010,46.057629
7120108,K02325.01,Kepler-1825 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,1.025857984,131.6556210,0.80690,2.7070e+02,1.57,1520.0,1264.70,36.00,1,q1_q17_dr25_tce,5123.00,4.501,0.8470,292.513980,42.651760
10730703,K02327.01,Kepler-1191 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,5.600133270,135.9649500,2.65080,3.2920e+02,1.73,952.0,194.26,22.80,1,q1_q17_dr25_tce,5288.00,4.391,0.9780,291.657780,48.009312
8007644,K02328.01,Kepler-1192 b,CONFIRMED,CANDIDATE,0.4070,0,0,0,0,25.203412800,137.5639300,4.51500,6.9710e+02,2.42,600.0,30.62,22.30,1,q1_q17_dr25_tce,5831.00,4.517,0.9210,282.140560,43.896580
11192235,K02329.01,Kepler-1826 b,CONFIRMED,CANDIDATE,0.9490,0,0,0,0,1.615357809,132.7846000,1.14350,4.9960e+02,1.37,806.0,99.32,31.20,1,q1_q17_dr25_tce,3821.00,4.755,0.4860,292.769930,48.899620
6383785,K00239.01,Kepler-501 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,5.640676975,138.5562590,2.83540,1.4533e+03,4.59,1125.0,379.36,145.90,1,q1_q17_dr25_tce,5794.00,4.282,1.2160,297.201540,41.730209
6696580,K02092.02,Kepler-359 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,25.563862600,375.2781100,4.68500,1.1249e+03,4.00,671.0,47.94,31.60,2,q1_q17_dr25_tce,6228.00,4.441,1.0490,293.293640,42.196350
6525946,K02093.01,,CANDIDATE,CANDIDATE,0.9990,0,0,0,0,6.783413250,136.1046800,3.54370,5.0120e+02,20.75,2628.0,11295.61,35.30,1,q1_q17_dr25_tce,5096.00,2.435,8.7690,292.954160,41.934799
4249725,K00222.02,Kepler-120 c,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,12.794547400,130.7668000,3.41970,8.1670e+02,1.60,455.0,10.10,54.10,2,q1_q17_dr25_tce,4090.00,4.696,0.5710,287.891630,39.339130
8505920,K02094.01,Kepler-1090 c,CONFIRMED,CANDIDATE,0.9740,0,0,0,0,42.426964700,156.1719400,5.90700,6.3240e+02,3.44,496.0,14.33,26.00,1,q1_q17_dr25_tce,5330.00,4.366,1.0130,295.662870,44.525841
7918992,K02095.01,Kepler-1091 b,CONFIRMED,CANDIDATE,0.9980,0,0,0,0,1.434745129,132.6280200,1.86200,2.0070e+02,1.50,1664.0,1813.00,28.40,1,q1_q17_dr25_tce,5806.00,4.400,1.0640,299.785460,43.670750
6041734,K02167.02,,CANDIDATE,CANDIDATE,,0,0,0,0,6.957870000,359.0070000,4.53700,1.8230e+02,1.39,1047.0,284.40,1.80,,,6240.00,4.406,1.0250,291.604490,41.309361
11308499,K02168.01,Kepler-366 b,CONFIRMED,CANDIDATE,0.9930,0,0,0,0,3.281920560,132.4248500,2.91700,1.9100e+02,1.60,1326.0,728.90,24.50,1,q1_q17_dr25_tce,5859.00,4.335,1.1620,296.852050,49.084438
11308499,K02168.02,Kepler-366 c,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,12.516105490,135.0333300,4.85300,2.6300e+02,1.87,848.0,122.54,22.60,2,q1_q17_dr25_tce,5859.00,4.335,1.1620,296.852050,49.084438
9006186,K02169.01,Kepler-1130 b,CONFIRMED,CANDIDATE,0.8970,0,0,0,0,5.452987420,134.1518300,2.13280,8.6000e+01,0.92,904.0,158.12,21.00,1,q1_q17_dr25_tce,5450.00,4.563,0.8420,285.207490,45.384350
9006186,K02169.02,Kepler-1130 c,CONFIRMED,CANDIDATE,0.9610,0,0,0,0,3.266627330,136.0845200,2.05600,5.9900e+01,0.68,1072.0,312.85,18.60,2,q1_q17_dr25_tce,5450.00,4.563,0.8420,285.207490,45.384350
