toi,tid,tfopwg_disp,rastr,ra,decstr,dec,st_pmra,st_pmdec,pl_tranmid,pl_orbper,pl_trandurh,pl_trandep,pl_rade,pl_insol,pl_eqt,st_dist,st_teff,st_logg,st_rad
3303.01,381982417,PC,18h56m11.74s,284.048901,-70d14m57.93s,-70.249425,5.499,-9.897,2458678.18,8.6159869,1.768,3600,14.5992,94.7555,869,615.178,7400,3.92,2.37
3304.01,381789320,PC,18h00m31.74s,270.132239,-52d40m58.84s,-52.68301,-5.304,-22.698,2458679.359,3.493872,3.005,7100,12.1116,646.337,1404,502.336,5986,4.17,1.42
3305.01,380775661,PC,17h58m11.05s,269.546056,-62d28m38.76s,-62.477432,2.063,-15.248,2458679.379,2.025562,2.34,18070,11.7612,606.458,1382,394.443,5297.4,4.52,0.86
3306.01,369861731,PC,10h44m10.09s,161.042028,-86d19m11.83s,-86.319954,-22.42,15.394,2458681.293,3.8784766,2.609,4760,8.15848,310.491,1169,403.582,5617,4.31,1.15
3307.01,369861728,FP,10h44m08.83s,161.036801,-86d18m59.12s,-86.316421,-22.007,13.715,2458681.294,3.8784358,2.677,9620,11.8812,310.093,1169,560.726,5636,4.32,1.14
3308.01,365554300,APC,18h16m11.13s,274.046382,-65d36m29.1s,-65.608083,25.747,-13.083,2458682.085,0.7614978,0.942,5810,,1193.65,1637,,5813,,
3309.01,365021641,PC,18h07m58.07s,271.991949,-49d33m18.35s,-49.555097,-2.018,-38.517,2458678.645,7.4850934,3.816,13360,12.1274,126.734,934,288.963,5306,4.35,1.06
331.01,262531275,PC,01h21m40.62s,20.419256,-42d28m54.42s,-42.481783,-6.279,-14.514,2459141.055,2.4843369,1.154,4450,8.59746,160.141,991,939.136,5608,3.94,1.76
3310.01,364072092,PC,17h49m46.97s,267.445726,-53d24m27.2s,-53.407556,0.856,-8.853,2458681.99,1.3826002,1.184,9680,15.0143,901.932,1526,890.249,6362,4.22,1.45
3311.01,337274055,PC,17h56m15.26s,269.063581,-57d06m02.15s,-57.100597,6.839,6.96,2458676.432,4.848069,2.273,6370,8.17996,174.373,1012,521.922,5552,4.42,1.01
3312.01,332314607,PC,18h11m37.35s,272.905634,-36d46m55.28s,-36.782023,,,2458672.499,5.3890264,3.794,29490,,93.9124,867,450.91,3930.3,,
3313.01,327210623,FP,18h02m37.67s,270.656968,-37d26m24.72s,-37.440201,-4.301,-6.36,2459384.957,2.128423,2.872,11080,,674.806,1419,8341.8,3689.6,,
3314.01,315398848,PC,18h38m26.56s,279.610687,-40d48m08.11s,-40.802254,,,2458679.635,1.3677581,1.363,5840,11.144,596.492,1376,353.719,5355,,1.37
3315.01,312030014,PC,17h39m44.22s,264.934249,-73d22m39.47s,-73.37763,-2.269,-17.362,2458674.518,5.2330675,4.782,7390,12.8388,896.695,1524,565.094,6375,4.2,1.49
3316.01,311565540,PC,17h22m49.67s,260.706965,-73d26m05.59s,-73.434885,-4.66,-19.517,2458677.463,4.0674653,2.535,10550,10.2524,282.82,1142,642.134,5789,4.47,0.98
3317.01,311292015,PC,17h13m36.54s,258.402253,-74d18m11.43s,-74.303176,-4.148,-10.752,2458676.561,2.9514023,3.664,8800,16.3266,1488.74,1730,974.737,6136,4.03,1.73
3318.01,310854881,PC,17h01m05.08s,255.271159,-75d25m48.72s,-75.430201,12.641,-4.63,2458679.413,12.8844328,3.792,21400,,39.7103,699,586.486,5281.8,,
3319.01,310267134,FP,16h45m31.77s,251.382358,-76d56m16.18s,-76.937828,-14.691,-30.878,2458681.713,0.5438807,0.78,3390,6.46581,1246.75,1655,557.804,5259,4.41,0.98
332.01,139285832,PC,23h12m14.15s,348.058952,-44d52m35.35s,-44.876485,35.906,-37.39,2459062.447,0.77685,1.43,830,3.28324,4180.32,2240,222.852,5190,4.42,0.96
3320.01,307320565,PC,17h51m35.03s,267.895964,-63d00m21.41s,-63.005947,-1.834,-2.405,2458679.027,2.6270783,3.487,5290,13.0508,2438.06,1957,956.388,6693,4.04,1.89
3321.01,306648160,PC,17h43m02.48s,265.760335,-65d00m29.71s,-65.008252,0.113,-1.961,2458681.489,3.6525305,4.153,9770,14.7302,967.919,1553,285.895,5930,4.14,1.47
3322.01,306357884,PC,17h40m21.02s,265.087598,-63d15m06.79s,-63.251885,1.722,-11.329,2458681.718,1.0571114,1.241,1730,11.5003,1790.66,1812,809.845,6307,3.72,2.53
3323.01,305512837,FP,17h30m33.76s,262.640686,-64d43m23.31s,-64.723142,-11.469,-27.176,2458679.116,3.0222724,3.274,15590,11.4515,808.974,1485,234.721,4653,4.56,0.75
3324.01,304695574,PC,18h33m54s,278.474993,-70d56m46.54s,-70.946262,-4.54,-22.686,2458678.758,2.808931,3.798,6110,14.799,4322.1,2258,803.35,5852,4.1,1.52
3325.01,303617735,PC,18h08m49.31s,272.205469,-59d53m30.04s,-59.891679,,,2458681.769,4.2698646,3.047,5600,,296.813,1156,522.799,5332,,
3326.01,301455423,PC,17h05m43.28s,256.43032,-70d54m34.67s,-70.909631,-5.955,-7.704,2458681.133,1.0664558,2.186,15410,14.8198,3023.64,2065,685.8,5897,4.33,1.18
3327.01,292477426,PC,18h46m24.52s,281.602174,-68d07m33.94s,-68.126095,2.699,-9.65,2458680.012,4.1805026,3.86,4230,13.0245,820.935,1491,891.92,6151,3.92,1.96
3328.01,276647494,PC,17h44m29.68s,266.123677,-79d35m40.62s,-79.594616,9.636,5.757,2458676.648,10.1932279,6.2,1940,5.45159,301.193,1160,426.298,5767,4.23,1.28
3329.01,256158543,PC,17h47m31.44s,266.880985,-79d28m00.04s,-79.466679,-2.25,-1.995,2458677.713,5.0648607,4.379,9710,13.4126,768.027,1466,441.315,6411,4.29,1.34
333.01,224245334,PC,23h33m25.8s,353.357499,-41d10m17.48s,-41.171521,16.701,1.791,2458355.558,3.79069,2.661,1200,3.9785,583.33,1369,352.269,6150,4.4,1.13
3330.01,255768108,PC,17h54m46.38s,268.693269,-53d23m34.52s,-53.392923,-2.431,-8.443,2458680.421,1.0814697,1.354,8380,17.3004,1592.87,1760,834.968,6260,4.02,1.78
3331.01,194795551,PC,18h05m17.8s,271.324167,-34d06m25.82s,-34.107171,0.421,-16.943,2458681.487,2.0184824,2.1,14440,11.6284,621.532,1391,217.193,5544,4.47,0.96
3332.01,194179013,FP,18h04m09.53s,271.039719,-34d07m13.33s,-34.12037,-4.526,-5.123,2459384.151,3.1785277,5.974,20330,,788.118,1476,6634.95,3540.7,,
3333.01,193782529,PC,18h03m31.56s,270.881486,-35d26m50.23s,-35.447285,,,2458674.781,3.9823479,4.463,32030,,197.455,1044,,3986,,
3334.01,160930264,PC,18h24m10.02s,276.041754,-51d02m11.94s,-51.036649,-2.33,-8.422,2458680.863,1.9242952,3.075,12690,16.9815,2478.4,1965,851.085,6324.3,4.19,1.48
3335.01,120033290,PC,18h36m26.24s,279.109348,-57d27m08.63s,-57.452396,-2.026,0.723,2458682.074,2.265394,3.478,4540,12.6882,1585.08,1757,744.585,5568,3.89,1.86
3336.01,119950057,PC,18h34m59.23s,278.746802,-55d39m48.32s,-55.663421,,,2458681.503,10.1822686,2.424,12570,,,,535.977,,,
3337.01,119089245,PC,18h20m35.5s,275.147902,-58d15m11.36s,-58.253155,-0.21,-0.681,2458680.072,1.2434918,1.194,8750,12.0356,971.259,1555,781.789,6070,4.35,1.18
3338.01,86419190,PC,18h07m41.62s,271.923408,-42d32m35.44s,-42.543178,-4.562,-15.268,2458679.234,1.4895326,1.03,7220,10.8911,578.922,1366,533.245,6208,4.42,1.11
3339.01,86021841,PC,18h06m26.67s,271.611136,-44d07m02s,-44.117222,2.41,-0.633,2458682.102,3.746753,2.207,14020,,265.716,1124,,5766.6,,
334.01,233964642,APC,02h25m59.69s,36.498718,-63d38m51.39s,-63.647607,-3.306,-13.937,2459077.92,17.9158854,2.0198567,8930.463708,21.037715,160.0190606,907.1156897,199.657,6090.2,4.11,1.56516
3340.01,76761591,APC,18h02m54.4s,270.726679,-55d50m30.51s,-55.841807,-12,0,2458658.734,11.9739563,3.313,9010,15.9027,185.876,,402.859,6701,,1.57
3341.01,75919790,PC,17h53m35.94s,268.399733,-59d39m14.18s,-59.653938,6.714,-9.147,2458677.992,8.6344543,4.863,13190,12.4573,347.917,1203,543.009,6040,4.45,1.04
3342.01,75076261,PC,17h45m26.15s,266.358966,-56d52m58.62s,-56.882951,-9.733,-24.925,2458678.849,5.9712429,3.206,12490,12.2136,196.927,1043,340.802,5748,4.38,1.09
3343.01,58046864,PC,18h20m39.59s,275.164944,-39d13m15.45s,-39.220957,9.755,-15.582,2458680.476,2.3651663,2.462,15360,19.4747,851.541,1504,991.209,5805,4.1,1.51
3344.01,57093805,PC,18h09m48.23s,272.450977,-31d53m29.56s,-31.891545,-9.895,-3.343,2458678.654,3.2229781,3.793,9310,14.58,2054.13,1875,248.097,5488,4.2,1.29
3345.01,21997420,PC,17h52m12.56s,268.05232,-45d10m41.88s,-45.1783,-1.123,-4.392,2458681.029,2.1942287,3.161,13070,21.3844,3802.07,2187,1356.21,7222,4.12,1.84
3346.01,6404965,PC,18h54m39.59s,283.664945,-47d59m39.28s,-47.994244,-19.549,-95.54,2458681.381,4.8692603,2.538,5510,6.32448,215.764,1067,132.574,4323,4.58,0.7
3347.01,131581531,FP,07h53m23.58s,118.348267,-36d48m10.91s,-36.803031,18.437,0.972,2459251.479,3.0591641,4.25,2110,7.01214,2296.74,1928,491.072,4999.4,,1.59
3348.01,131347421,PC,07h51m41.9s,117.924589,-37d10m16.81s,-37.171337,-7.5,6.9,2459250.961,2.6156239,2.101,2340,4.05281,1128.14,1614,820.182,7002,,0.83
3349.01,50909831,APC,07h15m52.27s,108.967811,-04d14m47.47s,-4.24652,0.296,2.296,2459225.652,2.0272642,0.977,4320,13.445,388.165,1236,574.167,6505.5,,1.81
335.01,41865539,FP,01h25m17.34s,21.32225,-39d56m52.34s,-39.947872,-13.501,-13.674,2458354.866,1.26092,2.718,4825.94,8.46782,5014.81,2344,472.613,5875,4.36,1.11
3350.01,4959676,PC,09h26m47.93s,141.699699,-38d37m36.55s,-38.626819,50.816,-25.3,2459302.42,2.2358979,1.588,610,2.90907,65.6721,793,112.087,4793.8,4.42,0.9
3351.01,941340744,PC,10h51m39.94s,162.916411,-44d59m07.98s,-44.985551,0.063,-7.869,2459327.236,4.3115751,2.704,9555,14.8078,556.044,1352,388.82,6777,4.29,1.43
3352.01,33840683,PC,04h19m21.95s,64.841462,-74d35m09.5s,-74.585973,-6.575,57.524,2459349.884,13.8198473,4.995,230,2.95238,96.378,872,281.692,5598,3.85,1.96
3353.01,391903064,PC,07h06m07.16s,106.529815,-75d49m10.41s,-75.819559,-5.96,38.599,2459380.962,4.6657738,3.0411764,646.584082,2.6361062,313.0446734,1072.806335,78.7577,6365,4.54516,1.0207
3353.02,391903064,PC,07h06m07.16s,106.529815,-75d49m10.41s,-75.819559,-5.96,38.599,2459374.197,8.8175652,3.11,490,2.33277,115.15,912,78.7577,6365,4.54516,1.02
3354.01,260367888,PC,06h20m36.45s,95.151882,-59d45m16.82s,-59.754672,-5.251,16.627,2459288.038,46.3810093,5.757,760,4.82681,17.9701,573,415.22,6307.9,4.07,1.7
3355.01,382045742,PC,05h17m17.68s,79.323673,-59d04m06.21s,-59.068391,11.998,37.044,2459330.827,15.6599766,4.698,390,2.21102,114.473,911,261.681,6257,4.42,1.13
3356.01,229138584,PC,01h42m52.72s,25.719671,-48d47m18.35s,-48.78843,18.304,25.095,2459136.464,2.9122454,3.269,1210,5.08343,862.596,1509,495.996,5466,3.94,1.46
3357.01,412259468,FP,07h21m33.8s,110.390835,-21d56m18.2s,-21.93839,-4.179,2.297,2459229.684,2.6535777,2.1014914,1446.27536,6.685956,4941.352343,2138.361887,607.29,8037,4.26402,1.70185
3358.01,146244533,FP,08h54m10.09s,133.542032,-48d04m22.05s,-48.072792,-13.597,5.808,2459296.556,8.8088443,4.411,3550,10.7596,2579.38,1985,454.844,8072,4.37,1.58
3359.01,360714300,PC,09h31m40.75s,142.919776,-63d22m02.63s,-63.367397,43.867,-29.297,2459318.268,15.8116085,4.338,440,2.2191,68.4996,801,119.49,5746.7,4.43,1.01
336.01,55452495,FP,04h42m40.87s,70.670279,-64d53m06.75s,-64.885209,-11.324,-2.566,2458337.33,17.70758,1.952,4820,32.0181,129.586,939,600.497,7859,4.12,2.8
3360.01,342343963,PC,08h14m42.4s,123.676678,-55d38m33.85s,-55.642735,-10.663,18.239,2459296.8,16.7375044,1.319,2570,16.0108,12.3014,521,564.342,6549,3.62,2.97
3361.01,440324561,APC,09h37m49.45s,144.456031,-59d06m54.31s,-59.115086,-48.692,20.043,2459293.125,10.5634342,1.011,11150,12.1545,3.01202,367,136.169,4688,4.33,0.99
3362.01,464300749,CP,10h23m56.19s,155.984143,-56d50m35.22s,-56.843117,-24.125,7.716,2459307.432,18.0954753,2.621,4150,11.902,28.4902,643,366.987,6509.8,3.99,1.8
3363.01,385858569,PC,09h15m02.16s,138.759017,-54d18m51.34s,-54.314261,-6.515,5.795,2459286.773,9.7431513,3.043,1170,,,,2157.7,8582,4.09,
3364.01,280655495,PC,09h38m09.07s,144.537771,-49d20m06.8s,-49.335223,-26.538,14.007,2459296.688,5.8768877,4.326,6750,12.1687,382.891,1232,277.899,5805,4.13,1.45
3365.01,34297761,PC,09h45m59.31s,146.497112,-46d16m03.51s,-46.267641,-42.412,8.691,2459302.409,5.3928876,3.708,7140,11.705,525.92,1334,273.225,5970,4.24,1.32
3366.01,220547837,PC,10h21m19.7s,155.332076,-50d04m53.26s,-50.081462,-31.6,11.6,2459328.323,8.456269,4.259,8680,16.5212,766.613,,238.294,6144,,1.3
3367.01,131730580,PC,09h51m10.33s,147.793034,-49d24m38.03s,-49.410563,-5.553,2.362,2459301.919,3.7493233,2.274,1170,,,,5366.25,,,
3368.01,131419624,PC,07h52m20.76s,118.086505,-37d43m15.05s,-37.720846,-2.737,6.263,2459276.067,7.2611991,3.389,3980,15.4357,1167.97,1628,886.655,6702,4.07,1.82
3369.01,190981760,FP,08h57m35.78s,134.39908,-36d51m02.7s,-36.850749,-6.195,1.569,2459278.825,3.5463582,4.168,6020,,922.838,1535,815.313,5453,,
337.01,155986102,FP,00h29m19.22s,7.330079,-50d08m24.19s,-50.140052,27.779,18.042,2458360.617,6.87168,3.16,39248.4,28.967,380.128,1230,292.682,5446,4.43,1.33
3370.01,131250246,PC,07h51m07.64s,117.781828,-41d34m42.25s,-41.578402,2.154,-1.175,2459278.29,2.3506831,2.743,1940,6.39563,1871.52,1832,549.076,6589,4.24,1.47
3371.01,186470510,PC,08h50m47.8s,132.699163,-35d00m24.84s,-35.006901,-6.6,6.3,2459276.497,3.5069396,3.115,2910,10.0896,1816.25,,627.758,7462,,1.86
3372.01,131036011,FP,07h50m07.55s,117.531459,-38d42m50.86s,-38.714129,-3.709,4.425,2459273.405,11.0701242,4.097,11750,,,,1521.09,,,
3373.01,186459119,PC,08h50m30.71s,132.627958,-31d58m55.82s,-31.982173,-0.814,-5.679,2459269.312,6.534605,2.957,6530,12.2512,167.262,1001,677.509,5826,4.16,1.41
3374.01,131025778,PC,07h49m03.74s,117.265588,-36d40m40.12s,-36.677812,-1.689,2.127,2459251.491,2.6543295,3.275,18470,23.745,2779.92,2022,1040.31,7517,4.21,1.71
3375.01,185482513,FP,08h40m12.52s,130.052164,-31d59m39.43s,-31.994286,8.421,-11.26,2459279.832,1.2368321,2.144,1930,7.3968,3451.44,2135,735.596,6117,4.1,1.59
3376.01,130797885,PC,07h48m22.01s,117.091727,-38d01m08.35s,-38.018985,-3.674,3.14,2459271.005,4.7260751,4.275,6910,14.7931,4023.58,2218,1055.67,7311,4.27,1.55
3377.01,184670625,FP,08h30m40.82s,127.670065,-40d16m48.01s,-40.280004,-2.163,-0.308,2459278.383,0.5241284,1.017,2400,16.7968,16094.6,3137,810.822,5860,3.88,1.95
3378.01,133655284,PC,08h05m09.57s,121.289884,-41d11m15.42s,-41.187617,-5.545,8.331,2459275.474,2.6101478,3.806,2480,13.4197,4476.41,2278,915.563,5320,4.21,2.69
3379.01,130191319,PC,07h59m00.98s,119.75408,-25d38m54.79s,-25.648554,7.547,-8.12,2459250.615,1.6117444,1.524,3120,6.63491,847.062,1502,446.453,6056,4.38,1.14
338.01,116156517,KP,00h30m50.29s,7.709529,-40d34m24.46s,-40.573461,38.231,-9.135,2458357.374,5.3669708,4.5572488,7087.457089,15.3881018,1106.25984,1470.903009,542.251,6561,4.1,1.71667
3380.01,176148945,PC,08h06m20.58s,121.585737,-22d05m38.66s,-22.094073,-0.4,8.6,2459249.847,2.0086823,1.903,1150,7.75485,3645.6,,1062.66,8516,,2.19
3381.01,129881395,PC,07h57m57.47s,119.489473,-28d07m21.72s,-28.122701,-6.686,1.711,2459252.697,3.3630421,2.776,20990,20.7277,509.118,1323,1001.57,5982,4.17,1.42
3382.01,13737885,PC,08h55m01.39s,133.755772,-09d09m54.72s,-9.1652,0.098,-6.967,2459252.368,4.4575332,5.319,2900,12.6057,1531.89,1742,713.283,6289.3,4.25,2.16
3383.01,175317833,PC,10h08m10.56s,152.043987,-01d13m04.61s,-1.217947,-3.966,-4.523,2459278.358,9.7327432,1.741,9870,14.0294,33.304,669,810.86,6300.4,4.26,1.37
3384.01,118603213,PC,08h40m53.63s,130.223468,-19d51m04.44s,-19.851233,-2.514,0.986,2459277.024,1.8592079,2.212,3150,16.4056,2679.45,2004,1520.39,7257,3.75,2.82
3385.01,175079720,FP,07h43m29.88s,115.874489,-38d54m31.79s,-38.90883,-11.066,0.834,2459274.969,2.2623261,3.048,2940,4.86815,1819.52,1819,343.21,5786,4.56,0.89
3386.01,174426662,PC,07h37m16.23s,114.317625,-36d16m23.38s,-36.27316,-3.873,-0.587,2458540.327,0.8855539,1.034,1900,5.05228,1788.08,1811,511.818,6446,4.45,1.13
3387.01,118072143,PC,08h35m07.2s,128.779989,-18d14m40.22s,-18.244506,-15.512,-30.573,2459248.724,2.7678404,2.225,9160,,535.934,1340,617.178,5908.7,,
3388.01,173860688,FP,07h32m24.78s,113.103262,-38d34m29.3s,-38.574805,10.092,-8.556,2458541.414,0.845657,1.824,390,8.90314,2301.5,1929,601.211,4969.9,,4.52
3389.01,419419534,PC,08h04m22.56s,121.093981,-34d15m44s,-34.262222,-2.405,-4.972,2459278.794,1.680148,1.217,1420,9.76407,575.779,1364,527.277,5750.5,3.81,2.35
339.01,69838258,FP,22h31m41.19s,337.921615,-21d56m44.53s,-21.945702,-3.88,-5.173,2458354.573,6.73069,3.503,14721.7,22.1494,457.721,1288,650.653,6048.2,4.28,1.66
3390.01,96055535,APC,09h46m33.92s,146.64134,-08d36m17.27s,-8.604797,-2.871,10.242,2459278.561,5.4033373,1.421,14900,18.9875,26.5343,632,,4977.7,,1.49
3391.01,173824688,PC,07h32m36.84s,113.153512,-41d43m31.45s,-41.725403,-3.587,6.854,2458540.778,4.7093723,5.516,9750,18.6237,2037.54,1871,1249.01,6785,4.05,1.88
3392.01,80174172,FP,08h05m43.09s,121.429562,-42d42m08.49s,-42.702359,,,2459278.729,1.1104301,1.604,4870,,,,,,,
3393.01,173260345,PC,07h26m23.68s,111.598673,-40d45m56.13s,-40.765592,-8.46,8.627,2458538.389,5.2059716,2.803,9210,11.1254,280.373,1139,783.101,6210,4.41,1.13
3394.01,59536337,PC,07h16m31.76s,109.132322,-44d10m05.53s,-44.168203,-7.399,18.382,2459276.408,7.8373997,3.273,2880,7.62042,254.905,1113,646.997,6715,4.28,1.43
3395.01,170405772,PC,06h54m34.77s,103.644859,-45d03m51.39s,-45.064275,-1.008,5.24,2459248.381,3.2730247,1.551,4030,,217.442,1069,440.82,5769.7,,
3396.01,56630436,PC,08h28m33.64s,127.140149,-34d37m48.81s,-34.630225,-2.941,3.332,2459269.601,6.4708153,5.362,8620,18.8439,907.592,1529,928.163,6819,4.11,1.77
3397.01,154616309,PC,08h08m52.1s,122.217093,-28d56m16.17s,-28.937824,14.467,9.65,2459248.509,3.6250244,2.209,11380,6.80665,53.0463,751,180.84,3811,4.63,0.63
3398.01,46999289,PC,09h34m09.81s,143.540873,-07d26m00.4s,-7.433444,39.577,-59.206,2459279.444,6.2106672,3.147,3210,7.16278,419.973,1261,168.34,4655.8,4.67,0.66
3399.01,153197346,FP,08h01m51.55s,120.464794,-24d46m57.42s,-24.782618,-7.662,26.629,2458540.492,2.642447,4.373,4700,,11564.4,2889,2056.31,8779.8,,
340.01,80439101,PC,00h46m59.36s,11.747329,-44d22m11.82s,-44.369951,2.997,-4.86,2458361.058,7.42229,6.432,44930,,766.624,1465,497.551,5829,,
3400.01,437215469,PC,08h14m29.93s,123.624724,-19d35m26.36s,-19.590655,-9.103,2.9,2459252.997,3.8036198,4.141,17890,22.1057,1174.87,1631,913.915,6464,4.14,1.61
3401.01,26051436,PC,10h03m41.68s,150.923685,-10d34m30.85s,-10.575236,-23.008,5.071,2459275.592,3.6689529,2.866,14780,13.2074,377.121,1227,647.95,5642,4.38,1.06
3402.01,152685831,FP,08h00m44.56s,120.185666,-33d43m47.45s,-33.729847,-2.584,3.925,2459250.856,3.4714171,3.006,3580,,,,5066.53,,,
3403.01,133107143,PC,08h02m09.35s,120.538954,-41d12m19.58s,-41.205439,0.485,13.478,2459262.093,11.2205176,3.605,11860,18.076,129.631,,678.701,6764,4.19,1.6
3404.01,18795429,PC,09h12m23.6s,138.098314,-33d15m24.53s,-33.256815,-4.73,-4.949,2459276.823,2.5087868,2.529,15750,12.9918,922.499,1535,513.6,6255,4.52,1.01
3405.01,152326573,PC,07h59m28.81s,119.870056,-30d00m22.07s,-30.006131,-2.532,-0.758,2459244.498,6.1458884,2.808,12900,18.4029,351.407,1206,1203.27,7231,4.24,1.6
3406.01,410159011,PC,08h53m47.33s,133.44721,-18d00m11.5s,-18.003195,-6.49,4.988,2459279.36,2.623354,2.845,8790,16.3338,1425.08,1711,889.866,6437,4.1,1.69
3407.01,152005053,PC,07h58m02.16s,119.508998,-33d59m45.94s,-33.996094,-6.494,9.297,2459251.754,1.3847905,2.657,4150,11.9783,2691.16,2006,714.755,5596,,1.82
3408.01,7904580,PC,08h52m49.77s,133.207393,-01d36m23.48s,-1.606521,-1.303,7.184,2459249.62,15.8346011,4.676,18000,16.7304,116.829,915,665.382,5713.1,4.37,1.09
3409.01,405485201,PC,09h34m55.68s,143.731993,-12d15m01.58s,-12.25044,-20.452,-9.708,2459278.416,7.7605254,3.639,2060,4.92551,218.205,1070,364.285,6070,4.42,1.09
341.01,33911302,PC,23h43m22.8s,355.844989,-23d59m52.88s,-23.998023,15.483,-22.345,2458355.751,1.81383,1.113,13170,11.581,120.54,923,415.551,4775,4.38,0.94
3410.01,238012337,PC,06h50m23.03s,102.595945,-48d32m04.04s,-48.534456,,,2459273.34,3.9791023,4.47,4000,,,,,,,
3411.01,150424946,PC,07h49m36.46s,117.401918,-34d27m03.97s,-34.451103,-4.183,4.462,2459242.489,7.0628019,4.385,13490,,,,1531.6,,,
3412.01,396794358,PC,09h49m55.9s,147.482896,-14d43m59.59s,-14.733219,-20.505,1.939,2459278.64,3.1405783,1.574,8570,11.93,210.456,1061,565.295,5636,4.24,1.26
3413.01,149745822,PC,07h46m09.2s,116.538349,-33d28m59.12s,-33.48309,5.867,-12.77,2459245.87,4.7114264,1.502,5410,15.6522,1055.88,1588,726.071,8238,4.41,1.47
3414.01,131348451,PC,07h51m40.11s,117.917125,-36d48m56.41s,-36.81567,-12.565,-6.159,2459272.51,9.7355768,5.954,2590,9.29033,405.451,1250,537.355,5033,,1.81
3415.01,386456916,PC,08h32m49.89s,128.20788,-13d03m51.63s,-13.064342,-9.274,-2.493,2459247.848,3.5714448,2.356,4090,18.4074,873.532,1514,1053.27,5942,3.66,2.56
3416.01,145910571,PC,08h13m02.85s,123.261857,-31d19m12.63s,-31.320175,-4.009,2.679,2459277.156,2.3626917,2.938,7280,14.4588,4798.12,2318,1184.46,8360,4.33,1.62
3417.01,332710679,PC,10h01m33.38s,150.389098,-16d07m36.43s,-16.126786,-13.143,-24.336,2459279.352,2.7194615,2.481,18840,12.4906,422.699,1263,548.679,5454,4.52,0.89
3418.01,437144507,PC,08h13m05.89s,123.274547,-23d03m12.14s,-23.053372,-0.644,4.764,2458539.31,7.3043212,5.393,7610,,326.07,1183,,5308.5,,
3419.01,145904365,PC,08h12m35.91s,123.149611,-32d46m36.06s,-32.776684,,,2459265.191,7.9969538,5.4,19120,,205.724,1055,,5305.8,,
342.01,415969574,FP,22h48m40.9s,342.170406,-18d31m13.68s,-18.520467,19.229,-3.888,2458362.572,10.45776,3.148,8773.24,,65.5508,792,508.84,5800,4.38,
3420.01,293978434,FP,08h09m43.39s,122.430787,-22d52m07.29s,-22.868692,-0.864,5.231,2458540.862,1.5971426,3.316,2150,7.98964,4957.19,2337,950.218,6263,4.03,1.77
3421.01,145023816,PC,08h08m22.23s,122.092607,-30d05m43.62s,-30.09545,-4.788,3.761,2459248.382,2.8389301,2.45,6210,16.9204,1669.46,1780,1787.36,7132,3.98,2.14
3422.01,286099128,KP,09h23m22.95s,140.84562,+02d55m56.94s,2.932484,-7.181,-13.548,2459276.585,3.7788872,2.985,18140,14.346,409.42,1253,397.313,5817.7,4.43,1.03
3423.01,144970275,FP,08h08m02.63s,122.010942,-31d11m21.7s,-31.189361,-2.771,3.512,2459248.479,2.5313424,2.246,5830,,4500.49,2281,4030.62,9598.5,,
3424.01,283702603,FP,08h35m12.11s,128.800451,-27d24m27.34s,-27.407594,-5.206,2.36,2459279.471,0.6691882,1.347,2850,9.96751,7244.35,2570,994.33,6623,4.09,1.76
3425.01,144682439,PC,08h06m39.22s,121.663414,-31d56m40.06s,-31.944461,-2.943,7.36,2459252.829,0.765415,1.389,2740,8.47671,3287.18,2109,923.779,6034,4.13,1.51
3426.01,277833423,PC,10h24m54.96s,156.229013,+00d26m08.98s,0.435829,1.802,-4.297,2459273.785,6.178699,4.439,17960,18.3725,336.823,1193,687.367,5806,4.16,1.4
3427.01,144467913,PC,08h05m15.95s,121.316468,-31d50m56.57s,-31.849047,-0.004,1.438,2459248.894,2.9526508,2.503,9320,17.072,532.564,1338,868.194,5812,3.98,1.73
3428.01,271486001,PC,08h22m37.18s,125.654901,-29d11m16.76s,-29.187989,,,2459274.294,5.3945125,7.126,1430,,,,,,,
3429.01,134551640,PC,07h15m26.15s,108.858976,-42d26m53.12s,-42.44809,-0.414,9.366,2459251.255,13.9311096,3.508,6720,14.0219,70.2738,806,816.907,6445,4.1,1.69
343.01,66497310,PC,23h44m10.89s,356.045365,-18d53m22.29s,-18.889525,10.887,-3.309,2459112.513,1.75807,1.292,1967,5.77485,507.461,1322,519.27,5885,4.31,1.2
3430.01,118329434,APC,08h37m47.02s,129.445897,-19d38m04.99s,-19.63472,-3.406,-4.061,2459243.223,5.0949767,4.57,4150,15.7588,915.595,1532,872.374,6565,4.18,2.25
3431.01,270649648,PC,09h07m24.64s,136.852675,+04d17m23.73s,4.289924,-1.523,-1.84,2459247.432,3.919695,4.027,12270,19.0078,1108.17,1607,1198.58,6438,4.08,1.73
3432.01,133849258,PC,08h05m55.16s,121.479826,-41d27m45.32s,-41.46259,,,2458533.148,9.1394374,3.93,12940,,79.1166,830,,3999,,
3433.01,270471065,PC,09h01m49.43s,135.455975,+00d58m10.61s,0.969613,-4.389,-49.761,2459246.895,2.7765784,2.076,5710,6.07883,130.312,941,210.527,4348.2,4.48,0.78
3434.01,270457662,PC,09h01m15.33s,135.313863,+00d50m30.58s,0.841828,3.032,0.31,2459249.549,3.1510024,0.612,4700,12.7872,34.0167,672,607.396,5927.9,4.12,1.5
